Seat,Labour,Conservative,Reform,LibDem,Green,Oth,SNP,Plaid,Restore
Chester South and Eddisbury,22.50891178986954,34.90308514179386,21.707289035474776,8.442576017697556,6.828259132263789,2.511064835,0.0,0.0,2.9988140479004817
Chesterfield,32.08095099728198,11.341994310767886,36.09254248290073,5.140099668014104,9.181391332619842,1.247565425,0.0,0.0,4.915455783415449
Chichester,5.006984590141459,23.25061338665143,23.79171331983649,35.38733085936351,8.576133466312402,0.34,0.0,0.0,3.6472243776947124
Chingford and Woodford Green,24.38558869590522,30.352486044297436,13.568464475799725,3.106073269336083,7.302242752815706,19.45003328557763,0.0,0.0,1.7351114762682094
Chippenham,6.622804638086438,21.476719014677656,25.74223108698072,33.240345041351816,8.413700834787361,0.91455986,0.0,0.0,3.4896395241160216
Chipping Barnet,33.03616043448477,36.86532860207415,10.62305209833389,5.009291304099616,11.983377003291023,0.935,0.0,0.0,1.447790557716552
Chorley,11.949012225584259,5.581841300000001,25.262330011673996,0.0,19.04362403043329,38.16319243230845,0.0,0.0,0.0
Christchurch,13.269662071562557,25.350484450341167,32.263300591028894,15.473124167256996,6.146947448784985,3.2618272239580124,0.0,0.0,4.134654047067376
Cities of London and Westminster,31.232496327884366,35.73344644537821,4.389316649544447,8.283965640630278,16.665243506107146,2.975,0.0,0.0,0.7205314304555507
City of Durham,27.37360271986504,13.743078523452445,23.21607818223306,11.487518905354213,19.96022144704554,0.34,0.0,0.0,3.8795002220497072
Clacton,12.198016504704285,21.85551464026144,49.3522576520357,3.6456682535385463,5.605004760615637,0.9032207600000001,0.0,0.0,6.440317428844373
Clapham and Brixton Hill,44.761757156830335,10.648322879695328,6.260351369785138,13.620907318364122,22.456457198122052,1.02,0.0,0.0,1.1322040772030286
Colchester,30.2976098890486,20.049753268308724,25.27362705114188,11.603301282499842,9.239903847499527,0.17,0.0,0.0,3.365804661501431
Colne Valley,29.331763943307177,25.09213927296563,27.25548822027999,3.7518793344034043,9.92276267355394,0.85,0.0,0.0,3.6959665554898664
Congleton,26.97557539854018,27.271893253311774,27.100542812880878,4.726153341839632,6.043993389801735,4.12528017059868,0.0,0.0,3.7565616330271236
Corby and East Northamptonshire,28.365005380552013,21.656323447552914,31.2811955435309,4.074942571154777,9.428438422504147,0.6722066050000117,0.0,0.0,4.521888029705259
Coventry East,39.22296593793131,17.38656808780365,19.918586723039226,3.7480086467726563,12.095279150043844,4.165,0.0,0.0,3.4635914544093
Coventry North West,35.851162598001636,20.29646008571117,22.563509840718993,4.456747146665146,11.98813717095348,1.02,0.0,0.0,3.8239831579495642
Coventry South,34.26164341662901,24.44299858567089,13.746753539500057,5.780764909421051,16.328865213802363,3.23,0.0,0.0,2.2089743349766224
Cramlington and Killingworth,32.56102910397079,17.692286392064247,31.434554823907856,4.125879954674826,7.591327907699396,1.8736595699999996,0.0,0.0,4.721262247682887
Crawley,28.552961128533333,27.128520669153836,22.391162434723707,4.351324619245901,8.748141864610108,5.015000000000001,0.0,0.0,3.7128892837331158
Crewe and Nantwich,30.40467778260781,17.034628237263984,33.01803274063343,4.1516443032638835,8.339594568825966,2.14328478,0.0,0.0,4.8081375874049375
Croydon East,32.06262425387257,27.25340193098086,15.439352679037562,7.7585027479483335,15.379508243845,0.0,0.0,0.0,2.1066101443156824
Croydon South,26.54578916693574,40.07213085168641,12.141206600491707,7.906511951405027,10.289535854215078,1.36,0.0,0.0,1.6848255752660393
Croydon West,43.31570890465354,18.681174600912183,5.384439916716909,9.690721515481949,18.677147929340247,3.23,0.0,0.0,1.0208071328951627
Dagenham and Rainham,32.09364179000619,17.745459731842548,26.646690419193373,3.405526492888447,15.81223017840101,1.615,0.0,0.0,2.681451387668444
Darlington,27.74616969544696,19.271732579700547,35.98567073686509,3.5644351963597978,8.993305589079394,0.0,0.0,0.0,4.438686202548217
Dartford,25.959224020577906,27.7277204831224,26.859950276688487,4.8146835173610505,11.360050552083152,0.0,0.0,0.0,3.2783711501670063
Daventry,20.091284050386577,33.91765174948562,23.945955268636464,10.0470678819115,7.842120551357577,0.0,0.0,0.0,4.155920498222258
Derby North,32.99377967999928,21.80940033158252,25.653739469617918,4.204024321925148,11.411714776016133,0.0,0.0,0.0,3.927341420859
Derby South,31.441388269512466,14.632809017156342,24.17320459943879,4.64922643341625,9.018558337581254,12.495,0.0,0.0,3.589813342894891
Derbyshire Dales,23.53343810240662,30.662224479528447,25.301619308295855,8.068644043468087,7.594452119917264,1.05891798,0.0,0.0,3.7807039663837343
Dewsbury and Batley,20.67744804108133,11.15712264764262,15.500146787200238,3.0063179572640437,11.597582234802113,34.935,0.0,0.0,3.1263823320096495
Didcot and Wantage,11.274584578711698,24.398246526363344,22.22099999975915,29.744694435278127,8.899628442496846,0.34,0.0,0.0,3.0218460173908306
Doncaster Central,32.94828483925792,14.712987222002173,32.539223698367906,2.9986672690368064,8.57074979183324,3.4,0.0,0.0,4.830087179501961
Doncaster East and the Isle of Axholme,25.218502135078598,25.27554121179904,33.11773196743715,2.733535330851442,8.131548230340229,0.34,0.0,0.0,5.183141124493531
Doncaster North,33.49236763914626,9.932654000194233,37.82838979688195,3.744550207333776,9.686773246443787,3.42714905,0.0,0.0,1.8881160600000002
Dorking and Horley,6.8340918958027626,28.332830259928855,21.616095158538734,31.456280212669874,8.843393755966225,0.0,0.0,0.0,2.9173087170935474
Dover and Deal,28.28236074282459,19.5655095022178,31.62472221061206,4.507261363912296,8.838937606898773,2.023332632973483,0.0,0.0,5.057875940560998
Droitwich and Evesham,16.133956759088658,30.61374097762561,30.787911038421456,8.161467939340135,9.539295568020403,0.425,0.0,0.0,4.338627717503741
Dudley,25.32401446491995,23.876630013510535,33.06014224872725,2.85846518296548,5.737395548896439,3.8249999999999997,0.0,0.0,5.318352540980354
Dulwich and West Norwood,45.161302631484034,10.2846689838393,7.826750500320884,8.751924146841066,26.251957117169255,0.595,0.0,0.0,1.128396620345446
Dunstable and Leighton Buzzard,23.49782756887383,25.931100697087256,27.875226090371246,11.263077914495387,7.45523374348616,0.17,0.0,0.0,3.807533985686116
Ealing Central and Acton,38.917253192853885,19.679126013057193,5.915097370509933,11.571740061596241,18.44860936793489,4.42,0.0,0.0,1.0481739940478474
Ealing North,40.4952365159514,20.126256937945563,9.228697699831928,6.2175359994048565,15.176595335779709,7.6499999999999995,0.0,0.0,1.1056775110865473
Ealing Southall,39.923884667542836,16.424498470065753,4.795577198018932,6.624493081582244,18.73629388180917,12.41,0.0,0.0,0.9852527009810684
Earley and Woodley,28.891154494666523,27.689716717786457,14.432938537248003,11.02550299972329,14.300904861958326,1.4449999999999998,0.0,0.0,2.214782388617411
Easington,30.98703927428255,13.135987280092635,36.39455091190488,2.8631083845925493,8.18691923531976,2.1720949138076238,0.0,0.0,6.260300000000001
East Grinstead and Uckfield,16.656951220856705,24.510901926896274,21.791145879031767,16.736365744066866,13.771684202200593,4.819945605,0.0,0.0,1.7130054219477864
East Ham,47.09761360687388,11.270585169453547,2.515398911410969,3.2224247712692944,18.149699972403283,17.169999999999998,0.0,0.0,0.47427756858903064
East Hampshire,8.316245221358033,27.58433159487308,26.085443033597787,26.38012675814683,7.605679838727319,0.82388395,0.0,0.0,3.104289603296948
East Surrey,15.683982635182286,32.81961610952227,23.326695696895595,14.15940725251657,8.566221757549709,2.4773474,0.0,0.0,2.9667291483335685
East Thanet,28.830284737575184,14.975660520454003,33.374644101689356,2.9825689309976973,13.34830237299309,1.7929154699999998,0.0,0.0,4.595623866290676
East Wiltshire,19.16857856379732,31.225515305060682,24.335275145668053,13.900619927094047,7.139859781282147,0.51,0.0,0.0,3.720151277097744
East Worthing and Shoreham,31.231022773531553,19.182055796701494,29.668884203472892,5.380305781701278,9.58965310778628,1.2715698200000016,0.0,0.0,3.6765085168065115
Eastbourne,4.866984989771747,18.671660218541653,26.414671615906922,36.77243557876248,9.433731441040658,0.255,0.0,0.0,3.5855161559765336
Eastleigh,11.862691703306332,20.355925997176683,28.940213707369878,25.950448219062643,8.624057922103386,0.85,0.0,0.0,3.416662450981069
Edmonton and Winchmore Hill,41.63654702304302,20.151295258274192,8.084213721520557,7.015996284631459,16.099516700533123,5.695,0.0,0.0,1.3174310119976456
Ellesmere Port and Bromborough,36.86284839621619,8.043300981406707,34.41649711763452,5.545566116565564,9.770465098177029,0.51,0.0,0.0,4.65132229
Eltham and Chislehurst,32.590926988727134,25.616794320875897,21.26943740160347,5.105952837637447,11.112419680821576,1.7,0.0,0.0,2.5044687703344817
Ely and East Cambridgeshire,13.220575703797735,26.55169445207492,23.240541922143088,24.921471305698855,7.791208260227695,0.99555547,0.0,0.0,3.278952886057708
Enfield North,40.60783614625007,20.403326979061056,11.674119010675588,6.217940049838979,14.964760396606183,4.165,0.0,0.0,1.8670174175681309
Epping Forest,23.09489447844546,28.646616804445692,20.66580157926309,10.252435169091157,9.29002659763395,6.596872368918562,0.0,0.0,1.4533530022020904
Epsom and Ewell,12.326706402520852,28.391990306662652,19.568668843546785,28.729989514267647,7.1885214405413675,1.53,0.0,0.0,2.264123492460692
Erewash,27.47183375023421,17.403873982423168,35.49176783598966,4.621436960757171,9.110480950878076,0.66306278,0.0,0.0,5.237543739717718
Erith and Thamesmead,43.31287192033811,14.294196766684449,15.36436874391189,5.749050458036201,16.590540686342,2.635,0.0,0.0,1.9539714246873487
Esher and Walton,4.612446833170952,29.679051944837127,16.64096650886907,39.02614788651045,7.723861376010878,0.34,0.0,0.0,1.9775254506015167
Exeter,29.631337211628875,12.355921655669524,22.235536349189985,8.561663601501543,22.749562170647955,1.36,0.0,0.0,3.0059790113621117
Exmouth and Exeter East,20.895263724086853,19.726204233912753,29.529411877762556,17.25793323506861,7.1157997052058235,1.8761249249999998,0.0,0.0,3.5992622989634087
Fareham and Waterlooville,16.853843837281723,25.010618885835314,32.18233215485716,14.75991918550772,6.2777575565231585,0.752436315,0.0,0.0,4.163092064994931
Farnham and Bordon,10.932894130937182,28.040825679051384,24.299216961133094,25.643059864558012,7.537179593674033,0.68,0.0,0.0,2.7668237706463006
Faversham and Mid Kent,20.496027203635727,28.260839444999196,28.28919097964669,7.135962839171471,11.074675017514412,0.34,0.0,0.0,4.403304515032506
Feltham and Heston,34.382489397209916,21.620559828206794,13.981353740969986,5.168799076847731,12.244716527823538,11.049999999999999,0.0,0.0,1.5520814289420397
Filton and Bradley Stoke,31.67879407680155,23.202730676691502,22.155772416426004,6.0332844853151135,13.810679537007182,0.0,0.0,0.0,3.0187388077586506
Finchley and Golders Green,32.76988918090601,40.33642521814052,4.491082907463374,6.898529532790456,12.57407316069964,1.87,0.0,0.0,1.06
Folkestone and Hythe,24.91865762132516,23.611426876642454,30.445444576532868,3.5185068795842462,11.408883818752738,1.0372288699999999,0.0,0.0,4.959851357162545
Forest of Dean,23.00655683413499,27.01862844063358,29.234363853393695,4.746976099947973,11.393162154936437,0.17,0.0,0.0,4.330312616953327
Frome and East Somerset,10.499239229976368,16.848683449917203,26.740829277236006,26.354168221563775,14.42465027728999,1.20141404,0.0,0.0,3.931015504016659
Fylde,24.604930201005697,28.285411552150546,27.437901515587022,3.7718992153677435,5.998823438450271,6.076949587958864,0.0,0.0,3.8240844894798562
Gainsborough,19.91586632369077,31.485019400554606,28.90807431204219,8.492631695494923,5.971895086484771,0.34,0.0,0.0,4.786513181732744
Gateshead Central and Whickham,31.65825772334864,10.013160695919522,29.886457457332263,10.000357092825311,12.60386420174675,1.105,0.0,0.0,4.732902828827521
Gedling,33.4363885885006,18.767665546750713,29.06024600094574,4.513031715574416,9.831475755390086,0.425,0.0,0.0,3.966192392838465
Gillingham and Rainham,27.69106062638271,23.42588555189029,29.607277069575375,4.9080854295650544,8.760256288695162,1.275,0.0,0.0,4.332435033891407
Glastonbury and Somerton,5.0887256648191075,27.054959498090724,22.857796578668705,31.11512545267753,9.747949466842941,0.0,0.0,0.0,4.0354433389010005
Gloucester,26.607658757196607,18.984696803920425,30.488630417225856,8.522388019364474,7.993164058093419,3.4,0.0,0.0,4.003461944199228
Godalming and Ash,4.635218375035582,31.79680634608265,24.088392973275205,30.813469688900053,5.90827148323824,0.34,0.0,0.0,2.417841133468269
Goole and Pocklington,21.637033535929227,31.489737659401477,28.951411981133,5.50753033586257,7.294211554275133,0.751768595,0.0,0.0,4.368306338398593
Gorton and Denton,43.1311028561299,7.997301484541629,16.47866718560944,4.003488852645855,16.660618654110802,8.755,0.0,0.0,2.973820966962368
Gosport,19.695765879253543,24.79239832916547,35.851234445464016,7.330928546420945,6.540785639262838,1.306331645,0.0,0.0,4.482555515433193
Grantham and Bourne,20.326710030894887,27.963038646850585,31.41777796892053,3.739491326946058,7.953593332462818,3.9313703101260575,0.0,0.0,4.668018383799062
Gravesham,28.655687937677506,28.994281972669544,25.01399111095359,3.8023054345230416,9.536916303569125,0.0,0.0,0.0,3.9968172406072022
Great Grimsby and Cleethorpes,29.477656329787816,14.476892268670785,41.10102222129291,2.4940524527878107,5.040747894350171,0.765,0.0,0.0,6.644628833110513
Great Yarmouth,22.77470556012817,21.63565263899043,39.33805483425526,2.41558687058729,6.1347606117618705,1.076242055,0.0,0.0,6.624997429276978
Greenwich and Woolwich,44.41600696383231,13.66159317678138,8.26401406239622,9.179906996488537,20.973097750789844,2.125,0.0,0.0,1.3803810497116995
Guildford,6.525869383578794,32.21926447347584,13.71909975290264,34.61294470026289,10.344082507144309,0.425,0.0,0.0,2.0537391826355273
Hackney North and Stoke Newington,41.24458073623598,16.491017179560366,5.334713185255069,5.495599223811223,28.58908967513737,2.125,0.0,0.0,0.6200000000000001
Hackney South and Shoreditch,45.79971638012646,8.146605258051926,3.96805057,6.782356450423785,31.72015461139782,2.72,0.0,0.0,0.86311673
Halesowen,28.150216353378763,25.21859214199423,28.738495809796085,5.016143876157304,8.170811090905401,0.0,0.0,0.0,4.705740727768213
Halifax,26.753960983524486,17.344665872104194,25.986521510063515,4.937120100625052,12.527307153722738,8.245,0.0,0.0,4.205424379960021
Hamble Valley,12.50807834034789,26.99788325344735,28.51780287915657,21.2957040036058,6.911112010817406,0.255,0.0,0.0,3.4144195126249866
Hammersmith and Chiswick,41.6644226418354,21.089512609530644,6.2054727568659,9.1641666652068,17.96905405979072,2.72,0.0,0.0,1.1873712667705412
Hampstead and Highgate,35.515102573197034,27.317643443995337,3.976179740884085,11.395862123437723,19.26148553819112,1.615,0.0,0.0,0.9187265802946949
"Harborough, Oadby and Wigston",24.415462955536917,33.31837383045196,19.573313769586115,7.8377248681343215,11.534173778198697,0.34,0.0,0.0,2.980950798091988
Harlow,27.03443583227272,28.969423361639056,28.189194797115732,2.988762530782574,7.9742875923477206,0.34,0.0,0.0,4.403895885842203
Harpenden and Berkhamsted,6.264666084058658,29.26412856772214,16.623098397438845,37.70950337559184,7.814883029521299,0.34,0.0,0.0,1.9837205456672165
Harrogate and Knaresborough,6.970171015434995,21.01546926436402,25.829827190610256,33.7623337604793,8.162303366259007,1.233849895,0.0,0.0,3.0260455078524107
Harrow East,25.314919962185733,53.079084239112106,4.630585920732005,3.403469156477681,7.826610881336588,5.015000000000001,0.0,0.0,0.7303298401558852
Harrow West,33.677219435133296,33.64946507659111,5.142708918663624,5.872371716126124,12.010969674149464,8.924999999999999,0.0,0.0,0.7222651793363758
Hartlepool,31.181176478725703,14.505667410371535,37.27257659241175,1.542270186003938,6.954029714411493,2.7856826000000003,0.0,0.0,5.6585970180755805
Harwich and North Essex,22.124405398486687,32.080282596824155,26.10527837103693,6.036662958692057,9.269722828313666,0.0,0.0,0.0,4.383647846646506
Hastings and Rye,29.692129555807195,15.282429426956659,29.808488712566245,4.815980060401576,15.20230422120473,1.19,0.0,0.0,4.008668023063601
Havant,21.806763876935864,22.660962963409588,35.19034372027386,6.22436439072797,8.61309317218391,0.425,0.0,0.0,5.079471876468816
Hayes and Harlington,44.852314023197245,22.14701080522724,9.708693730170694,4.431897250333046,13.115788726469708,4.42,0.0,0.0,1.3242954646020708
Hazel Grove,16.83623144629624,16.127658287992087,27.71706551045896,28.164130023021354,7.197907669311096,0.17,0.0,0.0,3.687007062920266
Hemel Hempstead,27.635977823319507,21.49338610827339,29.238552840705882,9.419224441321573,8.637673323964721,0.0,0.0,0.0,3.575185462414927
Hendon,32.71577056294926,38.77725217743513,6.807521983362528,5.0966885084206215,11.617540928630113,3.9099999999999997,0.0,0.0,1.0752258392023524
Henley and Thame,5.708082983615082,31.353762662979427,17.679727473314536,33.62654034237099,7.8471338108860555,1.240477115,0.0,0.0,2.544275611833917
Hereford and South Herefordshire,21.462907882840216,21.207929380035136,33.8234124055667,9.293888511631707,9.269665534895124,0.425,0.0,0.0,4.517196285031113
Herne Bay and Sandwich,21.576517766227425,27.057353624006044,32.89910905067062,4.547269754810094,9.125809264430284,0.0,0.0,0.0,4.693940539855535
Hertford and Stortford,27.535148600058992,28.028242478550464,23.50717823938433,6.4208512000589515,10.827480435055065,0.425,0.0,0.0,3.1560990468921997
Hertsmere,20.037062892191592,46.73979439425301,13.536229470516723,6.906161114931743,9.296382837414285,0.935,0.0,0.0,2.449369290692657
Hexham,31.366470295708204,24.3796500578174,26.21988966152873,4.915783098965528,7.039118221566654,3.9441289363993386,0.0,0.0,2.134959728014134
Heywood and Middleton North,29.201330169472847,18.243642160715254,27.706554682447376,5.236943497123191,4.9180948899116865,9.880614955,0.0,0.0,4.812819645329653
High Peak,30.639827555920853,22.23994148013495,30.57154321097663,3.6688162555859813,8.911989521053926,0.0,0.0,0.0,3.9678819763276634
Hinckley and Bosworth,13.491441004651485,24.900110660258754,32.28390560963912,18.82547249786827,5.60441749360481,0.34,0.0,0.0,4.454652733977557
Hitchin,30.170377363409326,27.662184727183977,21.337510689932504,8.00693529142641,9.651413620967588,0.255,0.0,0.0,2.9165783070801896
Holborn and St Pancras,34.628668338250094,9.906150901714255,5.200330698625442,6.334962910231483,24.620752331804162,18.185795265,0.0,0.0,1.0233395543745576
Honiton and Sidmouth,4.888079865901882,26.050325750417098,24.37213065073817,32.94910436629476,6.9830396445208365,1.1379449999999998,0.0,0.0,3.6193747221272563
Hornchurch and Upminster,20.641930471477075,27.533675394850953,34.61936218985182,4.605495137123432,8.544485411370294,0.68,0.0,0.0,3.375051395326431
Hornsey and Friern Barnet,40.95842127101364,16.78315348086271,7.858367006794229,12.018281980127332,19.846776261202088,1.615,0.0,0.0,0.82
Horsham,8.91445397155845,27.133067552412133,23.450573030233226,29.395071903797806,7.549188866226205,0.765,0.0,0.0,2.7926446757721766
Houghton and Sunderland South,30.863089697864815,12.438801889170042,36.91867570980136,4.677101565022363,8.975227177207202,0.0,0.0,0.0,6.127103960934223
Hove and Portslade,37.940075961589535,11.20346492228286,19.57993888038864,5.803896622237131,18.658075989624393,4.569233274999995,0.0,0.0,2.2453143488774576
Huddersfield,29.67099373482511,15.744199095183955,18.68121400393775,4.149455033489389,28.465464698442535,0.0,0.0,0.0,3.1886734341212657
Huntingdon,23.38080848127148,29.977596394436578,25.27272384293307,7.58748085574634,8.374442567239017,1.8557336500000001,0.0,0.0,3.551214208373523
Hyndburn,24.512598827322268,23.977941817002282,28.862596874627346,2.870116926156403,15.11731421221029,0.0,0.0,0.0,4.659431342681409
Ilford North,27.50289696916832,24.39167040998402,6.998971328472033,3.4684066927300483,9.428327537117614,27.28792541,0.0,0.0,0.8218016525279673
Ilford South,37.82061980135725,15.485835562731186,5.11909397942296,3.7599830782663806,13.71439712037637,23.544999999999998,0.0,0.0,0.5550704578458481
Ipswich,31.076725929451314,18.54429001294921,29.561348994764867,4.591064209801539,11.51519262940462,0.68,0.0,0.0,3.9313782236284522
Isle of Wight East,13.69416283121479,21.303035078291472,30.559698705140864,8.270884394373502,20.4710450531205,0.7176284549999999,0.0,0.0,4.883545482858871
Isle of Wight West,27.05408208062172,20.46453457464064,32.34644149224359,6.374209055283024,8.89862716584907,0.255,0.0,0.0,4.407105631361964
Islington North,39.96932994950617,6.4681441,5.839933161353062,4.304,13.037959270308928,29.68063351883184,0.0,0.0,0.7000000000000001
Islington South and Finsbury,42.90508190233597,12.011481575152334,6.823058860209173,9.63881354297216,24.80731133753955,2.55,0.0,0.0,1.2642527817908282
Jarrow and Gateshead East,33.676591921253014,8.264991513137549,36.41634466366388,4.457408977551675,9.96549789053646,1.19,0.0,0.0,5.929165033857433
Keighley and Ilkley,28.364879382272314,29.51665261719928,25.247913389163127,2.0086016742005457,7.2440127704846855,4.505,0.0,0.0,3.1129401666800547
Kenilworth and Southam,17.11161129701709,36.788098338192206,18.188074477682825,15.312281620456869,8.810748988869868,0.918593755,0.0,0.0,2.870591522781138
Kensington and Bayswater,32.16252063845958,34.74713422431644,5.539315914402007,6.765381131313098,14.604178598910888,5.27,0.0,0.0,0.8114694925979946
Kettering,25.964415259679008,20.032434857765097,28.952445440638837,2.6234246273395043,16.539405892018515,1.693037965,0.0,0.0,4.194835957559043
Kingston and Surbiton,10.68,23.925037126409237,10.052258194442436,37.318787128313474,13.074261004666258,3.06,0.0,0.0,1.889656546168595
Kingston upon Hull East,29.48220458823631,4.938745418461289,40.09727491559131,8.587197323247732,10.082585763470096,0.0,0.0,0.0,6.811991990993251
Kingston upon Hull North and Cottingham,33.66607635930794,8.51244995108989,31.68100925606008,7.024095434165148,11.066379139693346,3.315,0.0,0.0,4.734989859683601
Kingston upon Hull West and Haltemprice,33.20856482291552,13.24453696456552,33.920948909293394,5.751319607792143,8.335777549731056,0.255,0.0,0.0,5.2838521457023635
Kingswinford and South Staffordshire,19.307117481689552,33.05531224957974,31.184817920001755,3.8294488174441708,6.310346452332514,1.783663495,0.0,0.0,4.5292935839522634
Knowsley,40.06383141982351,5.919978761064126,35.20226286495841,3.6619021928839337,10.898055831270007,0.58110724,0.0,0.0,3.67286169
Lancaster and Wyre,28.76089187430871,21.83034368180014,22.932780276742342,3.4639358203950343,19.452121464075866,0.0,0.0,0.0,3.5599268826779134
Leeds Central and Headingley,32.241497308358156,7.261679460390503,8.011682405866821,6.981541296708485,40.96524243949574,2.8899999999999997,0.0,0.0,1.6483570891802968
Leeds East,35.866405424866805,15.20026627364907,23.97411494013838,3.6034253626702246,13.855141887779283,3.4,0.0,0.0,4.000646110896245
Leeds North East,37.77482905462409,19.009679432927655,12.419567356973404,5.825493007039875,17.104196014318326,6.034999999999999,0.0,0.0,1.8312351341166484
Leeds North West,30.60133173512793,21.940986563175098,22.637271902363032,9.62613660304498,10.428230274006845,1.8662877500000001,0.0,0.0,2.8997551722821298
Leeds South,40.30278390514991,4.542900923959046,21.076291601581396,4.912735788302065,22.754156661007595,3.23,0.0,0.0,3.1811311200000008
Leeds South West and Morley,29.70578189605411,20.07911705183507,29.426754134252747,4.116893470546649,10.62869352664233,1.525347764999998,0.0,0.0,4.517412155669101
Leeds West and Pudsey,35.47177268836851,13.147856086273922,27.358464041183428,4.550229610748364,13.040013455732657,2.465,0.0,0.0,3.966664117693117
Leicester East,17.688789857931276,36.53972531628859,5.304294796856825,4.709808230294652,14.577381798628656,20.060000000000002,0.0,0.0,1.1199999999999999
Leicester South,24.72965270736235,9.920950057817272,7.163360681832202,3.5773216290763816,21.768275640285943,31.30604794362585,0.0,0.0,1.4343913400000003
Leicester West,34.58731956480218,19.168075749187125,19.43978980159131,5.843769403128052,16.027446911975023,1.53,0.0,0.0,3.403598569316319
Leigh and Atherton,32.203745545819,15.115187228658073,33.39994280055711,3.4811221269230055,9.38388462759558,0.765,0.0,0.0,5.5511176704472325
Lewes,5.5521117193003375,21.22252917929255,24.690598992224647,36.388349562595316,8.479301090558291,0.34,0.0,0.0,3.2271094560288693
