Seat,Tribe,Labour,Conservative,Reform,LibDem,Green,Oth,SNP,Plaid
"Inverness, Skye and West Ross-shire",Average,7.592877072652971,0.0,0.0,18.498556403689857,0.0,0.0,11.703003621622884,0
"Inverness, Skye and West Ross-shire",Liberal,0.0,0.0,0.0,20.001443596310143,0.0,0.0,0.0,0
"Inverness, Skye and West Ross-shire",Blues,0.0,0.2666346,0.0,0.0,0.0,0.0,0.0,0
"Inverness, Skye and West Ross-shire",Reforms,0.0,5.0333654,4.3,0.0,4.3,0.4,13.026986290515854,0
Kilmarnock and Loudoun,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.6548713,0
Kilmarnock and Loudoun,Left,0.0,0.0,0.0,0.0,0.0,0.0,8.674402071802156,0
Kilmarnock and Loudoun,Progressives,4.478885165231111,0.0,0.0,0.0,0.0,0.0,0.0,0
Kilmarnock and Loudoun,Average,39.87093645845402,0.0,0.0,0.0,0.0,0.0,0.0,0
Kilmarnock and Loudoun,Liberal,0.550178376314868,0.0,0.0,2.0,2.9,0.9,9.844212715089528,0
Kilmarnock and Loudoun,Blues,0.0,0.1044,0.0,0.0,0.0,0.0,0.0,0
Kilmarnock and Loudoun,Reforms,0.0,8.1956,8.2,0.0,0.0,0.0,13.62651391310831,0
Livingston,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,2.1005853,0
Livingston,Left,0.0,0.0,0.0,0.0,0.0,0.0,9.3817774494149,0
Livingston,Progressives,5.423375662230968,0.0,0.0,0.0,0.0,0.0,0.0,0
Livingston,Average,33.35420273780079,0.0,0.0,0.0,0.0,0.0,0.0,0
Livingston,Liberal,2.1224215999682414,0.0,0.0,4.5,3.8,1.2,10.91446540312468,0
Livingston,Blues,0.0,0.6078469,0.0,0.0,0.0,0.0,0.0,0
Livingston,Reforms,0.0,7.0921531,8.9,0.0,0.0,0.0,10.60317184746042,0
Lothian East,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.7173675,0
Lothian East,Left,0.0,0.0,0.0,0.0,0.0,0.0,8.662142094475996,0
Lothian East,Progressives,4.461765705287541,0.0,0.0,0.0,0.0,0.0,0.0,0
Lothian East,Average,36.13124677271591,0.0,0.0,0.0,0.0,0.0,0.0,0
Lothian East,Liberal,8.606987521996551,0.0,0.0,5.5,5.2,1.2,5.0331489259849125,0
Lothian East,Blues,0.0,0.2172968,0.0,0.0,0.0,0.0,0.0,0
Lothian East,Reforms,0.0,10.8827032,6.3,0.0,0.0,0.0,7.08734147953909,0
Mid Dunbartonshire,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,1.4333648,0
Mid Dunbartonshire,Left,0.0,0.0,0.0,0.0,0.0,0.0,7.678842338662608,0
Mid Dunbartonshire,Progressives,4.641410506474747,0.0,0.0,0.0,0.0,0.0,0.0,0
Mid Dunbartonshire,Average,16.158589493525255,0.0,0.0,7.518077241050307,0.0,0.0,10.559204803061917,0
Mid Dunbartonshire,Liberal,0.0,0.0,0.0,34.88192275894969,0.0,0.0,0.0,0
Mid Dunbartonshire,Blues,0.0,0.9604822,0.0,0.0,0.0,0.0,0.0,0
Mid Dunbartonshire,Reforms,0.0,3.7395178000000002,4.0,0.0,3.0999999999999908,0.9,4.428588058275476,0
Midlothian,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,1.2048567,0
Midlothian,Left,0.0,0.0,0.0,0.0,0.0,0.0,8.54303797468353,0
Midlothian,Progressives,4.412506392713359,0.0,0.0,0.0,0.0,0.0,0.0,0
Midlothian,Average,35.95947052720366,0.0,0.0,0.0,0.0,0.0,0.0,0
Midlothian,Liberal,8.228023080082977,0.0,0.0,5.9,0.0,0.6,8.981790437527735,0
Midlothian,Blues,0.0,0.3418413,0.0,0.0,0.0,0.0,0.0,0
Midlothian,Reforms,0.0,7.0581587,7.4,0.0,0.0,0.0,11.370314887788737,0
"Moray West, Nairn and Strathspey",Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.3030641,0
"Moray West, Nairn and Strathspey",Left,0.0,0.0,0.0,0.0,0.0,0.0,8.164005366920899,0
"Moray West, Nairn and Strathspey",Progressives,5.8074818574269775,0.0,0.0,0.0,0.0,0.0,0.0,0
"Moray West, Nairn and Strathspey",Average,11.89251814257302,0.0,0.0,0.0,0.0,0.0,23.489133714376354,0
"Moray West, Nairn and Strathspey",Liberal,0.0,8.065159744078478,0.0,8.1,3.6,0.9,0.14379681870275007,0
"Moray West, Nairn and Strathspey",Blues,0.0,0.1611456,0.0,0.0,0.0,0.0,0.0,0
"Moray West, Nairn and Strathspey",Reforms,0.0,21.77369465592152,7.5,0.0,0.0,0.0,0.0,0
"Motherwell, Wishaw and Carluke",Muslim,0.0,0.0,0.0,0.0,0.0,0.0,1.8872956,0
"Motherwell, Wishaw and Carluke",Left,0.0,0.0,0.0,0.0,0.0,0.0,9.637332932872791,0
"Motherwell, Wishaw and Carluke",Progressives,4.9043101444704345,0.0,0.0,0.0,0.0,0.0,0.0,0
"Motherwell, Wishaw and Carluke",Average,39.05293300323031,0.0,0.0,0.0,0.0,0.0,0.0,0
"Motherwell, Wishaw and Carluke",Liberal,5.142756852299257,0.0,0.0,2.1,3.1,0.9,4.245226095463186,0
"Motherwell, Wishaw and Carluke",Blues,0.0,0.1456588,0.0,0.0,0.0,0.0,0.0,0
"Motherwell, Wishaw and Carluke",Reforms,0.0,6.0543412000000005,7.7,0.0,0.0,0.0,15.130145371664028,0
Na h-Eileanan an Iar,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.2218907,0
Na h-Eileanan an Iar,Left,0.0,0.0,0.0,0.0,0.0,0.0,6.421509747759389,0
Na h-Eileanan an Iar,Progressives,2.5709255160253504,0.0,0.0,0.0,0.0,0.0,0.0,0
Na h-Eileanan an Iar,Average,40.17372759552782,0.0,0.0,0.0,0.0,0.0,0.0,0
Na h-Eileanan an Iar,Liberal,6.75534688844683,0.0,0.0,2.8,0.0,9.339659053296948,0.0,0
Na h-Eileanan an Iar,Blues,0.0,0.0612,0.0,0.0,0.0,0.0,0.0,0
Na h-Eileanan an Iar,Reforms,0.0,4.7387999999999995,5.2,0.0,0.0,7.360340946703051,14.356599552240613,0
North Ayrshire and Arran,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.3955636,0
North Ayrshire and Arran,Left,0.0,0.0,0.0,0.0,0.0,0.0,8.689872675380862,0
North Ayrshire and Arran,Progressives,4.412102551101041,0.0,0.0,0.0,0.0,0.0,0.0,0
North Ayrshire and Arran,Average,35.387897448898954,0.0,0.0,0.0,0.0,0.0,0.6174127304897254,0
North Ayrshire and Arran,Liberal,0.0,0.0,0.0,2.4,3.1,1.1,13.408071813652187,0
North Ayrshire and Arran,Blues,0.0,0.0886,0.0,0.0,0.0,0.0,0.0,0
North Ayrshire and Arran,Reforms,0.0,14.0114,8.1,0.0,0.0,0.0,8.289079180477225,0
North East Fife,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.656633,0
North East Fife,Left,0.0,0.0,0.0,0.0,0.0,0.0,16.329756473687553,0
North East Fife,Progressives,7.026626774761965,0.0,0.0,0.0,0.0,0.0,0.0,0
North East Fife,Average,2.3733732252380353,0.0,0.0,28.333998260676644,0.0,0.0,0.0,0
North East Fife,Liberal,0.0,0.0,0.0,23.41584035395233,0.0,0.0,0.0,0
North East Fife,Blues,0.0,0.9464237,0.0,0.0,0.0,0.0,0.0,0
North East Fife,Reforms,0.0,2.9535763,4.9,2.9501613853710222,3.9,0.0,6.213610526312447,0
Orkney and Shetland,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.1735223,0
Orkney and Shetland,Left,0.0,0.0,0.0,0.0,0.0,0.0,7.18450305143853,0
Orkney and Shetland,Progressives,3.672951296771409,0.0,0.0,0.0,0.0,0.0,0.0,0
Orkney and Shetland,Average,3.527048703228591,0.0,0.0,36.434947572857595,0.0,0.0,0.0,0
Orkney and Shetland,Liberal,0.0,0.0,0.0,17.511560866066297,0.0,0.0,0.0,0
Orkney and Shetland,Blues,0.0,0.0867,0.0,0.0,0.0,0.0,0.0,0
Orkney and Shetland,Reforms,0.0,2.7133,7.7,1.1534915610761,9.9,0.0,9.941974648561473,0
Paisley and Renfrewshire North,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,2.4562985,0
Paisley and Renfrewshire North,Left,0.0,0.0,0.0,0.0,0.0,0.0,8.687465010942026,0
Paisley and Renfrewshire North,Progressives,7.184431378110999,0.0,0.0,0.0,0.0,0.0,0.0,0
Paisley and Renfrewshire North,Average,31.175076113532697,0.0,0.0,0.0,0.0,0.0,0.0,0
Paisley and Renfrewshire North,Liberal,8.740492508356304,0.0,0.0,3.3,3.5,0.0,9.301088422468236,0
Paisley and Renfrewshire North,Blues,0.0,0.593425,0.0,0.0,0.0,0.0,0.0,0
Paisley and Renfrewshire North,Reforms,0.0,5.8065750000000005,7.8,0.0,0.0,0.0,11.455148066589738,0
Paisley and Renfrewshire South,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,1.1582806,0
Paisley and Renfrewshire South,Left,0.0,0.0,0.0,0.0,0.0,0.0,9.839474551771348,0
Paisley and Renfrewshire South,Progressives,6.837364745023431,0.0,0.0,0.0,0.0,0.0,0.0,0
Paisley and Renfrewshire South,Average,36.47393940051122,0.0,0.0,0.0,0.0,0.0,0.0,0
Paisley and Renfrewshire South,Liberal,4.0886958544653496,0.0,0.0,3.2,4.2,1.0,5.6100325079684765,0
Paisley and Renfrewshire South,Blues,0.0,0.2964958,0.0,0.0,0.0,0.0,0.0,0
Paisley and Renfrewshire South,Reforms,0.0,5.103504200000001,7.2,0.0,0.0,0.0,14.992212340260174,0
Perth and Kinross-shire,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.7679223,0
Perth and Kinross-shire,Left,0.0,0.0,0.0,0.0,0.0,0.0,8.18761843083639,0
Perth and Kinross-shire,Progressives,7.039845963601678,0.0,0.0,0.0,0.0,0.0,0.0,0
Perth and Kinross-shire,Average,10.960154036398322,0.0,0.0,0.0,0.0,0.0,25.14630829779604,0
Perth and Kinross-shire,Liberal,0.0,11.452487995387099,0.0,7.4,0.0,1.4,3.5981509713675757,0
Perth and Kinross-shire,Blues,0.0,0.2772319,0.0,0.0,0.0,0.0,0.0,0
Perth and Kinross-shire,Reforms,0.0,17.870280104612903,5.9,0.0,0.0,0.0,0.0,0
Rutherglen,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,2.5765497,0
Rutherglen,Left,0.0,0.0,0.0,0.0,0.0,0.0,8.776535493929973,0
Rutherglen,Progressives,5.289714460479497,0.0,0.0,0.0,0.0,0.0,0.0,0
Rutherglen,Average,33.94151132122049,0.0,0.0,0.0,0.0,0.0,0.0,0
Rutherglen,Liberal,11.268774218300017,0.0,0.0,4.0,0.0,3.6,4.430189654130761,0
Rutherglen,Blues,0.0,0.427815,0.0,0.0,0.0,0.0,0.0,0
Rutherglen,Reforms,0.0,5.272185,6.3,0.0,0.0,0.0,14.116725151939264,0
Stirling and Strathallan,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.9773743,0
Stirling and Strathallan,Left,0.0,0.0,0.0,0.0,0.0,0.0,12.73290104710188,0
Stirling and Strathallan,Progressives,6.89713263180898,0.0,0.0,0.0,0.0,0.0,0.0,0
Stirling and Strathallan,Average,27.00286736819102,0.0,0.0,0.0,0.0,0.0,5.461843432198322,0
Stirling and Strathallan,Liberal,0.0,4.2944077852168405,0.0,5.1,4.7,0.0,11.827881220699798,0
Stirling and Strathallan,Blues,0.0,0.5235269,0.0,0.0,0.0,0.0,0.0,0
Stirling and Strathallan,Reforms,0.0,14.18206531478316,6.3,0.0,0.0,0.0,0.0,0
West Aberdeenshire and Kincardine,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.5611868,0
West Aberdeenshire and Kincardine,Left,0.0,0.0,0.0,0.0,0.0,0.0,7.343936534832666,0
West Aberdeenshire and Kincardine,Progressives,5.982452516059817,0.0,0.0,0.0,0.0,0.0,0.0,0
West Aberdeenshire and Kincardine,Average,7.117547483940182,0.5501142059414406,0.0,0.0,2.1,0.5000000000000049,20.694876665167335,0
West Aberdeenshire and Kincardine,Liberal,0.0,19.51659895786736,0.0,13.0,0.0,0.0,0.0,0
West Aberdeenshire and Kincardine,Blues,0.0,1.3242398,0.0,0.0,0.0,0.0,0.0,0
West Aberdeenshire and Kincardine,Reforms,0.0,14.2090470361912,7.1,0.0,0.0,0.0,0.0,0
West Dunbartonshire,Muslim,0.0,0.0,0.0,0.0,0.0,0.0,0.8441218,0
West Dunbartonshire,Left,0.0,0.0,0.0,0.0,0.0,0.0,9.058173961750818,0
West Dunbartonshire,Progressives,4.511532187899675,0.0,0.0,0.0,0.0,0.0,0.0,0
West Dunbartonshire,Average,38.83548907931562,0.0,0.0,0.0,0.0,0.0,0.0,0
West Dunbartonshire,Liberal,5.4529787327847,0.0,0.0,2.1,3.8,1.0,3.0185202829595,0
West Dunbartonshire,Blues,0.0,0.1552896,0.0,0.0,0.0,0.0,0.0,0
West Dunbartonshire,Reforms,0.0,3.5447104,7.0,0.0,0.0,0.0,20.67918395528968,0
