Seat,Nation,County,Region,DominantHandTribe,Archetype_1,Archetype_2,Archetype_3,Archetype_4,Archetype_5,Hand_Muslim,Hand_Left,Hand_Progressives,Hand_Average,Hand_Liberal,Hand_Blues,Hand_Reforms
Bootle,england,Merseyside,North West,Average,0.0,68.97383054636136,10.193882488573438,17.36328969380875,3.46899727125646,0.8591269,9.065318059956107,7.77464390819908,40.05813517285425,12.067677610842637,0.5730796,29.60201874814793
Boston and Skegness,england,Lincolnshire,East Midlands,Reforms,0.0,74.70971433862134,9.130125851095908,16.160159810282757,0.0,0.9871762,7.632011462767077,6.530840117456058,31.031786442232654,12.232519986035152,8.332415800000001,33.25324999150906
Bournemouth East,england,Dorset,South West,Average,1.9005935500515148,31.112479787288212,13.170778896241863,34.66538256826613,19.150765198152282,2.5958967,10.63073158460445,15.116393328835573,35.68063543847052,15.551328277450033,2.0307935,18.39422117063944
Bournemouth West,england,Dorset,South West,Average,1.4869969280351223,30.832904482232802,6.985077072078444,31.492301862658117,29.20271965499552,2.2412072000000003,19.52852933297613,12.947998964369578,28.29442286110145,15.80196277935477,1.9036691,19.282209762198065
Bracknell,england,Berkshire,South East,Average,3.526879143035628,29.81626525329236,13.49660118561005,39.191606936920195,13.968647481141765,1.8098036,8.95895038308078,11.93332754449809,28.906701520803157,27.011275227176625,3.7128066,17.667135124441362
Bradford East,england,West Yorkshire,Yorkshire and the Humber,Muslim,40.168237385017335,37.51004955410271,0.0,4.349608678653962,17.972104382226004,44.2476091,14.191677146709262,11.624617174138397,6.049356518565816,10.287460007930664,0.6958683999999999,12.903411652655857
Bradford South,england,West Yorkshire,Yorkshire and the Humber,Reforms,20.615443214537844,48.84022255439154,1.3243377452810414,16.762220715511376,12.45777577027819,20.0765133,11.13194310044514,10.3216162142542,20.34789655629937,14.36097074531376,1.6539926,22.10706748368753
Bradford West,england,West Yorkshire,Yorkshire and the Humber,Muslim,50.95652706570705,24.560833630666863,0.0,0.0,24.482639303626087,58.7375881,15.60458496471836,11.126217873249905,0.0,6.048049184654779,1.6463632999999998,6.837196577376958
Braintree,england,Essex,Eastern,Average,0.07621012270566935,45.918056362275934,3.3527810972503604,40.35532357719418,10.29762884057387,0.6885359,8.286406646665128,7.452758188191894,27.72764148114868,24.55426009062729,6.965451000000001,24.324946693367
Brent East,england,London (Brent),London,Progressives,20.386400468397667,15.707962969066877,50.415779077445166,0.0,13.48985748509031,27.2215655,13.15834134751367,37.41008192649451,0.0,9.29360659632084,8.7740854,4.142319229670975
Brent West,england,London (Brent),London,Blues,40.21391060179697,3.530042791512672,28.720190728728262,5.180428000909599,22.35542787705249,17.8909412,15.50394950156936,26.06750095837944,0.0,8.123289240858352,29.924000000000003,2.490319099192841
