Seat,County,Region,KMeans_label,GMM_label,Agglomerative_label,DBSCAN_outlier,Segment_1,Segment_2,Segment_3,Segment_4,Segment_5,Segment_6,Segment_7,Segment_8,Segment_9,Segment_10,Segment_11,Segment_12
"Pontefract, Castleford and Knottingley",West Yorkshire,Yorkshire and the Humber,8,8,9,False,8.954156012066503e-08,1.0310699952284817e-06,7.184365842395802e-08,1.487571731214522e-12,3.884707309497385e-06,1.0969557374577376e-23,1.9993167734340895e-12,99.99999476257861,1.0574999065962441e-07,5.450554578275271e-08,1.0747015985340592e-40,0.0
Poole,Dorset,South West,1,4,1,False,2.605221623179655e-09,1.5552683839491626e-07,5.622445585483184e-05,97.0659829728202,1.390117955945766e-08,2.887854474652752,4.86502101686536e-09,1.8916159968880798e-06,1.5130351848761275e-08,0.04610421296268008,3.1463878878100465e-08,0.0
Poplar and Limehouse,London (Tower Hamlets),London,4,5,2,True,4.48185124737807e-29,1.2603763015733024e-05,1.7119874106725358e-40,1.8973904693881952e-128,99.99998739623672,8.453037758692079e-145,7.982234866475638e-64,2.2739449075987227e-72,2.650525139273542e-37,1.894113169274316e-52,1.3545082476026461e-159,0.0
Portsmouth North,Hampshire,South East,9,4,1,False,8.828166462074733e-10,3.202961687062818e-08,2.7462230273421732e-05,99.99719782808043,3.742813007290489e-09,0.0010940536982875042,5.05337670921771e-11,4.3674756970317315e-07,6.632154389229474e-09,0.0016801759048994266,5.404831976646801e-13,0.0
Portsmouth South,Hampshire,South East,3,3,7,False,1.2780828460195494e-06,4.868614217970375e-06,99.99969226141582,1.3586341176478646e-07,3.681103711131118e-05,2.2037380839125433e-22,2.1033062737155638e-09,4.173869542909122e-06,0.00013202755532129156,0.00012844145829661008,6.505346049831548e-38,0.0
Preston,Lancashire,North West,10,2,8,False,7.253108112900565e-05,99.70840903888408,0.27232605073424904,2.377356357784737e-17,0.019156562165898856,3.0018475459468043e-28,9.714964601447556e-11,2.1261763575770138e-11,1.4949365987022008e-05,2.0867650311561036e-05,1.1866347523817099e-27,0.0
Putney,London (Wandsworth),London,2,9,2,False,0.00036335969150072783,9.54681613464603e-06,0.0003268603472477566,8.296129972339713e-11,0.0036053678479442152,3.413370125233591e-27,3.6148446723000056e-07,6.110025204359811e-13,90.86631683076027,9.129377672968864,5.277592427511032e-32,0.0
Queen's Park and Maida Vale,London (Brent; Westminster),London,4,5,2,False,4.10097865503059e-09,8.880365185523297e-09,1.2861027553790164e-11,1.9073168063156683e-64,99.99969377127577,4.180172550588612e-86,9.124278546427802e-30,9.897378933780403e-40,0.0003062157302335099,7.382240239954882e-24,5.341890299633663e-82,0.0
Rawmarsh and Conisbrough,South Yorkshire,Yorkshire and the Humber,8,8,9,False,1.987966206090034e-09,1.890103067108826e-07,1.1406064519377973e-07,3.4290626034068546e-12,1.2460405126578594e-07,1.4505192215022495e-20,7.727487217699743e-13,99.9999994786819,5.335044922817543e-09,8.631595720132007e-08,3.020595652161361e-37,0.0
Rayleigh and Wickford,Essex,Eastern,1,10,1,False,5.5780806764589635e-08,0.00014397004628411897,1.9368050770137316e-05,2.0700889711337975,2.2712568922296215e-05,0.2368268571001765,1.4865900039031463e-10,7.619335261125496e-11,7.66057476246307e-09,97.69289805282455,4.60929663045762e-09,0.0
Reading Central,Berkshire,South East,4,10,3,False,2.928695656816805,0.002531900161403528,0.07737870206948104,2.4896773428738908e-11,0.04515842449769941,7.340976060022013e-36,3.3689641117755506e-07,1.0525471557709953e-07,1.1703042976240756,95.77593057665467,3.6129312372919863e-41,0.0
Reading West and Mid Berkshire,Berkshire,South East,6,10,3,False,6.907939547435937e-07,5.526947438335102e-05,0.0012693329620606065,28.396936947440494,2.7819037057037613e-06,20.11596320753949,3.6482480793638404e-07,3.554124588774168e-08,7.880066068884088e-05,51.48568957340538,2.995453917202882e-06,0.0
Redcar,North Yorkshire,North East,8,8,9,False,1.0821707077648127e-07,1.0961499335922508e-05,0.015849928232881626,0.0007813452563981912,5.246857781840011e-07,0.0001804960700873094,2.428042105458088e-09,99.97933054105242,1.739895457213084e-07,0.0038459185685068807,3.0613616142775973e-16,0.0
Redditch,Worcestershire,West Midlands,9,4,1,False,2.2124391289981662e-08,2.6860040105918767e-06,2.8339995760625373e-06,88.07901354328342,2.1287159635864283e-08,2.382840513946074,2.090838186197601e-11,2.664829595926577e-08,2.7572928307276456e-07,9.538140076355377,6.015663662853267e-10,0.0
Reigate,Surrey,South East,6,10,3,False,2.8799166779858307e-06,8.372482288259851e-06,0.00028564521054307815,0.15570726065612875,2.356162897786621e-05,0.0002735559943042341,2.1545053561863167e-05,6.026577507803178e-10,0.0008984218988391298,99.84277872082615,3.5729731746202086e-08,0.0
Ribble Valley,Lancashire,North West,1,6,1,False,1.4741051258764486e-07,0.0004736515392615821,0.0009756722855074454,5.0821759447247724e-06,2.0786489987540407e-05,99.04307807166262,1.2264641726737975e-10,1.1455685694905935e-06,1.9957687053059016e-06,0.9554359500392913,7.4969368748295035e-06,0.0
Richmond Park,London (Kingston upon Thames; Richmond upon Thames),London,2,7,5,False,1.892141334731311e-08,2.8114510715677756e-10,2.927853875774479e-09,1.1214971377551216e-28,0.06748706564005105,5.04225700945976e-38,99.93250915346458,1.0947193116992494e-19,3.758717758788936e-06,4.713598648855109e-11,6.17834404471227e-25,0.0
Richmond and Northallerton,North Yorkshire,Yorkshire and the Humber,1,6,1,False,2.859877050032426e-07,7.802708916878673e-07,9.151375560322178e-06,8.636847772759974e-10,2.1014050594551917e-05,99.99996435946126,2.274423894717813e-15,2.4010676500567995e-09,6.875913204787992e-08,4.335149466544092e-06,1.6804826326374583e-09,0.0
Rochdale,Greater Manchester,North West,5,2,6,False,6.22535562480688e-13,99.99972885737935,1.0580593259222579e-18,4.332676648084274e-50,0.0002711426197419663,9.286228088729644e-48,1.5416950271373047e-25,3.859465727349832e-35,4.892306578864119e-14,8.335174804003318e-14,2.207833372388231e-59,0.0
Rochester and Strood,Kent,South East,9,4,1,False,3.391969080916303e-08,2.4548747668902126e-08,9.185762132940118e-07,99.7889075187825,9.655807902085442e-09,0.00022029945180284863,5.6202818981492515e-12,9.582830411651336e-11,1.0722885892027726e-07,0.2108710877336877,1.1934534094370894e-12,0.0
Romford,London (Havering),London,6,10,3,False,0.006597113843166045,0.0025582724013506106,1.6311536263180514e-06,3.8502409974161154,0.00037094153071429457,4.225019376049566e-07,6.516109709393351e-10,4.716418165078826e-13,0.05526395375053953,96.08496666675018,1.1343114059366976e-13,0.0
Romsey and Southampton North,Hampshire,South East,7,11,5,False,9.07815078204218e-10,2.972971146163603e-07,0.015335799124872864,5.2500212797584484e-11,1.7338317628934839e-06,0.00011518166800733591,0.04644293125673534,1.6375386015950235e-10,2.829162272961397e-09,0.0027684232044797906,99.93533562966388,0.0
Rossendale and Darwen,Lancashire,North West,9,4,1,False,4.921648474352883e-09,5.800966518235445e-05,0.0006837056401062461,54.39433816820579,2.2197258792357723e-07,15.727464045556172,1.1933854667340205e-10,0.0001729192693467756,1.6742826835379452e-07,29.87728275720175,1.9717778944804288e-11,0.0
Rother Valley,South Yorkshire,Yorkshire and the Humber,8,8,9,False,7.593968264267169e-09,5.570539989856817e-06,0.003129150069028329,7.960745230211932e-07,5.717244304748039e-07,0.00019157187262205315,4.973430144916255e-09,99.98728882661702,3.0875266220606934e-08,0.009383469657676417,2.1340398004147095e-12,0.0
Rotherham,South Yorkshire,Yorkshire and the Humber,8,8,8,False,6.198424175204034e-07,0.02562463827705929,8.129616074706887e-05,2.7658410931265603e-08,0.00015367665588545407,1.5153333702440261e-22,4.6723964615576705e-08,99.9739445657181,0.00011408769924521031,8.104126402733107e-05,3.256928568573581e-32,0.0
Rugby,Warwickshire,West Midlands,6,10,3,False,8.355575401156725e-07,1.7197029939204052e-06,4.355582932445224e-05,1.7493231901135404,7.531624686291672e-08,0.01555628809159884,7.000887183963401e-09,6.244491173796445e-08,6.0239215725030435e-06,98.23506816358832,7.843301773596453e-08,0.0
"Ruislip, Northwood and Pinner",London (Harrow; Hillingdon),London,6,1,3,False,99.70348063825294,1.4623850840576542e-06,1.7911595286918548e-16,5.8759339813522465e-46,0.2965176568388912,7.682625719324101e-55,1.4806020123266212e-17,1.4806848182265008e-38,6.860981194250951e-09,2.356620727976774e-07,1.3676749902675645e-68,0.0
Runcorn and Helsby,Cheshire,North West,8,8,9,False,1.1041353776027602e-08,2.449984702747585e-05,0.037061897894154074,0.00016687235738817833,4.2403543677582754e-07,0.004670686831069304,1.806157294543215e-10,99.73830556129407,3.57971232856455e-06,0.21976646680652184,3.4047118951178916e-18,0.0
Runnymede and Weybridge,Surrey,South East,6,10,3,False,3.091654124607605e-05,0.00012607767512364361,0.0024114032856450396,0.007859658092518644,0.000748385646861298,2.837741621062297e-05,7.2283966889870435,6.346453544440215e-08,0.006712013223909204,92.74755884192236,0.00612757374467628,0.0
Rushcliffe,Nottinghamshire,East Midlands,6,3,1,False,1.1408727001357301e-07,8.86779398141338e-05,96.03854769351263,8.881387165896262e-07,0.011336129206795477,3.79103542661057,1.8065554687787452e-08,1.6274009681079457e-07,0.00011777615710616761,0.1588731132906616,2.509677000203575e-10,0.0
Rutland and Stamford,Leicestershire and Rutland; Lincolnshire,East Midlands,1,6,1,False,1.8693365046543644e-09,2.9105059898957497e-08,1.4567855801391172e-05,2.1388221753495542e-06,2.9038023100446308e-08,99.99631288434074,1.1140044916996762e-11,4.2586550278547634e-10,4.3214680625889883e-10,0.0035250762385970087,0.0001452718610410967,0.0
Salford,Greater Manchester,North West,4,3,7,False,7.200064895985756e-05,0.0010931047250251871,99.9063685021148,5.63314361092286e-18,0.0033927784364695605,2.2395864239783563e-44,3.8505388448864866e-12,4.078201080656289e-05,0.08903201634190752,8.157181964128418e-07,2.059332720539838e-70,0.0
Salisbury,Wiltshire,South West,1,6,1,False,2.1599935326462267e-06,0.003550112790907193,0.13226575337742516,2.2738094036627042e-07,0.0024101512352850537,99.71493061643787,3.6823404864839713e-06,0.0011178242870816463,3.179012820119574e-05,0.0010844285803474564,0.14460325344787744,0.0
Scarborough and Whitby,North Yorkshire,Yorkshire and the Humber,9,6,1,False,2.3726859735164758e-07,2.7427331025045862e-05,0.004390508539088256,20.265738985697304,6.289418718165956e-06,79.71172432575594,6.014734324935442e-12,0.010584694393728411,3.1392712959441365e-07,0.0075272176621525655,3.759393214597376e-13,0.0
Scunthorpe,Lincolnshire,Yorkshire and the Humber,9,4,9,False,7.091999281960562e-07,3.410516136729156e-05,0.0005058742225828509,99.7559160142223,2.376819399302877e-07,0.07216810425273865,1.1156805394033648e-10,0.08227886445165962,1.2250113993860601e-06,0.08909486568416636,2.805294748669027e-13,0.0
Sefton Central,Merseyside,North West,1,8,1,False,7.786703297809977e-11,7.0116303722631735e-06,0.6953031377663349,2.151961192130811e-15,0.001558246027762756,0.030620174170658893,4.696593789439531e-14,99.27240717226181,1.897408247778264e-08,0.00010423909102441007,5.932448872692328e-16,0.0
Selby,North Yorkshire; West Yorkshire,Yorkshire and the Humber,1,6,1,False,1.4289997722408004e-09,4.6634771500288225e-07,4.021523589113298e-05,0.16771313074677843,5.535462046314915e-08,99.31139783260986,7.007020594489587e-14,2.083189440429768e-06,4.795946743821831e-09,0.5208462102881513,2.4701561947306166e-12,0.0
Sevenoaks,Kent,South East,7,10,3,False,1.1544687799709273e-07,4.6976297576500685e-05,0.0001911432613542764,0.003762930484414432,2.5336605915370482e-05,0.5007187578478226,0.0259066293704268,2.479813845385461e-10,9.896715422152338e-06,55.70701088996272,43.76232732375932,0.0
Sheffield Brightside and Hillsborough,South Yorkshire,Yorkshire and the Humber,10,2,7,False,9.829367076063855e-16,99.26501399717334,0.2067480843966563,3.858304787197472e-36,0.5282379182160564,3.816012349638087e-46,1.0160923964687118e-13,2.1401385971480474e-10,1.547273839497781e-14,6.166927231826595e-16,5.938219252162801e-49,0.0
Sheffield Central,South Yorkshire,Yorkshire and the Humber,4,5,2,False,1.847939401425685e-08,3.622737188457888e-08,0.002252676281584584,9.652797001221611e-73,99.9977472690114,9.476351650362265e-113,2.3857354520059746e-35,4.198832561618493e-43,7.434123452961999e-16,5.827686067004479e-27,2.299041388861085e-151,0.0
Sheffield Hallam,South Yorkshire,Yorkshire and the Humber,6,3,7,False,4.688420344224505e-11,4.696735160401144e-06,99.99032151488029,8.17060909770848e-25,0.00786539815059547,7.381302935833227e-15,0.001778371267054476,1.648738946337573e-09,4.783829623947656e-07,2.9538888395066866e-05,9.408286464784083e-17,0.0
Sheffield Heeley,South Yorkshire,Yorkshire and the Humber,3,3,8,False,7.306897014571757e-08,0.42897427889341994,99.54622908324306,3.639705192475316e-20,0.016103522755364003,3.2575803511471875e-27,3.472050117566931e-08,0.008585938987492952,0.0001053429621717793,1.7253691300551055e-06,6.642344981106709e-40,0.0
Sheffield South East,South Yorkshire,Yorkshire and the Humber,8,2,8,False,1.2164545123256307e-06,54.99118282859059,40.67620037383245,9.71062078589075e-16,0.4138925503657668,1.681153038795627e-16,1.3470235290443762e-06,3.9185957506012454,3.24133051971652e-05,9.351982639673003e-05,4.8719728174191905e-18,0.0
Sherwood Forest,Nottinghamshire,East Midlands,9,4,1,False,2.030441211141952e-09,3.7070762257602705e-07,1.6960966647939394e-05,85.61391596447187,6.113212501903486e-09,14.097123884262574,1.4591065787597506e-13,4.2456592927886786e-07,2.7165485463276598e-09,0.2889423841638554,1.1707893430609603e-12,0.0
Shipley,West Yorkshire,Yorkshire and the Humber,1,6,1,False,7.622003353222233e-09,5.5877306902028084e-05,0.02850866120712518,0.16058963724290876,1.0736531309660144e-06,89.92620261823849,8.737814801797324e-11,4.5376341316256177e-05,9.843527318001406e-07,9.884595762981322,9.667368255128984e-10,0.0
Shrewsbury,Shropshire,West Midlands,1,6,1,False,1.0596036178805332e-06,0.0008215595594021036,0.6960648246692158,1.9154198843195975,1.865706130433216e-05,93.63427819651358,2.1910158003116812e-07,3.2010434289337177,0.0001332988868484603,0.5522188539557533,1.7395318694780545e-08,0.0
Sittingbourne and Sheppey,Kent,South East,9,4,1,False,1.828051872067137e-06,0.00018105785594666664,4.83095883799583e-06,99.75712387341106,5.474664921263219e-05,0.10652364625257568,1.7621918281536543e-13,4.5805289326484717e-10,3.998795373131991e-08,0.13610997637441868,3.561326973458155e-16,0.0
Skipton and Ripon,North Yorkshire,Yorkshire and the Humber,1,6,1,False,1.057126481494718e-10,3.477512149902014e-09,1.1678203759802077e-07,7.768278797776112e-08,8.773470208974995e-09,99.99990286251484,1.5263251802131128e-17,2.1427292093554653e-10,1.5688076886449358e-11,9.693041229318994e-05,2.14057206814896e-11,0.0
Sleaford and North Hykeham,Lincolnshire,East Midlands,1,6,1,False,7.365255272506712e-10,4.385751438210317e-07,9.54961098308109e-07,3.777043560722783e-05,1.2615940894998653e-07,99.9999382788579,3.208799255653487e-17,1.0661844703169909e-10,4.44948728640489e-12,2.2430161983743503e-05,1.2344645982613243e-12,0.0
Slough,Berkshire,South East,5,2,6,False,0.0001622411758015173,99.99512570059686,6.522004143749943e-12,8.706299533267301e-61,0.004712058203018582,1.3488460206723104e-95,1.4628372189179028e-23,1.8202376525175297e-55,1.7772712138383958e-11,4.855089621494571e-15,2.1807233918130034e-118,0.0
Smethwick,West Midlands,West Midlands,10,1,8,False,99.99909836547091,0.000523600124771635,1.3917740883931885e-14,1.920764770286923e-41,0.0003778041750087716,7.100817628274047e-70,5.796244391726438e-23,2.4631012556020485e-30,2.101597247880517e-07,2.0069643072377925e-08,2.0974181258913846e-80,0.0
Solihull West and Shirley,West Midlands,West Midlands,6,10,3,False,2.3185709053153037e-06,0.00013089359626273107,0.0003273447454370891,4.949400970490005e-09,5.692554323114607e-06,1.4326393521411967e-07,1.2694429339889059e-05,5.680044343358205e-15,2.013343733855227e-06,99.99951889299885,1.5477747151687169e-09,0.0
South Basildon and East Thurrock,Essex,Eastern,9,4,1,False,1.656433917553673e-06,1.4714033060122946e-06,1.8203266231215291e-07,99.98594226890246,1.8535882864581807e-05,3.723183900638439e-06,5.323012629809797e-13,2.624117414304439e-13,1.8951910890117473e-06,0.014030266968942648,1.1798179026144852e-16,0.0
South Cambridgeshire,Cambridgeshire,Eastern,7,7,5,False,1.9433629142851855e-10,3.9963883430034926e-07,0.0005721920248876325,2.92438521508493e-17,2.2668061866906428e-05,1.160124669211723e-13,99.9658321442834,2.4772260835016065e-13,1.6673376278792548e-07,1.036390072399218e-06,0.033571392672486614,0.0
South Cotswolds,Gloucestershire; Wiltshire,South West,7,11,5,False,2.278425450017749e-13,8.75383996723201e-09,1.5773806882698687e-07,2.4507498286092297e-25,3.1120670418597016e-07,5.360694262576714e-09,1.8679002431259376e-06,4.946542051884461e-17,1.6944167182167057e-12,1.3343998003312674e-08,99.99999763569448,0.0
South Derbyshire,Derbyshire,East Midlands,9,6,1,False,3.7720450737235945e-07,1.3086738286778419e-05,0.0003470973426171987,11.669161472595176,4.168663715244515e-07,49.93013948534973,5.366375454076873e-11,5.890243186187212e-08,2.0840230777050616e-07,38.4003377782455,1.8299391799527924e-08,0.0
South Devon,Devon,South West,7,11,5,False,2.901603837947769e-16,4.2188403907564416e-11,2.2116315224033123e-08,2.5922925917364247e-30,1.8662690021265507e-08,2.859642534198811e-12,3.7482698117747925e-08,9.052646601419767e-19,2.1669977007523863e-15,8.546532805096521e-13,99.99999992169234,0.0
South Dorset,Dorset,South West,1,6,1,False,1.9442221767346416e-09,3.3447387062785667e-07,0.0004650781088107617,2.333740528841816e-05,1.9748676149851198e-07,99.9994679186887,3.835174405883065e-12,2.2652591671289876e-05,2.388124991650011e-10,1.962888402503067e-05,8.501739295738204e-07,0.0
South East Cornwall,Cornwall,South West,1,6,1,False,8.386788714972191e-10,6.576429682367985e-08,4.8305484626784896e-05,5.455690338656799e-07,1.7578374429162066e-07,99.99992464454778,8.878278655408862e-14,7.2345261481338196e-09,3.2040786457871994e-11,2.5731366408136913e-05,5.233787881648614e-07,0.0
South Holland and The Deepings,Lincolnshire,East Midlands,9,6,1,False,0.0002333710815492806,0.013800693989233503,5.167317147879942e-08,1.640826381452416e-08,0.026868325284700498,99.95741165155964,9.791805915510265e-19,1.3051208527368705e-12,8.098955295646756e-09,0.001685881903306925,3.5476738061060914e-17,0.0
South Leicestershire,Leicestershire,East Midlands,1,6,1,False,5.506972939211138e-09,6.584478874482212e-06,0.0006451226708282533,0.029134791856148128,4.089821097389613e-07,91.12290421305454,1.2213492129840009e-08,8.483373996869915e-09,3.4099677316068992e-09,8.840206144596495,0.007102704747155445,0.0
South Norfolk,Norfolk,Eastern,1,6,1,False,7.778137706964932e-06,0.012674766679113457,0.6087443503352655,1.5431644662632276,0.0015210624886618845,97.70589040529065,3.833216411222653e-08,2.4974720657577333e-05,4.340049612997842e-05,0.1279287549787094,2.277836811622796e-09,0.0
South Northamptonshire,Northamptonshire,East Midlands,1,6,1,False,3.8397062740421375e-10,1.30145028911988e-07,1.1026581601574527e-06,0.00010043205068749817,1.0204453580447153e-08,99.92134839081258,1.3948802194816016e-13,3.056224917856879e-11,7.056199546531577e-10,0.0785498550296317,7.797909512827177e-08,0.0
South Ribble,Lancashire,North West,1,6,1,False,4.978171464291887e-09,0.00011460095429378812,0.001484541580562901,0.0006874851544746446,4.957495420090524e-06,94.09286136779306,9.14277056520033e-11,0.00046071897264322956,2.4661319729486976e-07,5.904386069402016,6.964906626685096e-09,0.0
South Shields,Tyne and Wear,North East,8,8,9,False,4.889528226687279e-05,0.420936252348504,0.2906889663715986,1.3888386262254307e-17,0.2804273806883549,7.358792299214568e-23,2.2608809219561102e-09,99.00782257196008,7.153604869546932e-05,4.395039464018745e-06,4.592040702544802e-42,0.0
South Shropshire,Shropshire,West Midlands,7,11,5,False,5.300586813044174e-11,1.1481334216373463e-05,0.0007208799364941502,1.507411580430215e-22,0.0018259287434888082,0.2497323558905649,5.275381988012103e-10,1.8821200925177403e-12,8.785709498090197e-11,1.950951294668721e-06,99.7477074024736,0.0
South Suffolk,Suffolk,Eastern,1,6,1,False,2.2801718090891134e-10,4.483948991460435e-08,1.9472264722470834e-06,2.427763274900394e-06,2.2998530236355047e-08,99.99964199372802,6.1989276056463015e-15,7.209713859319089e-09,4.071814858695413e-11,0.00035350536604590414,5.059972156733292e-08,0.0
South West Devon,Devon,South West,1,6,1,False,5.3810744466066576e-11,9.07914386363183e-08,5.1558113136489716e-05,0.0026887398972016262,6.147183958063479e-09,99.98985136436079,1.1285746574714317e-12,2.0617045816438885e-08,1.0488898452852773e-11,0.007408048206498055,1.718013023950147e-07,0.0
South West Hertfordshire,Hertfordshire,Eastern,6,5,5,False,4.534480659473689e-07,2.2585783550828084e-05,1.003321144257508e-08,1.0395969551726826e-31,99.99997246386508,2.1302585834128917e-25,4.486645890731658e-06,3.188939373926149e-20,1.8067911184903316e-12,2.221897878123606e-10,7.176820313889387e-28,0.0
South West Norfolk,Norfolk,Eastern,9,6,1,False,0.00017729066541521314,0.3353463782416478,7.541696157336211e-07,1.8041194976934312e-08,0.31054575330233275,99.35379145136143,7.716951053918059e-19,1.157658120479098e-11,1.7031510541594642e-09,0.00013835250362711693,2.415422094736093e-19,0.0
South West Wiltshire,Wiltshire,South West,1,6,1,False,2.1378930346380323e-09,1.0646454689193942e-06,0.00036737885725513425,7.442273146695482,3.2231265409307914e-08,92.54383640031948,2.2472693561699817e-08,3.600207220539194e-05,4.303312774918037e-09,0.013450542267568822,3.540399734750084e-05,0.0
Southampton Itchen,Hampshire,South East,3,4,7,False,3.982600148234995e-05,4.662167372598303e-05,22.18369548704689,47.4038829899288,5.643284081030662e-05,1.355939752172819e-08,4.8782036785763704e-08,0.005556476117022988,0.0004736084923817903,30.406248495557612,6.407819107965938e-22,0.0
Southampton Test,Hampshire,South East,3,3,7,False,0.0005303802722728821,0.0014629564833354416,99.32462324585678,6.631614564727626e-05,7.573348352003521e-05,2.829443702868597e-20,3.652460062383844e-07,0.06936507949741505,0.015369826339851822,0.5885060966751384,6.872253019605625e-29,0.0
Southend East and Rochford,Essex,Eastern,9,4,1,False,1.486096069615545e-07,1.5975080690261927e-06,8.86085346432622e-05,99.97960966400345,4.820319451275455e-07,1.989923967349156e-07,2.728235449169531e-10,1.1162944598891576e-08,4.428306949863733e-06,0.020294860577229814,8.957362028153357e-17,0.0
Southend West and Leigh,Essex,Eastern,9,4,1,False,6.272617726899029e-07,0.00015746285005058903,0.0006630159743853004,99.85197112000388,8.102765163672951e-06,4.361449788020163e-05,1.6181174986324958e-08,2.6306785005171632e-08,6.923283850421397e-05,0.14708678131846284,1.9104180709668995e-12,0.0
Southgate and Wood Green,London (Enfield; Haringey),London,2,9,2,False,0.00036001877594395274,6.248029686111932e-07,9.603885595189708e-07,6.041776560203997e-23,0.003082154382075047,2.1425526599769072e-38,3.067555135397502e-14,2.2616789739654594e-16,99.99649793590169,5.83057486356807e-05,2.9790928658503027e-36,0.0
Southport,Lancashire; Merseyside,North West,1,6,1,False,1.1485303471242122e-08,1.4827207257062268e-05,0.004100171470630711,0.009503396772317069,7.975809779916907e-07,99.92056042326715,2.1709486293810143e-09,0.010049867368717148,9.274562381827337e-07,0.055769181180609445,3.940399100944527e-07,0.0
Spelthorne,Surrey,South East,6,10,3,False,7.312392169694518e-05,1.7649094784781227e-05,9.496877182447023e-06,0.00029533801098720303,8.658036629620072e-06,1.6553639733471313e-07,9.870454044638282e-05,1.3710773341696434e-11,5.313824049473529e-05,99.99944358149168,1.4423590328696948e-07,0.0
Spen Valley,West Yorkshire,Yorkshire and the Humber,9,10,1,False,2.1417197193138645e-06,0.2574754160030369,0.9953737299393463,4.810868269161402,0.01365865623707889,0.04441079172738529,1.076848122399893e-05,0.21058821396215197,0.0002198019326059688,93.6673922106517,1.8448063207630836e-10,0.0
St Albans,Hertfordshire,Eastern,7,7,5,False,2.4270979196064185e-12,1.0441524592898075e-09,8.804287451778275e-09,7.46268631558868e-23,2.8551293364756493e-06,1.7363051153700948e-25,99.99999704246645,1.4170110827812313e-20,7.860931166399563e-08,1.274143311639398e-08,1.2025088879442341e-09,0.0
St Austell and Newquay,Cornwall,South West,1,6,1,False,5.000701650763044e-09,7.993246608486905e-07,0.0011049034394350647,1.9652327854524132,1.0628751294707154e-07,98.03160301461455,1.1374191446590201e-11,2.7803816201598348e-05,5.728691590047062e-10,0.0020305793047965376,2.175553903823455e-09,0.0
St Helens North,Merseyside,North West,8,8,9,False,4.742383788535268e-11,3.410073038539818e-07,1.2942931201257821e-05,1.1483891938619264e-15,1.7913171731312007e-07,1.2511228765283994e-15,9.902588334808308e-14,99.99998581041461,3.179365607817038e-09,7.232881111209125e-07,1.523479432520218e-32,0.0
St Helens South and Whiston,Merseyside,North West,8,8,9,False,1.4689421148230666e-10,5.3285393480638774e-05,0.0001620634245994337,3.779464411194413e-18,9.261081911549185e-06,1.0290725411637864e-16,1.3836309645959052e-14,99.99977528403956,1.05797524927054e-07,1.1590974443992997e-10,1.4596327647066057e-30,0.0
St Ives,Cornwall,South West,7,11,5,False,8.047744979681689e-16,6.982541667019822e-11,5.621619965507447e-08,4.536812846699127e-29,6.351218427003048e-08,1.2198181201065048e-12,1.1027496983364112e-07,4.969810366348092e-19,7.164034284311785e-16,1.7160600818345514e-13,99.99999976992538,0.0
St Neots and Mid Cambridgeshire,Cambridgeshire,Eastern,7,11,5,False,4.3460312136267637e-10,4.5399535398443486e-06,0.0006344176163387775,1.5157061334386101e-09,1.6455955803773748e-06,3.519590931292544e-08,8.618733675719572,3.6045466735835814e-12,2.15672564062914e-07,0.008675447000138206,91.37195002129236,0.0
Stafford,Staffordshire,West Midlands,1,6,1,False,1.548735062094032e-07,6.894311971786379e-06,0.00025139767963642694,0.978409460349582,2.890327577930245e-07,98.85317653431449,5.00225282885614e-13,0.00018038235128384694,1.2276030255470098e-06,0.16797365947437226,8.908069611103932e-12,0.0
Staffordshire Moorlands,Staffordshire,West Midlands,1,6,1,False,8.21544387354013e-10,2.314737481683265e-06,3.6930962856473723e-06,0.0018075160641558648,1.8158961365779308e-07,99.87628741322209,4.786030496616047e-15,2.2673866299085403e-07,2.120600203282847e-10,0.12189865347152508,4.658892419314528e-11,0.0
Stalybridge and Hyde,Greater Manchester,North West,8,8,8,False,4.2524864348739565e-07,0.009844677822984387,0.00706488136744771,0.14967264885478984,1.0234811840685778e-05,5.403672092637135e-08,9.829489557137233e-09,99.65622759792289,0.00011654955746582824,0.1770629205476751,3.7327265095603465e-20,0.0
Stevenage,Hertfordshire,Eastern,9,4,1,False,1.1852917271208341e-07,7.725617433418458e-07,6.837720325895556e-05,97.97444283974231,4.2715952540990747e-08,3.245122526675261e-05,1.570586542435665e-08,2.0124582724128682e-07,0.00010944488682931772,2.0253457361811793,2.525571481709276e-12,0.0
Stockport,Greater Manchester,North West,3,10,8,False,3.182795321209043e-06,0.06088281882700731,10.5518479420575,0.0012681842366086397,0.0001177884932585695,3.911769827668483e-13,4.54769212729385e-05,25.507890128556543,0.08777582455512306,63.79016865355695,2.3939372317045386e-23,0.0
Stockton North,County Durham,North East,8,8,9,False,5.001199109205475e-09,1.6701263813254677e-05,0.0013068507646647328,5.741774786112842e-06,1.5101483624867643e-07,6.12914019486119e-13,7.9353154090173e-09,99.99656951629427,7.869222457258278e-07,0.002100239028185195,2.3107174159998803e-25,0.0
Stockton West,North Yorkshire; County Durham,North East,1,6,1,False,6.299641961305966e-09,1.6614595882483802e-05,0.18492070248343437,1.1748760872172457e-05,7.7659519102466e-06,94.07108844473552,2.2442637596197178e-08,0.0003200981735540078,2.0413455668788292e-07,5.743623581385548,1.0811036467357881e-05,0.0
