Seat,County,Region,Superwealthy,LGBT,White,WhiteBritish,WhiteOther,Asian,Indian,Pakistani,Bangladeshi,Chinese,Black,Arab,Mixed,OtherEthnicity,Christian,NoReligion,Muslim,Hindu,Jewish,Sikh,Buddhist,Veterans,Age0to17,Age18to24,Age65plus,NoQualifications,Degrees,PublicSector,ManagerialProfessional,Intermediate,Routine,SocialRent,PrivateRent,OwnerOccupation,y2019_Turnout,y2024_Turnout,y2019_CON_share,y2024_CON_share,swing_CON,y2019_GRN_share,y2024_GRN_share,swing_GRN,y2019_LAB_share,y2024_LAB_share,swing_LAB,y2019_LD_share,y2024_LD_share,swing_LD,y2019_OTHER_share,y2024_OTHER_share,swing_OTHER,y2019_REF_share,y2024_REF_share,swing_REF,y2019_SNP_share,y2024_SNP_share,swing_SNP
"Berwickshire, Roxburgh and Selkirk",Scottish Borders,Scotland,0.0,2.6557325,98.067222,93.8920866,4.175135399999997,0.729868599999999,0.1552859,0.1532155,0.0228,0.1801317,0.2174507,0.0849,0.6884343,0.2971241,37.1103173,54.7186416,0.327173,0.0984,0.054900000000000004,0.0373,0.28265260000000003,8.754128796873987,17.0844497780904,7.640959736484203,33.397382310005305,18.13670972709385,29.730027009520548,28.000000000000004,31.434800000000003,23.4111,34.7476,21.9274195,14.2462382,61.006886699999995,71.20024650670524,60.9007312064252,48.445790840326644,40.5343872159457,-7.911403624380945,0.0,3.277632200695906,3.277632200695906,4.7284837993452,13.555135529876713,8.826651730531513,8.066458435253828,7.917006744275956,-0.14945169097787225,0.0,1.1813222217449202,1.1813222217449202,0.0,7.173847673869152,7.173847673869152,38.75926692507433,26.360668413591647,-12.398598511482682
"Caithness, Sutherland and Easter Ross",Highland,Scotland,0.0,2.3140106,98.0815123,94.1705485,3.9109638,0.7639006,0.1594398,0.11254570000000001,0.08549999999999999,0.1292192,0.16774999999999998,0.11462989999999999,0.6929898999999999,0.2938694,37.2384763,54.8064099,0.3615487,0.0844,0.0531,0.0146,0.2333917,8.688873762104478,17.8722828068201,6.993024730500936,32.275206087507804,17.56538786043972,28.632934636954687,25.0,31.299300000000002,22.98,36.4621,20.033378,8.948374000000001,68.4929401,70.10078983059861,61.63730791883065,17.33497723823976,4.039263377345378,-13.29571386089438,0.637329286798179,3.5636726893676163,2.9263434025694375,5.30918057663126,7.403144544822794,2.0939639681915345,33.59256449165402,49.37456567060459,15.782001178950573,1.3808801213960546,1.7264593467685891,0.3455792253725345,2.864188163884674,7.29673384294649,4.432545679061816,38.88088012139605,26.596160528144548,-12.284719593251506
Central Ayrshire,North Ayrshire; South Ayrshire,Scotland,0.0,2.2942909,97.7609234,95.8036773,1.957246099999999,1.1702212,0.45396480000000006,0.1368738,0.0182,0.3079661,0.18144000000000002,0.1551236,0.5429327,0.3444657,41.5406201,50.9376497,0.4174937,0.1471494,0.0433,0.2771884,0.159697,7.476226378383637,17.899257115956498,7.868091295591848,30.64024390243893,18.91051856698839,26.75582092807678,22.0,31.645400000000002,20.6344,34.8023,22.0054965,9.9642484,66.5880293,66.70011180231057,59.700481420623255,34.774573430180084,14.841014993119101,-19.93355843706098,0.0,2.508510586928704,2.508510586928704,14.14664546353204,43.678022163741275,29.531376700209236,4.9060901706279285,2.373306936430141,-2.5327832341977876,0.0,1.248219416209952,1.248219416209952,0.0,8.25708008401941,8.25708008401941,46.17269093565995,27.093845819551415,-19.078845116108536
Coatbridge and Bellshill,North Lanarkshire,Scotland,0.0,2.8342764,96.3709992,92.9999895,3.371009699999994,2.2030809999999903,0.5465632,1.1689501999999998,0.0242,0.2853923,0.4191167,0.1390103,0.67083,0.3359415,57.78105420000001,34.333105200000006,1.3543257,0.0937,0.0126,0.1821916,0.12321630000000001,4.690902205812743,19.4772920247685,10.111362584229191,22.32909829741256,22.80645860148594,21.29758248480292,15.0,27.078200000000002,19.633200000000002,38.1794,29.378491,8.278898,61.123733800000004,63.30046203710089,53.30003027550711,11.861600139445704,3.568201182515298,-8.293398956930407,1.5273662192783686,3.1731687795306085,1.64580256025224,36.268955900296326,49.80764762076889,13.538691720472563,2.995903782464703,1.7324623686452711,-1.2634414138194319,0.0,1.5749657896775193,1.5749657896775193,0.0,6.715550850739717,6.715550850739717,47.3461739585149,33.42800340812269,-13.918170550392212
Cowdenbeath and Kirkcaldy,Fife,Scotland,0.0,3.4327960999999996,96.02633270000001,90.2017352,5.8245975000000065,2.1563472,0.46222199999999997,0.9423433,0.031599999999999996,0.3327156,0.433809,0.22216139999999998,0.8317891000000001,0.5517183,30.2069953,61.2952473,1.335046,0.2158395,0.04,0.2095222,0.20425780000000002,8.7400604770971,18.9786744720886,8.389136184762263,27.95174504870644,17.615430462736352,28.092623356201727,31.0,32.007400000000004,19.6176,35.336,22.687871,10.9217157,64.93896289999999,67.00014210601108,56.80050100897641,22.2321201323492,7.847797324447494,-14.384322807901704,3.510223127174005,3.812417307786544,0.3021941806125392,29.485874268261643,45.72450629685892,16.238632028597277,6.464749300076356,3.9030724751310824,-2.5616768249452737,0.0,3.0822756897143138,3.0822756897143138,1.99160091626368,7.664036850100456,5.672435933836776,36.315432255875116,27.965894055961186,-8.34953819991393
Cumbernauld and Kirkintilloch,East Dunbartonshire; North Lanarkshire,Scotland,0.0,2.8858102,96.1876894,93.6175309,2.570158499999997,2.1902735,0.499668,1.0330826,0.0294,0.4670099,0.5584147,0.1317208,0.6923503999999999,0.3712131,46.5789216,44.9405054,1.1996908,0.1556768,0.0283,0.2961124,0.1404357,5.859452000788488,19.5415460160524,9.537754180464688,25.279837981334964,17.14610544127756,26.40923272169637,21.0,32.3176,21.6226,32.4696,21.13731,8.9338951,68.8693424,68.30056100187001,58.200411902563744,15.023230730938355,4.732038266302226,-10.29119246463613,0.23852982659918692,4.134127294025771,3.895597467426584,27.128100887745788,45.180105427567355,18.052004539821567,5.581597942420974,3.1579461147989067,-2.423651827622067,0.0,0.0,0.0,0.0,7.7289144865287,7.7289144865287,52.02854061229569,35.06686841077704,-16.961672201518653
Dumfries and Galloway,Dumfries and Galloway,Scotland,0.0,2.6450596,97.79687249999999,94.938732,2.858140499999995,0.8858240999999999,0.1838562,0.2172846,0.0334,0.2580254,0.2873347,0.15251710000000002,0.6612553999999999,0.368757,40.016923999999996,52.415327700000006,0.5056309,0.0878,0.0334,0.0616,0.2674411,8.197914659472884,17.1058239005477,7.285266457680241,33.57868338557986,21.04764132937656,26.83134058194087,30.0,28.584799999999998,23.5288,36.5024,18.9396373,13.597139199999999,64.7352305,68.30067910389509,58.300219063630344,43.80761904761904,29.551064991807756,-14.256554055811286,0.0,2.728563626433643,2.728563626433643,9.377142857142857,25.706171490988535,16.329028633845677,5.9714285714285715,4.570180229382851,-1.4012483420457205,0.0,0.5024576734025124,0.5024576734025124,0.0,9.42217367558711,9.42217367558711,40.84380952380952,27.519388312397595,-13.324421211411924
"Dumfriesshire, Clydesdale and Tweeddale",Dumfries and Galloway; Scottish Borders; South Lanarkshire,Scotland,0.0,2.3115673,98.3917198,95.3655225,3.0261973,0.5224505,0.1152061,0.10950280000000001,0.016,0.12205,0.21776539999999997,0.0536,0.6707046,0.1973224,39.3655972,53.006056599999994,0.2361046,0.0399,0.0719,0.0228,0.3262122,8.327438593067786,17.5057794581544,7.252999075083859,32.71718273305813,19.65494826932452,29.558257949190192,22.0,31.567099999999996,22.9509,34.97,18.8019804,12.1021438,66.63008219999999,72.00090538705297,61.500549932476645,46.46534108770827,33.954362294562415,-12.510978793145853,0.0,3.277946303255309,3.277946303255309,8.29731216598554,22.954679223072397,14.657367057086857,7.295268783401446,6.338570199664961,-0.9566985837364852,0.0,0.47086521483225424,0.47086521483225424,0.0,8.652148322542672,8.652148322542672,37.94207796290475,24.35142844207,-13.590649520834749
Dundee Central,Dundee City,Scotland,0.0,7.990073300000001,87.5464684,80.119765,7.426703400000001,7.3426903,1.7143019,2.8439466,0.5789901,1.1268111,1.9909949999999998,1.0011901,1.5083967999999999,1.6113492999999999,32.395856,53.850803199999994,5.1271639,0.9661242999999999,0.0689,0.12088360000000001,0.6044179000000001,6.821020080480504,17.462099414156402,17.237201540729842,20.34609274096751,16.8775342890696,31.62681970264342,35.0,25.8118,16.0561,30.7262,27.6920942,25.0297359,45.8349854,62.00045186927687,52.300111740868886,11.06299972133502,4.038817957166392,-7.0241817641686275,0.0,0.0,0.0,23.849435167520525,38.27481466227348,14.425379494752953,5.5432895329146215,6.183072487644151,0.6397829547295295,0.5144584253285032,5.408257825370676,4.893799400042172,2.552999935692697,6.082681219110379,3.529681283417682,56.476817217208634,40.01235584843493,-16.464461368773705
Dunfermline and Dollar,Clackmannanshire; Fife,Scotland,0.0,3.4115437999999996,95.6960676,90.8333682,4.862699400000003,2.3230797,0.4782136,0.963752,0.067,0.34845760000000003,0.6728334,0.1475451,0.8727136,0.4353104,30.853268,61.136225700000004,1.2295682000000001,0.3871832,0.0429,0.091,0.18835939999999998,9.934876311844079,19.821180950804,8.406040268456367,24.84770263293742,14.271116731169611,31.58089691024511,18.0,36.1601,20.3093,32.1256,18.3147094,10.532480600000001,69.8315647,68.70001413028119,61.20073654702358,21.450461753635413,7.4028335990300205,-14.047628154605391,2.2316378370595857,4.6657835058490695,2.434145668789484,23.577202328307862,45.66091115252487,22.083708824217005,8.443201217630968,7.142376001975885,-1.3008252156550828,0.0,1.4886498866111324,1.4886498866111324,0.0020568090664143646,6.482250712890406,6.4801939038239915,44.29544005429976,27.157195141118624,-17.138244913181136
East Kilbride and Strathaven,South Lanarkshire,Scotland,0.0,2.6527895999999997,96.19314,93.81935750000001,2.373782499999988,2.1297861,0.6184814000000001,0.8541926999999999,0.020900000000000002,0.3493951,0.5401757,0.0897,0.7676261999999999,0.3692161,43.033116,48.7238592,1.0555411000000001,0.2357236,0.10847459999999999,0.251369,0.1408083,5.381773974844532,19.2674827774198,8.922366692450302,25.239726447873988,14.865594435446411,29.56796866171984,27.0,36.0064,21.7447,30.2384,15.5207481,10.0105202,73.3629457,68.80008519474987,61.10042776971076,21.36444547635632,7.594150769691909,-13.77029470666441,2.078012537729278,3.8773631361466157,1.7993505984173375,21.557928952867424,48.562314000042825,27.0043850471754,6.880272424734928,2.2994411972509474,-4.58083122748398,1.0815726336970821,1.2653349604984263,0.1837623268013442,0.0,7.230179630462244,7.230179630462244,47.03776797461497,29.171216305907038,-17.866551668707935
East Renfrewshire,East Renfrewshire,Scotland,0.0,1.9029912999999998,87.47259790000001,83.9296781,3.5429198000000004,9.4585382,2.442879,5.247283400000001,0.10122709999999999,1.2322853,0.5236377999999999,0.35739370000000004,1.2374499,1.3076891,45.5589642,38.022786200000006,5.4641422,1.2942477000000001,1.5607408,0.638344,0.2602956,4.804691432598409,22.7576880697185,9.05837040111008,28.487505025223296,11.62451424661425,44.583446299237,25.0,46.2061,19.8378,20.5402,10.759860100000001,5.7411088999999995,82.5098789,75.90012888364824,67.4344441317951,35.1373809996929,16.877620362827113,-18.25976063686579,0.0,3.0003775309476026,3.0003775309476026,12.38325776324584,43.58495439823554,31.2016966349897,7.540148490705782,2.285055735489896,-5.255092755215886,0.0,2.710274802789755,2.710274802789755,0.0,4.6893317702227435,4.6893317702227435,44.93921274635547,26.852385399487353,-18.08682734686812
