PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,Seat,GMM_label,KMeans_label
-3.3215312237895316,-0.8477378808820117,2.488548794033523,-1.2601500844279152,1.320790164805784,0.2649650510094038,2.8451523204650258,1.761257511347707,0.06705305255907601,-1.6796838968163417,-0.011113668745399947,Aberdeen North,5,8
-5.9144986812591265,2.6711583090963082,2.8052382148750183,-3.5731152092978493,0.18721797034006596,0.9904823741155413,0.362542501188049,1.2213335410852033,-1.7261357000444106,-1.609488449075254,0.1266825694965465,Aberdeen South,5,8
5.529332182945464,-1.093777867303773,4.975901868597393,-2.044961282547171,-2.3083018293506963,0.9638081156718094,-0.3486158980884654,1.4493013234164787,0.7171629384837143,-1.4026243693450418,-0.9179491961094683,Aberdeenshire North and Moray East,1,3
2.717467484215377,-4.158358710762139,-1.1942180131563973,0.25804871541236013,0.03745046154552512,0.6677307331163519,-1.0608639698516023,1.4508898795911482,-1.9103413415425057,0.41521300580330134,-1.1278489527054583,Airdrie and Shotts,7,1
2.89572947219556,-2.6136825493986033,-0.7098257890571162,-0.5696746895243917,2.2196886413285086,-1.706773671649997,1.6233484145763266,-0.19559277186391202,1.554148855790055,-1.3834199103867415,-0.03006956339455385,Alloa and Grangemouth,7,5
3.79218269753983,1.5632335208659573,2.3479960085364913,-1.4876362532728693,-0.5126581573463099,2.133733257623105,0.7444169226494235,-1.286883847946871,-1.1508693761232252,2.023381812420805,0.38458499158057885,Angus and Perthshire Glens,3,3
3.2916354379888264,-0.30623325152589986,0.7343003671123164,-1.7322051616226926,0.2726234292594307,-0.3231224256081669,1.4227510113879906,-0.19446304159893638,-0.3766220502717965,-0.06842556566894611,0.6820323800539758,Arbroath and Broughty Ferry,3,5
3.646330385257202,2.0668781414603936,1.0083586661508803,-0.37979791867374973,0.13854128632331325,2.325195443703927,-0.0562796981989051,-0.8544212416074859,-0.4323105555642714,1.005777132113272,0.5209380973261961,"Argyll, Bute and South Lochaber",3,3
3.8062164508474914,-1.211852154688548,0.37750308188055887,-1.063450415556725,0.2277704018343952,0.23419319828543678,-0.6888675325758989,-0.5953757669082491,1.6481225220130813,-1.3014008601982607,0.14553717838783042,"Ayr, Carrick and Cumnock",3,5
2.185895459195832,-0.7625596006483734,-0.6856520029754736,-0.05403791665005858,0.5200948673853674,-3.047133318733231,0.7216058799465022,1.0325692708102736,-0.08253476866295016,0.3403185668157571,-0.09453576772096434,Bathgate and Linlithgow,7,5
3.5488566056401982,1.9543492403420537,2.3556994019759827,-0.8245573599505092,-0.6291516518272827,2.1569337144470326,-1.7573726661040427,-1.0841640213216528,1.6761849875723833,0.453193090596207,0.7207633469769462,"Berwickshire, Roxburgh and Selkirk",3,3
3.553108325295369,3.455241081649441,1.7842064835419538,5.599924112186058,0.5575608294357247,-0.13822019818841547,0.9422432869726137,0.011878657042734714,-0.1037062001175664,0.023850101056254132,0.41907143844604317,"Caithness, Sutherland and Easter Ross",4,7
3.6338495472315633,-1.0558605655729176,-0.9774889564620954,-1.5659689229324936,0.34367910339147956,-0.6406097203120287,-0.0004207410802243801,-1.1587920462908217,0.9044628233718806,-1.3340173301967022,-0.7594826294921289,Central Ayrshire,7,5
1.5780109865684648,-4.265830763884181,-0.9287335709180232,1.1367487023800107,-0.44972053868092987,0.43680721733966005,-1.7822492139690083,0.21018582039820824,-2.670730186763648,0.8896140301499337,-1.2041189361787714,Coatbridge and Bellshill,7,1
1.451797270130589,-0.2879525812244318,0.48665557411617144,0.4633495105957451,0.821451403121259,-1.106213273458188,-0.2092181334268635,2.6772282417983386,1.6647849581797372,2.5917809940459757,-1.0870076428235231,Cowdenbeath and Kirkcaldy,7,5
1.9185509670303798,-1.8230493888380568,-1.018719738043091,0.011131799890349806,-0.9124976615258655,-0.7718609087055693,-0.4768402505656092,-1.0875267076703763,-1.5805019929918516,0.22322457321579514,-0.3762270790799141,Cumbernauld and Kirkintilloch,7,1
4.163125432145231,0.09894240440521831,1.7859099508017737,-1.2479167537101925,-0.5428469506316159,1.0434554141802432,-1.3152668923046928,-0.7045566623702115,1.7820533099849345,-0.6271183290315043,0.2805933143678889,Dumfries and Galloway,3,3
4.162457583296588,1.570166623184622,1.3860857953504349,-1.335150721769723,-0.7897820332375243,1.1044139350702726,-1.8379356930541,-0.8565109041524169,1.6577384992798323,-0.29529185799028074,0.016744461675237875,"Dumfriesshire, Clydesdale and Tweeddale",3,3
-5.2382306308280455,-2.6960058575223376,2.511373431898823,0.8321151311320999,2.909998172086653,1.7889754512014442,3.7221458507012763,0.7321917070553741,-0.9081442645197373,1.4249228212202065,2.276889448420949,Dundee Central,5,8
1.4491187586361411,0.8548268038704787,-0.7839956955514659,-0.8043306561297241,0.6240636911925131,-1.9396361564135065,0.08384555608539641,0.4133251766804935,0.3236593493156959,0.8897339801733464,-1.5663880341907819,Dunfermline and Dollar,7,5
2.134555274152869,-0.34836417610044385,-2.5331586850965024,-0.6090747372669231,0.06896035043876686,-2.1866392811625657,-0.08156534292309252,-0.3464334426075409,-0.5354538530555369,0.012681342435155611,0.7298166687422394,East Kilbride and Strathaven,7,5
-1.5263049635235073,2.822947147419355,-7.514546403942883,-2.541511572690306,-4.0158113192278835,1.2433293135090566,3.3348399935823307,-0.482706225019795,1.918515880358339,-1.0182248142000394,0.9359574255885259,East Renfrewshire,6,6
-9.556375020145568,1.398601280387269,1.197941662489089,-1.2952125861414066,1.9943122940957694,-1.0776991425951776,-0.9427463302530216,-1.003520445071724,0.4312747985456824,0.9521876623909483,0.5884151008107659,Edinburgh East and Musselburgh,5,4
-9.857029114000104,4.421008577025602,-0.28520055629416274,-2.00082335542907,2.1408561142428746,-1.7379633656073983,-0.2998817686368801,-0.8079235413810385,-0.0017043407326571935,1.4829607146829717,-0.262105682790034,Edinburgh North and Leith,5,4
-8.312674445761957,4.991425841390232,-2.1109856709807424,-0.7788226797291631,0.8020601693241433,-0.2814826837274471,-3.7989049893498903,3.201413182504117,1.3993981930235213,1.5858545146021203,0.6296050466570093,Edinburgh South,5,4
-8.510655848934661,2.9474973463333924,3.705987882455533e-07,-2.395724093228474,1.6840944273957947,-1.1797320823561341,1.466842462406819,-0.5073380887039779,-0.7046075439416097,-1.183581027159408,-0.34742047533797304,Edinburgh South West,5,4
-3.0581394553435857,7.604500214959391,-1.7308098737500073,2.624745490528229,-0.3588645989450296,0.5830079510323903,0.9374925115411158,2.55904580751677,-0.5132583118246484,-2.3567490626398904,-0.2842086504527453,Edinburgh West,4,7
2.191802666587249,-2.0330665565398953,-0.8753111371448877,-1.1488805453068136,1.6117227957203015,-1.5510678688260973,1.3212416138012295,-0.4823742876938047,0.8169718993308361,-0.2826832601938296,-1.5241975587759258,Falkirk,7,5
-7.354109833463489,-4.8334406821202505,0.7576314183858449,0.8617877937129017,-2.5448512968696844,1.1974046002578742,-0.16899337897194053,-0.046969055780811814,-0.6646786787969056,-0.4242406865017267,-1.3579994708408858,Glasgow East,8,2
-14.373464300195144,-2.3518111601497966,2.3128230533241663,0.20700246678371712,0.4769273710202787,0.5025406562912457,-1.5662658064397692,-0.7618979363363507,-0.20857384979733798,-1.008874354083045,-0.3599747842615792,Glasgow North,5,2
-6.02926363304024,-6.9866034306651255,1.8831221929736648,2.104978166926701,-0.3275353151488054,1.8660870918596886,-1.6238449741693202,0.39462942523736144,0.27448097311142744,-1.9893398793609112,0.7002431908099532,Glasgow North East,8,2
-6.101643685794974,-0.8360401888185093,-1.9621692399041422,1.3653082346372565,-1.4705000935036028,-0.06577377285351618,-0.0731102086919736,-2.0280413514506654,1.2729183149544754,2.4505605930076304,-1.3747460506533198,Glasgow South,2,2
-7.760769051199601,-5.0299171427960365,-0.7675441432358613,2.8498868098400694,-5.352191895588943,1.8017432931661093,2.247122044739459,0.36452588021573545,2.198555924190642,1.7298678295826309,-0.4470810111115876,Glasgow South West,8,2
-7.589521250084459,-1.4363512540152914,-0.16886668233210103,-0.12163552886798829,0.017730195508141963,-0.21974892891539316,-1.0155181342079977,-1.461369360053624,0.8837649499976842,-1.1343006727969231,1.0294173720695312,Glasgow West,5,2
2.803228221941451,-3.4401574534288373,3.336329694064165,1.346558382540204,0.4189105245589142,-1.6104139626035057,1.8065518469724895,1.5959414390570148,0.4173947755219684,1.1946201108416894,0.22265632563222956,Glenrothes and Mid Fife,7,1
4.08946877476648,3.580185623543883,2.288488142644894,-1.585197316081314,-2.130070744037963,0.8514454916582223,-0.24511575846308709,1.7536560106708496,-0.4205208316202905,-0.7696131627981282,-0.22869209353341868,Gordon and Buchan,3,3
2.5701763106856115,-2.1144663556925845,-0.9787561183988089,-0.4338409474456618,-0.3797173269083782,-0.26157345491572953,-0.7901264747748283,0.6099909080198306,-0.7274335403242146,-0.7713868623490862,-0.1640319369889915,Hamilton and Clyde Valley,7,1
