Seat,County,Region,Superwealthy,Rural,LGBT,White,WhiteBritish,WhiteOther,Asian,Indian,Pakistani,Bangladeshi,Chinese,Black,Arab,Mixed,OtherEthnicity,Christian,NoReligion,Muslim,Hindu,Jewish,Sikh,Buddhist,Veterans,Age0to17,Age18to24,Age65plus,NoQualifications,Degrees,PublicSector,ManagerialProfessional,Intermediate,Routine,SocialRent,PrivateRent,OwnerOccupation,y2019_Turnout,y2024_Turnout,y2019_CON_share,y2024_CON_share,swing_CON,y2019_GRN_share,y2024_GRN_share,swing_GRN,y2019_LAB_share,y2024_LAB_share,swing_LAB,y2019_LD_share,y2024_LD_share,swing_LD,y2019_OTHER_share,y2024_OTHER_share,swing_OTHER,y2019_REF_share,y2024_REF_share,swing_REF
Ealing North,London (Ealing),London,1.0,0.0,2.0892453,43.2052165,23.053079,20.152137500000002,26.813460299999903,10.5954459,4.4155519,0.6864809000000001,0.9518367,13.2615281,5.2225779,5.4832373,11.236526699999901,42.8582611,15.1671937,20.3465982,9.8171514,0.1862926,2.9728545,1.2915245,2.91137560284943,22.7228783056192,11.974440156669521,17.00364728186074,19.27149764185922,39.03637568099348,11.0,28.8603,19.1229,25.551000000000002,19.7805358,28.320169899999996,49.8949139,66.8,57.84086804115436,31.898531703715854,18.837897853441895,-13.060633850273959,2.9427446476909194,9.381939304219097,6.439194656528178,56.318185546714794,47.79561435973353,-8.522571186981267,8.840538101878435,5.882216876387861,-2.9583212254905744,0.0,8.970207253886011,8.970207253886011,0.0,9.132124352331607,9.132124352331607
Ealing Southall,London (Ealing),London,1.0,0.0,3.1570591,30.6774369,18.687653100000002,11.989783800000001,46.8832562,28.5262517,6.9692409,1.8269739,0.6789105,9.3406242,1.792548,3.9429651000000003,9.1556851,30.2533186,14.693919999999999,19.3167443,10.2048006,0.1833437,18.7122704,0.6324959,1.84176770977032,21.7191080057167,13.17800253088742,16.055679523961288,21.895441254785318,38.51069602001547,24.0,28.6795,15.2975,27.849600000000002,16.4770802,32.9638414,48.419574999999995,67.9004620075359,59.50026689713022,23.928389348601904,15.394309637730691,-8.534079710871213,3.7805404133495433,9.30451127819549,5.523970864845946,59.74548021491039,49.1285030758715,-10.616977139038887,9.794501745166476,6.049213943950786,-3.7452878012156905,0.8961135730812972,14.601845522898154,13.705731949816856,1.854974704890388,5.521616541353383,3.666641836462995
Earley and Woodley,Berkshire,South East,2.0,5.4,2.7593924,69.5382414,61.640622,7.8976194,19.593060700000002,9.0137727,5.3426161,0.42661469999999996,2.0602369,4.5357372,0.7993114000000001,3.97480039999999,2.358205,39.841459,35.3273928,8.564617700000001,6.362449600000001,0.16175720000000002,1.9968973,0.937435,5.564837424495559,23.5717240015105,12.472647702407,19.13719677184052,13.57673444121708,40.53259368601495,7.000000000000001,40.1926,16.7775,22.1837,12.3711605,15.967099300000001,69.59002699999999,72.9007688028641,62.400108725197065,48.761494815104676,37.811996340985324,-10.949498474119352,2.218743885736646,7.444352485080803,5.225608599344158,26.666014478575622,39.65892756022129,12.992913081645664,21.809821952651145,13.377183429890666,-8.43263852276048,0.0,1.707540183821928,1.707540183821928,0.5439248679319115,0.0,-0.5439248679319115
Easington,County Durham,North East,0.0,38.9,2.3169917,98.08206539999999,96.8146646,1.267400799999996,0.8703590000000001,0.2715262,0.1352265,0.059000000000000004,0.1835217,0.18238879999999902,0.053700000000000005,0.645009,0.2200501,55.5742772,38.600313400000005,0.3359162,0.0837,0.0333,0.20176439999999998,0.1684947,9.482351830879571,20.0056137140956,9.73761842259158,26.1419901493196,26.174259293217723,21.22049616220889,20.0,21.6299,15.401699999999998,39.9513,22.9727498,17.0555621,59.601274000000004,56.90051548599906,49.41264539905563,27.057819714916683,10.934040321640834,-16.123779393275846,0.2609917687211403,3.41743386551684,3.1564420967956996,46.76269825336278,48.86959561822631,2.106897364863535,4.1407347922104,2.362778230975411,-1.7779565612349888,3.633808472194339,4.606106514392263,0.9722980421979237,18.14394699859466,29.81004544924834,11.666098450653678
East Grinstead and Uckfield,East Sussex; West Sussex,South East,1.0,45.1,2.2753957,94.128072,88.1861351,5.9419369,2.2843276,0.8848632000000001,0.18722280000000002,0.2133713,0.2991381,0.7007357,0.091,2.3000167,0.5867744,48.7333961,41.5406338,0.9141303,0.5062232,0.24056059999999999,0.0952,0.3357389,7.50182633448371,20.624108981466797,7.2540411095589645,29.255637597285926,12.428534966819809,36.31827462991322,12.0,41.8065,22.1498,21.757,9.665961300000001,14.5808142,74.5641878,79.10078505086246,66.90076335877862,58.46831262777166,38.33667374436926,-20.131638883402402,4.944872534116126,10.471692496973786,5.52681996285766,13.573063549474934,20.717163098049333,7.144099548574399,23.013751288637277,21.508939733693172,-1.504811554944105,0.0,8.965530926914452,8.965530926914452,0.0,0.0,0.0
East Ham,London (Newham),London,1.0,0.0,2.9644588,20.2785515,8.9350174,11.3435341,58.8461099,17.122906099999998,13.906971400000002,20.9966803,0.44034039999999997,12.7813179,0.7509444,3.2411188,4.8529019,26.877756899999998,7.138605200000001,47.1373842,9.7654044,0.0725,2.6107728,0.31823799999999997,1.60952278589853,25.594435323091304,16.57817225379988,11.18378926836955,24.0824321731843,33.678651844222976,27.0,19.164,16.034000000000002,27.359699999999997,21.5740542,38.8865004,38.2443035,66.60041442889163,47.800582810864,14.572353800241286,10.229072099651642,-4.343281700589644,1.5979850572523122,11.152749920827615,9.554764863575302,77.77848328994433,51.64678560118231,-26.131697688762024,3.5663640019472136,3.1932861817797953,-0.3730778201674183,0.5291341249179843,20.241739681199196,19.71260555628121,1.9556797256968697,3.5363665153594424,1.5806867896625727
East Hampshire,Hampshire,South East,1.0,34.9,2.2137091,96.0465477999999,91.6738207,4.372727099999906,1.5507277,0.4589579,0.0781,0.1573885,0.259746,0.4270627,0.0682,1.5353629,0.4402091,51.5860262,40.5641895,0.477679,0.26855680000000004,0.1783041,0.0638,0.3312935,10.9583670909233,19.0306693048864,6.971246430705882,31.903844876817722,12.61052268780572,40.067871203785934,10.0,43.3262,20.488899999999997,22.1841,12.158277100000001,13.7028906,72.7667137,77.4005972025774,70.8001865170762,59.0032302722658,36.93968786173313,-22.063542410532676,5.484079372404246,4.797828603360875,-0.6862507690433706,12.297185048454084,9.912984472917415,-2.384200575536669,21.716658975542224,34.39508242525845,12.678423449716227,1.4988463313336409,1.0298167884085738,-0.46902954292506704,0.0,12.924599848321558,12.924599848321558
East Surrey,Surrey,South East,1.0,33.3,2.0992029999999997,88.63913999999991,82.6077749,6.031365099999908,4.0266223,1.5479252000000001,0.5364796,0.2803408,0.5001765,2.473655,0.12605249999999998,3.9076287,0.9529572,50.7891048,39.0296784,1.546948,1.2050866,0.1744602,0.10588629999999999,0.3842159,6.476385831498891,22.08277990468,7.946754239731248,26.240583597598288,13.82097469611454,37.3072040023632,8.0,42.992200000000004,21.316,19.3353,12.0025016,13.173233300000001,73.52845529999999,70.40086436806762,67.10039963446404,60.34579893152016,35.57606309456053,-24.769735836959626,2.9800874210781934,6.0106512724611765,3.030563851382983,13.185041282175813,20.43255549231645,7.247514210140636,20.394366197183096,17.95471176518416,-2.4396544319989353,3.0947061680427392,2.992113179933328,-0.1025929881094112,0.0,17.033905195544353,17.033905195544353
East Thanet,Kent,South East,0.0,0.0,3.6147822000000005,92.20834839999999,85.8794754,6.328872999999991,2.5658107,0.7328169,0.23697580000000001,0.197004,0.3568913,1.2162856999999998,0.18272839999999999,2.6248169,1.3847384,45.0625274,45.416563599999996,1.6940442,0.6519215,0.15322529999999998,0.058100000000000006,0.4254145,8.30952999220981,21.02810776211,8.145896656534955,28.04696346623742,21.72615215330048,26.57356573448675,27.0,27.5519,19.704,32.901399999999995,13.2108543,28.3259759,57.961135600000006,64.90073399962081,57.00006672449456,53.45129788832318,23.606396179149204,-29.84490170917398,3.7371671813705034,10.74614286048744,7.008975679116936,37.62415491194391,39.92695432303982,2.3027994110959114,5.187380018362407,3.1957483670077025,-1.9916316513547043,0.0,2.411443822723761,2.411443822723761,0.0,20.113314447592067,20.113314447592067
East Wiltshire,Wiltshire,South West,1.0,63.1,2.2778509999999996,91.8592176,88.3226253,3.5365922999999975,2.83879639999999,0.6118415,0.0949,0.1186122,0.2569932,2.2417712,0.0771,1.9402985000000001,1.1198991999999999,51.8370252,39.0149156,0.6049284,1.0319367,0.087,0.0988,0.7344147,15.6355964132318,21.963846543985998,9.305063337707098,25.699289980011493,13.90839431345012,33.12637051272575,26.0,38.7917,19.9332,26.3133,15.9244468,22.6885691,60.0934368,68.9001406469761,63.60071157111668,65.93655589123867,35.70232873519378,-30.234227156044888,3.692741079448028,3.907359142245672,0.21461806279764417,15.877357720258022,25.709321297650074,9.831963577392052,14.493345309055277,17.38393405801708,2.890588748961802,0.0,0.5890704129849765,0.5890704129849765,0.0,16.707986353908417,16.707986353908417
East Worthing and Shoreham,West Sussex,South East,0.0,0.0,3.6066776000000003,92.6473541,87.6104152,5.036938899999999,2.9320244,0.6564683,0.1927246,0.582189,0.4486871,0.8582533,0.26198509999999997,2.5224846,1.0399101,43.0633488,47.4358331,1.4313964000000001,0.45371049999999996,0.32020719999999997,0.0673,0.47479000000000005,7.76808595678649,19.8465197146225,7.636880422858273,28.27615438316529,17.90820257561119,29.778517005637973,12.0,34.301500000000004,21.6604,27.7634,10.5144362,16.6721527,72.1668391,70.40084807526668,65.70013386880856,51.02205993073332,25.67545539753046,-25.34660453320286,3.7757867790995334,6.613961449121806,2.8381746700222727,36.954148471615724,45.0711112922287,8.116962820612976,7.768031922903178,6.479481641468683,-1.2885502814344942,0.4799728956482457,1.5526305065406087,1.0726576108923631,0.0,14.607359713109744,14.607359713109744
Eastbourne,East Sussex,South East,0.5,0.0,3.8758041,90.81625869999999,82.0859559,8.7303028,3.4854445999999997,0.8910307,0.1671912,0.45830059999999995,0.5409127,1.2863886999999998,0.4376475,2.7557041,1.6561762,45.9001239,43.190803100000004,2.2274453,0.5044942,0.1838995,0.0413,0.5585823,8.22188116641087,18.9105976462463,8.696166447843096,30.664868765007043,18.40636602265472,29.80821529075129,28.000000000000004,31.1148,20.194300000000002,30.5012,13.023459800000001,26.568734900000003,59.6996273,69.90086048192443,62.800176250275385,47.08831619813106,25.298193299421158,-21.790122898709903,0.0,3.122259252762673,3.122259252762673,6.945121832263602,5.895895456937379,-1.0492263753262234,42.85881503735929,52.05665672689002,9.197841689530726,0.3609122300474063,0.3376600596386599,-0.023252170408746387,2.746834702198638,13.289335204350113,10.542500502151475
Eastleigh,Hampshire,South East,0.0,0.5,2.5134507,90.8566819,86.4240286,4.4326533,4.9853028,2.5514403000000003,0.4029715,0.320667,0.8241142,1.0282721,0.22019129999999998,2.1783978,0.9513119999999999,45.644413099999994,44.004788500000004,1.3424827000000001,1.3467582,0.0866,1.051754,0.42326689999999995,8.5349531555647,21.0202732025873,8.001569961405114,26.05481781906192,13.65668394192349,34.23533910933523,16.0,38.8232,19.0425,27.6404,12.591372400000001,13.7959436,71.7028725,70.80095978062158,66.30007855459544,51.86597272653918,31.07281344248169,-20.793159284057488,2.0434922940369566,5.17664799655321,3.133155702516253,11.655773420479303,15.09047824213701,3.434704821657707,34.434761558944565,34.403274450667816,-0.03148710827674961,0.0,1.0060318828091341,1.0060318828091341,0.0,13.25075398535114,13.25075398535114
Edmonton and Winchmore Hill,London (Enfield),London,1.0,0.0,1.9394629,45.9680472,25.2854619,20.6825853,11.9972873,3.4428918000000004,1.104785,2.6890199999999997,0.5890610000000001,22.8590355,0.8603287,5.41194839999999,13.7636817,46.3882405,15.845214799999999,22.8226926,3.3854331,0.580405,0.41164599999999996,0.4510756,2.4122662084462303,24.6330817931828,11.47314941504651,19.60946532175092,24.74032297330196,33.37356974762639,25.0,26.3471,17.779600000000002,26.4881,19.1853549,29.7990924,49.9295061,64.2000771779484,54.20055989858441,31.106597301386614,19.217931538555245,-11.88866576283137,2.060231724252285,8.9682056279693,6.907973903717016,58.190146537608555,49.99390912413205,-8.196237413476503,6.734097456836695,6.629309294676575,-0.1047881621601201,0.1554500797977076,6.6609818491899135,6.505531769392206,1.7534769001181423,8.529662565476915,6.776185665358772
Ellesmere Port and Bromborough,Cheshire; Merseyside,North West,0.0,0.4,2.6440941,95.9557879,92.43704539999999,3.518742500000005,1.7845883,0.4456216,0.13347630000000002,0.188128,0.45087649999999996,0.4351135,0.10089540000000001,1.3347626,0.4897633,54.0317834,38.7402253,0.8912806000000001,0.3310771,0.0757,0.051500000000000004,0.31320950000000003,9.26312756608802,20.877630177455302,8.50255902261846,24.1297418117626,18.44404238821401,27.14267252520031,11.0,28.546100000000003,16.4416,37.4347,17.8227568,14.8911138,66.25849360000001,63.700656504465925,59.300501660425354,27.0567940552017,12.4154036793442,-14.6413903758575,1.8997699929228593,6.448384329425222,4.548614336502363,59.29538216560509,57.63511581355447,-1.6602663520506198,7.419939844302902,5.547612239062053,-1.8723276052408488,0.0,0.6100467067009818,0.6100467067009818,4.3281139419674455,17.343437231913068,13.015323289945623
Eltham and Chislehurst,London (Bromley; Greenwich),London,1.0,0.0,3.1483318000000002,71.3379981,59.051966199999995,12.28603190000001,9.4314332,2.8527957,0.6910105,0.5986343,2.2722744,10.8379069,0.3731276,5.02726,3.3653934000000003,47.8563666,35.5633037,5.4745517,2.5828653999999998,0.2454266,0.5968122,0.8929542,4.34472278504328,22.6624741648854,9.852672453174954,20.6052992233896,17.81093619980166,40.03784467723734,16.0,38.1965,18.5202,22.3372,24.316732299999998,16.4053326,57.8250558,68.90054756831117,61.60064891172097,46.8534069332707,25.54536277048677,-21.30804416278393,2.9674868361814157,6.757231268928587,3.789744432747171,40.111965862156715,44.04380459114252,3.9318387289858023,7.489185115587135,5.317561339595312,-2.171623775991823,0.0,2.034411622701137,2.034411622701137,2.57795525280404,16.301628407145678,13.723673154341638
Ely and East Cambridgeshire,Cambridgeshire,Eastern,1.0,64.7,2.6761726,93.6227706999999,85.05627249999999,8.566498199999906,2.4784535,0.9121163999999999,0.1791996,0.1384293,0.5224284,0.8703979000000001,0.12136269999999999,2.274602,0.753776,47.8984346,43.1387422,0.7111094,0.5518209,0.1697181,0.1384293,0.40106569999999997,7.5845453734273205,20.7260194261671,7.270222352715307,26.245299425202873,16.07932077227262,37.02954175389626,11.0,39.6657,19.487199999999998,26.7594,13.603712100000001,16.617588,68.1568732,71.40047980493176,66.2002098423654,53.95207931699256,31.759246882697777,-22.192832434294782,0.5691728633067108,4.504573316274896,3.935400452968185,14.3670246947581,17.491263915675304,3.124239220917204,29.259157256954005,32.70446256373045,3.445305306776447,1.8525658679886166,1.2373732551700434,-0.6151926128185732,0.0,12.303080066451527,12.303080066451527
Enfield North,London (Enfield),London,3.5,0.0,2.1537449,52.4090285,35.8453386,16.5636899,9.5332678,2.1487732999999998,0.9020607999999999,2.842787,0.6249264,20.2630029,0.6830226,6.3544651,11.4402356,46.6963431,22.0044907,17.7202569,2.0765618999999997,0.5668347,0.24180759999999998,0.4757643,2.89725590299936,26.2639887697725,11.77371494208865,17.50635482807398,22.965522916152388,33.80749609150004,19.0,28.3449,16.8705,27.068399999999997,19.752823799999998,27.6786284,50.9816852,66.10030573082678,55.20059906839787,35.91954022988506,19.84732824427481,-16.07221198561025,2.4169422138245946,8.537202244090867,6.120260030266273,53.3439615808534,49.13087464361262,-4.2130869372407815,6.532435836876083,5.7872712222937555,-0.7451646145823272,0.0,4.86526257702566,4.86526257702566,1.7871201385608566,11.83206106870229,10.044940930141433
Epping Forest,Essex,Eastern,1.0,10.0,2.0326180999999997,81.1801761,71.5148857,9.665290400000004,8.7267944,4.2079618,1.7979828,0.6363592,0.7104225,3.4965649,0.2806607,4.029625299999999,2.56687619999999,48.2892031,32.3165681,4.220712799999999,2.5825188,3.7207760999999997,1.6255249999999999,0.4239229,4.39834426666021,21.3695857637927,8.732076296395206,24.18318905333697,18.37053786202252,34.3235831809872,9.0,38.3992,22.1412,20.973,15.4982086,15.532100300000002,68.1974436,67.40054437457262,57.8000193806498,64.38290761518262,43.20168610638756,-21.181221508795055,3.9289408768998166,5.954063181088784,2.025122304188967,20.273334924803056,29.593083131751012,9.319748206947956,10.716559242460413,12.617057456949201,1.9004982144887883,0.6982573406540941,8.634110123823438,7.935852783169344,0.0,0.0,0.0
Epsom and Ewell,Surrey,South East,2.0,1.5,2.2194222999999997,81.891764,72.2094996,9.682264399999996,9.7833243,3.3312627,1.5131146,0.5933783,1.4074191,1.7819891,0.7676831000000001,4.0961643,2.4467582,49.0218621,36.1716331,4.1091064,2.9752081,0.2382763,0.26052770000000003,0.6452929,5.5177750680048705,22.4974060540442,8.540162980209532,24.6705471478463,12.565166630061611,44.56646129304466,18.0,45.675,19.3875,18.0455,9.6801426,16.1593659,72.9551637,74.70066114842001,71.30060675802909,53.57771312089482,31.15635029802843,-22.421362822866392,3.3033085352893012,3.2003668042182487,-0.10294173107105253,16.817952157778283,15.268225584594223,-1.54972657318406,24.210324581424118,37.91655204034846,13.706227458924346,2.0907016046134816,1.8303530490600641,-0.2603485555534175,0.0,10.628152223750572,10.628152223750572
Erewash,Derbyshire,East Midlands,0.0,8.2,2.9515082,95.1815423,91.9873916,3.194150699999998,1.7010463999999998,0.8878382,0.14499610000000002,0.0462,0.2920935,0.8258471999999999,0.062,1.8923037,0.39927340000000006,40.8132388,51.661675900000006,0.46125560000000004,0.5074862,0.0336,0.3288679,0.2374573,7.771205933436599,19.3163135527499,8.592848904267592,25.014737921312204,20.53481653069277,24.457483231299882,14.000000000000002,28.4389,17.5603,38.198100000000004,13.479322199999999,17.9904239,67.93409369999999,67.8000472241899,59.856920164792335,56.45921252099807,26.426545133237223,-30.03266738776085,2.284180767812513,5.761986699530298,3.477805931717785,34.73183922645143,40.05022554992327,5.318386323471842,5.094849838161183,5.641073338603916,0.5462235004427329,1.4299176465768018,0.816165186253081,-0.6137524603237208,0.0,21.304004092452217,21.304004092452217
Erith and Thamesmead,London (Bexley; Greenwich),London,0.0,0.0,3.1220736,46.1558977,35.1055396,11.0503581,13.612352099999999,3.8429908,1.6655183,1.0276129,1.4580694,30.5853763,0.3415498,5.4544242,4.1919495,50.153738999999995,25.8244486,8.7820166,4.4084197,0.1052093,2.3249783,1.9085864000000001,3.96831794913136,24.3289323810274,11.79399791725837,13.6930796175328,19.90983424560997,37.037466091304886,22.0,26.4278,16.3907,30.470000000000002,31.389818200000004,25.355717700000003,41.2894514,56.20051393762311,51.30032651090699,28.20703260995706,13.779439807820898,-14.427592802136163,2.845537890217013,8.62329428663414,5.777756396417127,58.35209469653011,55.092993882958964,-3.259100813571145,4.9181849831727975,4.636073206369647,-0.28211177680315025,0.6313102007659278,3.147675772059734,2.516365571293806,5.045839619357085,14.720523044156616,9.674683424799532
Esher and Walton,Surrey,South East,5.4,0.0,2.1147698,86.1688072,75.0898634,11.078943800000001,6.5857733000000005,2.5880661,0.6955913,0.524608,1.0657314,1.1988264,0.6120427,4.107486300000001,1.9391066,50.5902127,36.713657,2.6328829000000002,1.6603678,0.5139465,0.5226904,0.5683528999999999,5.3828565868846,24.14977898513,7.069320521619761,23.37430585886314,10.84214454534146,51.582286354024134,10.0,50.176,18.279400000000003,15.6966,10.1846221,16.1562599,72.4039795,76.700845131958,72.8009728415079,49.51938481256008,30.274684484038605,-19.24470032852147,0.23496742497062909,2.5909428359317,2.355975410961071,4.802591761899675,5.28210838901262,0.47951662711294496,44.15251521948094,52.551967334818116,8.399452115337176,1.2905407810886824,0.43429844097995546,-0.8562423401087269,0.0,8.865998515219005,8.865998515219005
Exeter,Devon,South West,0.5,0.0,5.87439,89.4163923,81.1967157,8.219676600000003,5.3335956,1.215399,0.2300998,0.3982497,1.8240817999999999,0.9714826,0.7060327,2.7120311,1.5664485999999997,38.4970894,49.3588735,2.2675425,0.5801605,0.1760148,0.1327486,0.5811438,7.28716803176967,14.5383345128568,28.004372405264522,18.29122869004497,13.3095202884867,34.21456766810379,28.999999999999996,28.5074,15.092,24.891099999999998,17.274758000000002,27.9647555,53.8346985,67.40072755655288,59.3004042371131,32.077422556764134,15.64373678318199,-16.433685773582145,9.338682327639686,14.695857693743003,5.357175366103316,54.79961950452872,45.341460380644364,-9.458159123884357,0.01654328135985773,10.451548700087075,10.435005418727217,1.168369246039952,1.641995273043911,0.47362602700395895,2.5993630836676456,12.225401169299664,9.626038085632018
Exmouth and Exeter East,Devon,South West,0.5,25.1,2.6324733,96.1461465,92.0792178,4.066928699999995,1.6211410999999998,0.4723448,0.058,0.1661213,0.32123450000000003,0.3452658,0.1240906,1.4030242,0.4843536,47.3146471,44.5107124,0.7224984999999999,0.210145,0.0931,0.058,0.3052106,11.5793656358834,19.9344460415846,8.31903945111492,29.600914808461848,14.195552966307408,35.12598310515584,22.0,37.575599999999994,20.9437,27.403699999999997,11.9182853,16.207372,69.8922469,74.90005634407449,63.998603195190995,49.842384295744374,28.700600202665832,-21.14178409307854,1.7373549219085829,4.5424429027983475,2.8050879808897644,10.52801260925634,28.46480629823057,17.93679368897423,3.0287290442756842,22.18996024631694,19.161231202041254,34.557243158045566,2.295580325824304,-32.26166283222126,0.3062759707694512,13.806610024164003,13.500334053394552
Fareham and Waterlooville,Hampshire,South East,0.5,12.8,2.4917185,95.7535194,92.9462009,2.8073185,1.8712301,0.6912116,0.1072744,0.1518034,0.45338619999999996,0.5828874,0.10221430000000001,1.3662308,0.4260616,46.924875300000004,45.7427967,0.6487263,0.2874232,0.086,0.082,0.3036161,15.4117262627205,18.5031082296433,7.608445204399652,30.97342986381432,16.44844220376483,29.538282978491893,19.0,36.8749,20.5742,28.272799999999997,11.423103,13.1013234,74.4112223,65.40049331429313,65.10072344239086,61.1755131208067,35.03581190271931,-26.13970121808739,4.099011473262138,4.062007461644355,-0.03700401161778277,15.782682917146374,22.907647187917725,7.1249642707713505,18.94279248878479,19.019212736667797,0.07642024788300716,0.0,0.8519043153841549,0.8519043153841549,0.0,18.123416395666663,18.123416395666663
Farnham and Bordon,Hampshire; Surrey,South East,2.0,20.5,2.5326275,93.397118,86.8999381,6.497179900000005,3.1577477,0.6167788,0.8064033,0.2295455,0.5878361000000001,0.7255313999999999,0.126749,2.0738936999999997,0.645721399999999,50.450612299999996,40.3315469,1.3742926,0.3463178,0.1866323,0.1047936,0.3762588,8.67021017213634,21.4960742326909,8.37576374745416,27.08393948210649,12.205121891159811,42.85274562915538,9.0,44.0163,19.755300000000002,20.4322,12.395767300000001,13.865997,72.4850051,70.1003371987828,69.800663576996,59.396570266518054,35.74648684334622,-23.650083423171836,0.9366261903365206,4.7081014807130055,3.7714752903764848,6.818404020257719,13.822503065170237,7.004099044912517,32.8483995228877,33.20192398377817,0.35352446089046907,0.0,0.7941148731491087,0.7941148731491087,0.0,11.726869753843253,11.726869753843253
Faversham and Mid Kent,Kent,South East,0.5,30.3,2.2862797,93.6886048,88.3492304,5.339374399999997,2.1922786,0.5904618,0.1746152,0.1786525,0.2503154,1.5563967,0.0666,1.8501134999999997,0.7125753,48.938145999999996,42.717417600000005,1.092135,0.6187419000000001,0.0939,0.13222710000000001,0.4532057,7.5722500186692505,22.360112386304102,7.60690890355504,26.970730390833808,18.682117131224548,29.03977450673348,12.0,34.8997,20.352500000000003,28.2314,15.684663800000001,12.7672815,69.8329724,67.20047945587334,62.70050597480892,62.609146531162494,31.79808559041937,-30.811060940743126,4.094161567976771,9.052667725458214,4.958506157481443,19.846520792284558,28.64531913980341,8.79879834751885,12.467074561858343,8.923895780572606,-3.5431787812857376,0.9830965467178263,0.3670000429239816,-0.6160965037938447,0.0,21.21303172082242,21.21303172082242
Feltham and Heston,London (Hounslow),London,1.0,0.0,2.4499142000000003,37.357586399999995,25.3636848,11.9939016,43.6324173,25.3276355,7.169304,1.0108824,0.5910582999999999,7.640198,1.4382168000000002,3.833242,7.5365563,37.1309696,14.946715399999999,17.787808,10.406074199999999,0.0646,11.826996,1.6274510999999998,3.8042233521139597,23.6304589351337,12.150290957923,15.263167711131,22.81071551757176,32.69171808531023,13.0,23.0854,17.269000000000002,33.1918,24.5104102,27.4399322,45.3675073,58.300009299730306,51.01607084289931,35.78834628443816,21.07388073134981,-14.714465553088353,2.390447325843721,6.539460488080849,4.149013162237128,51.72390219447166,41.502301540360534,-10.221600654111128,6.624433151789987,4.682798878802685,-1.9416342729873017,0.0,13.009489032324428,13.009489032324428,3.472871043456464,13.192069329081699,9.719198285625236
Filton and Bradley Stoke,Gloucestershire,South West,0.5,0.0,3.3815369,85.2350431,77.33971790000001,7.895325199999991,7.347543300000001,3.5577873,0.8384416,0.3214026,1.4151031,2.5926478,0.5095862,3.2792383000000003,1.5455273999999999,41.4141979,45.8198249,2.7976522999999998,2.2666294,0.068,0.5161169999999999,0.47792060000000003,7.01004134672179,21.2035361982455,15.162443144899191,17.30994152046782,11.82085084335962,37.46013470727074,20.0,38.3409,17.2533,24.8287,10.7026414,20.30903,67.53532100000001,70.00027187211137,64.90007344698287,51.00106806486067,25.62193499712113,-25.379133067739538,2.7225944266433633,8.223638493458019,5.501044066814655,35.77240508787261,45.476204657811664,9.70379956993905,10.006796776386057,7.139595369984315,-2.867201406401742,0.4971356442373046,0.0,-0.4971356442373046,0.0,13.538626481624874,13.538626481624874
Finchley and Golders Green,London (Barnet),London,10.4,0.0,3.4208186,60.5080167,36.6773173,23.8306994,17.175545200000002,7.0000872,1.4247543999999999,0.678681,1.8180088,5.882166300000001,2.2223632,5.2597779,11.1744511999999,30.8260721,21.1897532,10.9254957,4.8038881,20.8401056,0.40039009999999997,1.0291214,2.1475670988687403,23.2365879168204,9.346103369165558,20.544596611799502,14.36963623829838,53.00670376549809,8.0,42.7738,18.0793,15.7812,10.7660664,38.2972717,50.1824928,73.10000923446302,63.600350976799405,43.793763083808564,35.05041692872649,-8.743346155082072,0.012632642748863063,6.303637728499259,6.291005085750396,24.36295387280733,44.344579926555625,19.981626053748293,31.830650400635243,6.847369595650145,-24.9832808049851,0.0,2.1830428696057944,2.1830428696057944,0.0,5.270952950962689,5.270952950962689
Folkestone and Hythe,Kent,South East,0.5,26.2,2.9743749999999998,91.9408056,87.0874304,4.8533751999999994,4.2958414000000005,0.45517409999999997,0.2166977,0.2058084,0.3310357,0.677346,0.11869370000000001,1.9818584000000001,1.1041782,47.2144786,42.1236606,1.1063682,1.6693527,0.12740659999999998,0.040299999999999996,1.0965676,10.0068289351738,18.7061483013798,7.4738650821757835,31.628169309670813,20.15979771121712,26.69768775579364,22.0,30.0944,20.5656,31.4004,11.478608699999999,24.1865457,63.5055369,64.0001714481655,61.70067056641461,56.31655318673959,26.10877306571706,-30.20778012102253,4.8755441455519595,9.143042131064144,4.267497985512184,26.761915392342893,34.73153586458863,7.969620472245737,10.003348588012056,4.014244091939139,-5.989104496072917,2.042638687353499,1.2949174490126254,-0.7477212383408738,0.0,24.7074873976784,24.7074873976784
Forest of Dean,Gloucestershire,South West,0.0,66.8,2.2391360999999996,97.48030519999999,94.6395221,2.840783099999999,0.736213699999999,0.16492099999999998,0.0481,0.0186,0.1758429,0.2915693,0.030600000000000002,1.0954684,0.3964843,50.8688197,41.3341925,0.2763185,0.11576979999999999,0.062299999999999994,0.0819,0.2675812,9.99386095052949,18.4138135342164,8.000051872600897,31.59041394335499,18.05844696575414,29.310658894556052,12.0,31.2056,21.4553,31.037799999999997,12.732760400000002,13.382443199999999,72.9614282,72.00005594953353,66.00013724010155,59.60174842156386,33.46780062797613,-26.13394779358773,9.09373482272948,9.84591711546859,0.7521822927391089,28.773190869354053,34.045871368863196,5.272680499509143,0.0,5.414734565719157,5.414734565719157,2.5313258863525987,0.18714520388430267,-2.344180682468296,0.0,17.038531118088624,17.038531118088624
