Seat,Nation,Region,KMeans_label,GMM_label,Agglomerative_label,DBSCAN_outlier,DominantHandTribe,Segment_1,Segment_2,Segment_3,Segment_4,Segment_5,Segment_6
Broxtowe,england,East Midlands,1,4,2,False,Average,0.18543408053549795,4.987842279456256,1.5953675197936537e-05,88.22419867952566,6.602481299438115,2.770736934452888e-05
Buckingham and Bletchley,england,South East,5,4,4,False,Liberal,2.844598882618991e-11,0.6637260845388914,1.104472628601791e-05,98.65837356824969,0.6778893024566114,1.646332000065766e-18
Burnley,england,North West,6,4,4,False,Reforms,1.0881588037739399e-22,10.661678797907737,0.05401780603712756,89.28430339605515,1.2464810808891106e-15,1.1353229228597937e-30
Burton and Uttoxeter,england,West Midlands,6,4,4,False,Reforms,2.3473285020204077e-05,0.16904191513503342,4.340137254701325e-06,99.8302953405968,0.0006349307630525552,8.289931891969985e-11
Bury North,england,North West,6,2,4,False,Average,1.9044008068907036e-10,95.73628777292316,0.0026471771278136955,4.260963471588043,0.00010157817044942321,9.77038568696824e-18
Bury South,england,North West,5,3,1,True,Liberal,1.2953123780217626e-68,2.0125712666898756e-22,100.0,1.8573921064932678e-91,3.0631032215258565e-135,5.051599192119318e-129
Bury St Edmunds and Stowmarket,england,Eastern,1,5,2,False,Average,8.865831257825604,0.08553938848539591,1.2984009769548211e-07,21.517867124262654,40.756583657541405,28.77417844204484
Calder Valley,england,Yorkshire and the Humber,1,5,2,False,Liberal,0.010919219959872899,0.09210454550650626,2.1499229787936424e-07,1.5509297573368523,98.3456333323203,0.00041292988421041715
Camborne and Redruth,england,South West,1,6,2,False,Reforms,2.200529895959517,0.06759038493424548,3.528430998736514e-07,4.051481673572901,0.0019405078834482713,93.6784571848068
Cambridge,england,Eastern,3,2,5,False,Left,3.031948598416846e-66,69.22048620588829,30.77951379395377,1.5797926710994616e-10,6.451101252824433e-49,5.075275817519104e-96
Cannock Chase,england,West Midlands,6,1,2,False,Reforms,97.86298468285246,0.033051441172080254,9.64711145596208e-08,2.061935081229904,0.0069686901088947106,0.035060008165629
Canterbury,england,South East,3,2,5,False,Average,7.136077410221261e-10,96.99238722219093,0.0024397861519202917,3.005172583458728,4.0748480031251354e-07,2.6213010398685285e-14
Carlisle,england,North West,6,1,2,False,Average,87.92449346654402,0.04972385936319757,1.3432567591793987e-07,3.3506767747934902,0.0029311431611443034,8.672174621812461
Carshalton and Wallington,england,London,5,4,5,False,Average,1.0049141053225326e-23,46.875881384017816,0.024439073428745677,53.099679542548294,5.122670501463578e-12,1.0237114383764463e-35
Castle Point,england,Eastern,1,6,2,False,Average,2.9758719619227548e-05,0.0018794908674494243,1.3613326382340082e-08,0.036441754512816796,0.00011720474422685478,99.96153177754253
Central Devon,england,South West,1,6,2,False,Liberal,5.8098689074444696e-06,0.0012143693225554748,1.3678279240007748e-08,0.0025957130274857055,0.00794824774847884,99.98823584635433
Central Suffolk and North Ipswich,england,Eastern,1,5,2,False,Liberal,0.03133844918564033,0.0064488629240942955,7.977340047708345e-09,0.6470630247474483,97.18051289101507,2.1346367641503674
Chatham and Aylesford,england,South East,6,4,2,False,Average,0.0008400511858524918,0.12917815314450776,1.3427726510200292e-06,99.8648169944924,0.005163458366299671,3.83517805072298e-11
Cheadle,england,North West,5,2,6,False,Liberal,4.604776248482889e-17,99.98966421196808,0.0017453714890070813,0.007185511577872583,0.0014049049651076438,8.459123779577729e-24
Chelmsford,england,Eastern,5,4,6,False,Average,1.3725305047931002e-07,3.6454800545472925,1.7871189814027745e-05,92.95816173359844,3.396340203411309,1.0687040299500706e-14
Chelsea and Fulham,england,London,2,3,1,True,Progressives,7.252100525606819e-149,6.034211749919711e-15,100.0,2.0456642915873e-76,3.689819253184558e-195,3.2232593777533087e-211
Cheltenham,england,South West,5,4,2,False,Average,2.3505698538543564e-05,6.436254672000159,1.6686438859898362e-05,48.089620440499225,45.47408469416098,1.2022072005790918e-09
Chesham and Amersham,england,South East,5,2,6,False,Liberal,1.7973131936206403e-15,99.98284005024331,0.001277889357822988,0.015299012444225147,0.0005830479547220336,1.1745876621238856e-25
Chester North and Neston,england,North West,1,5,2,False,Average,11.428884737607735,8.684348360167046,2.3459645294516603e-05,0.6070155611792117,79.27780864968024,0.001919231720447888
Chester South and Eddisbury,england,North West,1,5,6,False,Liberal,2.862053187789168e-06,1.5173422692908554,3.084119955913243e-06,0.00012082545174480711,98.4825309557316,3.3527059351974313e-09
Chesterfield,england,East Midlands,6,1,2,False,Average,99.93795800115757,0.010448517350527469,1.6576019980696105e-08,0.051549691865678676,2.8511749783387448e-05,1.526130041580544e-05
Chichester,england,South East,1,6,2,False,Average,0.024206412717514843,0.003530829066520704,2.1077112752845792e-08,0.02612313623574833,0.1808115725476463,99.76532802835548
Chingford and Woodford Green,england,London,5,2,5,False,Liberal,2.463268304041051e-36,99.10518195464405,0.2755355545383903,0.6192824908174609,4.971330073084381e-16,1.708279467809093e-44
Chippenham,england,South West,1,5,2,False,Average,0.3859058184831521,0.05080253727237896,7.004277756061471e-08,5.211512570062339,90.39273326131915,3.959045742820267
Chipping Barnet,england,London,2,3,1,True,Liberal,2.9070182435386972e-65,5.2897978489383064e-05,99.99994710202151,2.9189998130403204e-31,1.147297003971948e-65,1.12556898678429e-90
Chorley,england,North West,1,5,2,False,Average,0.25898854592849063,0.5983251421424899,1.5545276333778363e-06,0.002681835054042248,99.13999761236938,5.3099779213516015e-06
Christchurch,england,South West,1,6,2,False,Average,1.3906764460834234e-09,0.00010616903307430665,2.2030306852053938e-08,1.8426180864019128e-06,2.127520648959484e-07,99.99989175217576
Cities of London and Westminster,england,London,2,3,1,True,Blues,0.0,7.66382000895575e-43,100.0,2.787254375439683e-138,0.0,0.0
City of Durham,england,North East,3,2,5,False,Left,0.00017844026407406283,99.97827554789095,0.021546011772652272,7.21933493325371e-11,3.91671855748118e-17,9.371569086115897e-21
Clacton,england,Eastern,1,6,2,False,Average,4.832478581792451e-07,0.018322059355650996,8.674558387975137e-06,0.3577659419737742,9.495580982775195e-13,99.62390284086345
Clapham and Brixton Hill,england,London,2,3,1,False,Progressives,1.562400147790032e-79,13.168275411318502,86.83172342774942,1.1609321384491687e-06,1.847337164760912e-47,2.714988526303317e-110
Colchester,england,Eastern,5,4,4,False,Average,1.3237497355280653e-10,4.121330161795892,0.00045345707605700194,95.87821638088288,1.1273075810306596e-10,1.827901474895286e-19
Colne Valley,england,Yorkshire and the Humber,1,5,2,False,Average,0.0044992058161099245,4.397596934363366,4.97415243379515e-06,3.7157390536688166,91.88215982506995,6.929283375552095e-09
Congleton,england,North West,1,5,6,False,Liberal,2.3640238171367932e-07,0.0011210190256423671,8.051131386478076e-10,9.321519738086345e-05,99.99878550135116,2.72183417447199e-08
Corby and East Northamptonshire,england,East Midlands,6,4,2,False,Reforms,3.4304496508690123,0.16618952055697306,3.9640511802828635e-06,96.40334284393933,1.3998468814722825e-05,2.21147535253848e-08
Coventry East,england,West Midlands,4,2,4,False,Progressives,5.0326574278111754e-30,99.01754946511672,0.17977410814794614,0.8026764267352746,2.4310110768484633e-25,3.943652471002619e-54
Coventry North West,england,West Midlands,5,4,4,False,Average,2.909728678051448e-12,14.56158217845098,0.0009553138004806954,85.43746231762263,1.9012305275943753e-07,8.616086183605362e-22
Coventry South,england,West Midlands,3,2,5,False,Progressives,3.404898752292245e-50,89.02569823979384,10.97430176018153,2.4671771510071395e-11,1.8955519181465427e-39,2.424888475467099e-75
Cramlington and Killingworth,england,North East,1,1,2,False,Average,94.53463021756852,0.04102386663102659,2.576704648458611e-08,0.19084464720359937,5.225316357679861,0.008184885150033927
Crawley,england,South East,5,4,4,False,Average,1.331637406006551e-14,1.7678779090529266,0.00024150294970321136,98.23188058663041,1.366893260021391e-09,1.6825236804450892e-25
Crewe and Nantwich,england,North West,6,4,2,False,Average,16.144771587044378,0.34971698791644085,2.274993723714445e-06,83.4305053545233,0.07445273859147965,0.0005510569307239922
Croydon East,england,London,5,2,5,False,Progressives,3.5003396910295236e-40,90.99881262505656,7.5439033858895845,1.4572839890538587,7.039945442012367e-24,8.493181646567099e-56
Croydon South,england,London,5,2,5,False,Liberal,2.9000927102106385e-37,99.48000545831789,0.07464525402032862,0.4453492876612113,5.883643145408757e-13,1.4588741176240133e-45
Croydon West,england,London,2,3,1,False,Progressives,6.794584009976917e-97,0.029752543735433876,99.97024745626467,2.1644654385805793e-14,4.3335472743114635e-77,1.3085777464973649e-123
Dagenham and Rainham,england,London,4,2,4,False,Progressives,2.2210970293018283e-35,95.26571460487767,3.1404892969512934,1.5937960981711847,5.940013880255994e-22,3.591481717038207e-53
Darlington,england,North East,6,1,2,False,Average,98.9495071803759,0.06906355301031183,3.579470175303912e-07,0.9801446175952472,8.175859118506527e-06,0.001276115212342679
Dartford,england,South East,5,4,4,False,Liberal,1.9327218410457555e-20,0.9631626521076434,0.00025240505696566036,99.03658493770851,5.126861982315252e-09,3.2596303139471638e-31
Daventry,england,East Midlands,1,5,2,False,Liberal,3.68383592320819e-05,0.0006410981297350055,7.572208186701146e-10,0.03052419799882896,99.968777907327,1.9957427998551228e-05
Derby North,england,East Midlands,6,2,4,False,Average,1.2053154170490562e-07,96.71990325565439,0.0018891100686559826,3.278207513106786,6.386450675981884e-10,5.829637381505761e-25
Derby South,england,East Midlands,4,2,4,False,Progressives,4.18863099302055e-28,93.57238283327237,0.49136429194826464,5.936252874779224,6.758727724038768e-22,2.6896336511620576e-51
Derbyshire Dales,england,East Midlands,1,5,2,False,Liberal,0.0072991991156310596,0.019783131951459636,3.763615519739244e-08,0.0011209215742952429,99.73839911936976,0.23339759035273916
Dewsbury and Batley,england,Yorkshire and the Humber,4,3,3,False,Muslim,4.504183044360156e-61,3.2046124897505477,96.79538750213484,8.114753187925202e-09,1.2248384733032467e-51,2.2401829971913307e-89
Didcot and Wantage,england,South East,5,5,6,False,Liberal,7.665895299501469e-06,18.94441324731385,5.778646085228853e-05,34.22861986446049,46.826901435869516,3.906039390330851e-15
Doncaster Central,england,Yorkshire and the Humber,6,4,2,False,Average,0.03840082095730581,0.25316050153613107,1.0621322205506044e-05,99.70842805363193,6.865173143671781e-10,1.8659080947912028e-09
Doncaster East and the Isle of Axholme,england,Yorkshire and the Humber,6,6,2,False,Reforms,38.311984403825804,0.0743076513363385,1.3031018367182435e-07,3.3658243688099088,0.40652685516455345,57.841356590553225
Doncaster North,england,Yorkshire and the Humber,6,1,2,False,Reforms,87.50606384722433,0.053772103413969215,4.221187942543338e-07,12.440132250470088,3.770168978076481e-08,3.13390711667363e-05
Dorking and Horley,england,South East,5,5,6,False,Liberal,4.681966633181448e-10,0.007103275717683533,1.844809588469548e-08,0.0091908420204749,99.98370586329465,5.088860278317531e-11
Dover and Deal,england,South East,1,6,2,False,Average,0.449170400847894,0.009664892742819915,5.505964051352832e-08,3.9101621949526897,8.342347928067914e-05,95.63091903291767
Droitwich and Evesham,england,West Midlands,1,5,2,False,Average,5.077945233387915,0.07977223763381655,2.2239600294264013e-07,0.1056198549091837,93.00106061109761,1.735601840575394
Dudley,england,West Midlands,6,2,4,False,Average,0.0004709986735663686,99.95633848176298,0.0378987477919899,0.0052917717713262735,5.591166836311342e-19,1.1477197514214634e-27
Dulwich and West Norwood,england,London,2,3,1,False,Progressives,2.4408799518342406e-84,0.1765989641755118,99.82340101062881,2.5195525324515763e-08,1.9312489439022635e-56,1.0474275142347203e-120
Dunstable and Leighton Buzzard,england,Eastern,5,4,4,False,Average,2.6966657031014673e-07,0.2310589070397045,2.4634814035585083e-06,99.57201310541238,0.19692525439974443,2.2837363582498687e-13
Ealing Central and Acton,england,London,2,3,1,True,Progressives,8.887391322711799e-114,0.00011753235538310134,99.99988246764474,2.974762373861707e-26,3.803159776490684e-83,2.993983609747625e-141
Ealing North,england,London,2,3,1,True,Progressives,2.3092631480665998e-107,0.0004497522232109843,99.99955024777691,2.2899769066135247e-22,1.0322679141332843e-84,4.665973538910164e-127
Ealing Southall,england,London,4,3,3,True,Progressives,2.3398659441599934e-198,1.5157729805769518e-08,99.99999998484235,1.1885945299144105e-42,2.7302882455227433e-170,1.723362273027315e-254
Earley and Woodley,england,South East,5,2,5,False,Liberal,1.2090708966027866e-26,94.4155809186136,0.019843747794642874,5.564575333587412,4.1647552542583785e-12,5.269676036706696e-39
Easington,england,North East,6,1,2,False,Reforms,99.85187194555829,0.1374940726934681,2.0105130016797796e-06,0.010631906006228651,1.0601856248900276e-11,6.521846767625931e-08
East Grinstead and Uckfield,england,South East,1,5,6,False,Liberal,8.836134455126327e-09,0.0029963920920824233,3.6629933667431706e-09,0.010604821742035787,99.98639875363244,2.00343425613335e-08
East Ham,england,London,4,3,3,True,Muslim,1.4842455058178245e-152,1.200117181944256e-09,99.9999999987999,4.368401209752414e-35,2.924807936718456e-127,1.2360928603929947e-199
East Hampshire,england,South East,1,5,6,False,Liberal,1.437614600540302e-07,0.0008366193201167912,9.760678584358237e-10,0.0005709547744598419,99.99857983705395,1.2444113908202311e-05
East Surrey,england,South East,5,5,6,False,Liberal,1.4545170358912242e-12,0.2843715742017096,1.3312404301423324e-06,1.1384586935947645,98.5771684009616,8.498574288587265e-16
East Thanet,england,South East,6,4,2,False,Average,0.3643373455744533,0.39365168922231003,9.030506589042508e-06,99.1936858788284,1.9646258746618254e-07,0.04831585940565181
East Wiltshire,england,South West,1,4,2,False,Liberal,1.0540303905248933,3.4535837908468423,0.000103788357827177,87.34007457578747,0.0007548140797721362,8.151452640403248
East Worthing and Shoreham,england,South East,1,4,2,False,Average,0.43164083283728516,4.058276964148689,2.571847918036782e-05,63.33892776357132,10.513256449102053,21.6578722718615
Eastbourne,england,South East,1,4,2,False,Average,0.04788617048328933,1.3688610430278594,6.453337684923796e-05,97.89487087177886,3.3570456729545827e-06,0.6883140242874007
Eastleigh,england,South East,1,5,2,False,Average,0.0008376295918839143,0.03320301700332089,3.079391734315255e-08,0.6110045584702343,99.35495467711391,8.7026745391138e-08
Edmonton and Winchmore Hill,england,London,2,3,1,False,Progressives,3.1500286162544314e-67,1.7891684468575193,98.21083155295082,1.9169427877180324e-10,2.206999517224424e-62,8.976117465413454e-93
Ellesmere Port and Bromborough,england,North West,6,1,2,False,Average,98.23934917314155,0.06487590158355691,2.2189449339641084e-07,1.6333841387505468,0.06090521804633094,0.0014853465834682776
Eltham and Chislehurst,england,London,5,4,5,False,Liberal,3.1436538444121702e-27,17.364881340321087,0.010102659351403448,82.62501600031965,7.934997534489071e-12,2.172786672713425e-40
Ely and East Cambridgeshire,england,Eastern,1,5,6,False,Liberal,0.00014406502677832543,0.00786760518502257,1.4126208042623631e-08,0.7249031132232906,99.26708498892602,2.1351272532258341e-07
Enfield North,england,London,2,2,1,False,Progressives,1.334368943671078e-54,74.95338164054992,25.045990499780636,0.000627859669371273,7.240741475772423e-44,1.0422332589678875e-80
Epping Forest,england,Eastern,5,2,4,False,Liberal,6.506801813017496e-10,99.91540191829213,0.03076181909349208,0.05369633512952905,0.00013992683406251314,1.9303606185519748e-15
Epsom and Ewell,england,South East,5,2,6,False,Liberal,3.1508476842905974e-15,89.70081497648039,0.0008118392422109259,9.750863157877083,0.5475100264003389,2.6534377237605603e-22
Erewash,england,East Midlands,6,1,2,False,Reforms,91.06302799276,0.11268638858285945,4.1704175282111944e-07,8.822760303203703,0.00022924961344975456,0.0012956487982381177
Erith and Thamesmead,england,London,2,3,1,False,Progressives,4.462171589080787e-90,0.00010091952844495132,99.9998990804714,2.220857877579658e-15,4.922707983463841e-87,4.744761419377685e-120
Esher and Walton,england,South East,5,2,6,False,Liberal,2.753455525753809e-24,99.9779031240841,0.02120204481978755,0.0008948310866917671,9.46363670909414e-12,2.4649526359583213e-39
Exeter,england,South West,3,2,5,False,Left,1.3497235987035377e-19,99.96169970378249,0.03829851315916927,1.7830582460945438e-06,2.3076679800204037e-28,2.99057605049978e-35
Exmouth and Exeter East,england,South West,1,5,2,False,Average,0.30439826765491235,0.09827429108860303,8.400751726817429e-08,1.3440507262841863,94.2677048122727,3.9855718186920215
Fareham and Waterlooville,england,South East,1,6,2,False,Average,0.0027694119650004774,0.0013890342230266585,2.1046118517875113e-09,0.022784963888517543,0.046033511360483094,99.92702307645833
Farnham and Bordon,england,South East,5,5,6,False,Liberal,5.050071426329343e-10,0.04965472778942732,9.063278776957816e-08,0.03698759952791914,99.91335758154483,7.200954421739133e-14
Faversham and Mid Kent,england,South East,1,5,2,False,Average,0.020158898709243978,0.02576441687547529,3.6683597108105875e-08,9.99495562016152,89.95905594977049,6.507779966621899e-05
Feltham and Heston,england,London,4,3,3,True,Progressives,6.444835625059206e-148,0.0042292294774796775,99.99577077052263,1.6174634210744704e-17,1.1928073606673747e-111,3.123235656217821e-180
Filton and Bradley Stoke,england,South West,5,2,2,False,Average,8.48297476520728e-09,55.488209332924434,0.0004168881463454158,44.51053499311936,0.0008387773269014654,1.3060171097023542e-18
Finchley and Golders Green,england,London,2,3,1,True,Blues,3.006609756465457e-241,2.1359988908808069e-47,100.0,8.044123158188635e-123,4.414589236497009e-275,1.3511707e-317
Folkestone and Hythe,england,South East,1,4,2,False,Average,0.0003563084419192448,16.767683275046473,0.016895300319136972,51.96680655243122,3.145195675416073e-13,31.24825856376086
Forest of Dean,england,South West,1,6,2,False,Reforms,0.0015346548590975343,0.00018272522617993796,4.1183027766901203e-10,0.0036484411349702543,0.124309691108025,99.8703244872599
Frome and East Somerset,england,South West,1,5,2,False,Reforms,0.29973319702323165,0.0422232507580282,5.60200655052859e-08,4.5834383649181945,94.91885894052227,0.15574619075824733
Fylde,england,North West,1,6,2,False,Average,8.37526483116125e-06,0.030096407821129694,2.5989717843553762e-06,8.045401750636997e-06,0.009986068235266357,99.95989850430524
Gainsborough,england,East Midlands,1,6,2,False,Reforms,0.0005513534309524984,0.00011386437513880601,4.1211153614175606e-10,0.0007051322374169467,0.0032657166756174436,99.99536393286877
Gateshead Central and Whickham,england,North East,6,2,2,False,Average,17.74123238768314,82.13576561901237,0.004705874056610555,0.11829568040175194,4.383636160214521e-07,4.824635155434962e-10
Gedling,england,East Midlands,1,5,2,False,Average,0.13841552833897391,0.8708359132397173,1.9752180481278736e-06,34.03856696531909,64.95216569851283,1.3919371236272456e-05
Gillingham and Rainham,england,South East,6,4,2,False,Average,0.021543573769456342,1.1835071841440008,6.388898278116696e-06,98.79311263426227,0.0018301406675234806,7.825838178385456e-08
Glastonbury and Somerton,england,South West,1,6,2,False,Reforms,9.392558844198337e-06,3.153690777519721e-05,2.3119189490611572e-10,0.0003056410134893142,0.0014248673774865958,99.99822856191119
Gloucester,england,South West,6,4,2,False,Average,0.0007844358027748002,0.3577963276307147,2.721491034724198e-06,99.64139603808177,2.0476904761603015e-05,8.899009086983031e-11
Godalming and Ash,england,South East,5,5,6,False,Liberal,1.4738863940289328e-10,0.4646144581085587,8.445276273635894e-07,0.15695036746108842,99.37843432975528,3.6280701361759516e-15
Goole and Pocklington,england,Yorkshire and the Humber,1,5,2,False,Reforms,0.025652732203976243,0.006345430396894831,7.491693884450173e-09,0.02949869713970014,90.61278816289703,9.32571496987071
Gorton and Denton,england,North West,4,2,4,False,Muslim,2.623494156887304e-60,71.82356300581212,28.153728254842125,0.022708739345867635,1.7479460869939236e-36,4.8112852545917355e-79
Gosport,england,South East,1,6,2,False,Average,0.0004743984581029297,0.0029961695852281076,5.706876273624546e-08,0.052405949437988,2.979197607713953e-09,99.9441234224707
Grantham and Bourne,england,East Midlands,1,6,2,False,Average,0.024579628791607234,0.0010156990366137696,5.461196672330817e-09,0.038606270546226236,0.007015585224920377,99.92878281093944
Gravesham,england,South East,6,2,4,False,Progressives,1.5536437104196387e-16,99.00403693955153,0.14697129376586365,0.8489917666827287,5.178751359335719e-15,1.4436503418066538e-33
Great Grimsby and Cleethorpes,england,Yorkshire and the Humber,6,4,2,False,Reforms,0.6513335159318279,1.2172724287904697,0.00028397916411570156,98.1311100759658,5.970005276910791e-17,1.478303379295142e-10
Great Yarmouth,england,Eastern,6,4,2,False,Reforms,5.137037623453882,0.35750038423068076,9.78657787354702e-06,94.49739799386447,3.885050003032628e-11,0.008054211834188765
Greenwich and Woolwich,england,London,2,3,1,False,Progressives,5.379733675489422e-94,1.0996213651047946,98.90037709673278,1.5381625091659407e-06,1.8141231656656765e-59,8.890915536149843e-123
Guildford,england,South East,5,2,5,False,Liberal,6.108827778682619e-16,99.9829044660911,0.004309577810997717,0.012785920148378808,3.5949676353504314e-08,9.285251450328468e-28
Hackney North and Stoke Newington,england,London,2,3,1,True,Progressives,2.5913675288327846e-102,8.128704057583812e-14,100.0,5.716536630904545e-65,6.888422642724066e-134,5.627221216330725e-171
Hackney South and Shoreditch,england,London,2,3,1,False,Progressives,1.5768218729068329e-106,0.05137051925860379,99.94862948074102,2.30022193375576e-13,6.621251379077577e-73,7.327598546671628e-143
Halesowen,england,West Midlands,6,4,4,False,Average,0.16951594880350382,13.536758126610746,0.001422137837932717,86.28620273840782,0.006101045740716184,2.599110769116905e-09
Halifax,england,Yorkshire and the Humber,6,4,4,False,Average,4.3310435093570614e-15,43.67766054434399,0.015455117159624554,56.30688433845039,4.601989818750065e-11,2.40342030106281e-25
Hamble Valley,england,South East,1,5,6,False,Liberal,5.035001717241697e-07,0.007678865118612288,6.6908839090955866e-09,0.04335168216511066,99.94896886542534,7.709983471318799e-08
Hammersmith and Chiswick,england,London,2,3,5,False,Progressives,7.925359383737848e-80,14.289300900734785,85.71069909926229,3.0780973283015634e-12,1.7598539730077726e-51,3.720864984554999e-106
Hampstead and Highgate,england,London,2,3,1,True,Progressives,4.3995598213128056e-148,2.3060400561227755e-11,99.99999999997691,8.513353728314471e-45,4.3379964056573746e-139,9.419838352467672e-193
"Harborough, Oadby and Wigston",england,East Midlands,5,2,6,False,Liberal,6.073524948819406e-18,99.98527169608228,0.012035559110095342,0.0026927448076014718,1.171985181343396e-16,1.227375215138541e-29
Harlow,england,Eastern,6,4,2,False,Average,4.495228749361364e-06,0.5373138690174873,1.9210992801728405e-05,99.46266100445459,1.4203063068503258e-06,1.0333304937707226e-18
Harpenden and Berkhamsted,england,Eastern,5,2,6,False,Liberal,1.3797194792083369e-21,99.99101158947666,0.004097821585663722,0.0048900379866076765,5.509509148279983e-07,6.06283421072645e-35
Harrogate and Knaresborough,england,Yorkshire and the Humber,1,5,6,False,Average,7.947495794245118e-06,0.005254693539766361,5.167882800864073e-09,0.00319790626868489,99.99153858388648,8.636413956569906e-07
Harrow East,england,London,4,3,3,True,Blues,6.25687004036368e-218,1.557694389725233e-12,99.99999999999858,1.1431713343213208e-38,2.332195269911948e-182,4.360414655382487e-240
Harrow West,england,London,4,3,3,True,Blues,4.625434573751443e-170,8.891802846623e-05,99.9999110819716,8.008602328817296e-25,2.5366673745599584e-126,1.2339590454336512e-189
Hartlepool,england,North East,6,1,2,False,Average,99.92485802725808,0.06571442257424369,2.954842283474353e-07,0.009427252582412914,1.0871482466830365e-09,1.0138562992514285e-09
Harwich and North Essex,england,Eastern,1,6,2,False,Liberal,0.004449546668215245,0.012115201235333588,6.801750395951999e-08,0.20166452581691746,0.1852453524501985,99.59652530581177
Hastings and Rye,england,South East,6,4,2,False,Average,1.400165047140507,22.86057845388301,0.0025468471483476893,75.58223412895806,9.942096258395204e-08,0.15447542344922063
Havant,england,South East,1,1,2,False,Average,86.58214905700987,0.021426122705276402,3.371482866165142e-08,2.5805641319229133,0.1061026465439148,10.709758008103263
Hayes and Harlington,england,London,4,3,3,True,Progressives,6.669993423120774e-171,7.389742200632862e-06,99.99999261025778,2.0451693339226004e-27,5.0924687247905766e-135,4.113164696269597e-214
Hazel Grove,england,North West,1,5,2,False,Average,5.484760311984485e-06,0.0004004481607464262,3.901507612239896e-10,0.0026590099013083786,99.9969318080555,3.2487319662892648e-06
Hemel Hempstead,england,Eastern,6,3,4,False,Average,2.0277574489712286e-07,46.09842515176773,53.9015746381301,7.326313125430066e-09,1.7518466966227363e-30,1.333609990099777e-36
Hendon,england,London,2,3,1,True,Progressives,2.3554715590610384e-167,6.66371985063008e-20,100.0,1.3438821849509313e-65,2.3053169907117766e-166,2.9660083956104223e-207
Henley and Thame,england,South East,1,5,6,False,Liberal,3.2804472209675434e-10,0.01697499766527126,3.087928670056689e-08,0.004033154898405483,99.97899181621662,1.2390330557904918e-11
Hereford and South Herefordshire,england,West Midlands,1,6,2,False,Average,2.3580943062531325,0.0053993845255919295,3.128591174913167e-08,0.2898566842801204,0.0011815586714855688,97.34546803498377
Herne Bay and Sandwich,england,South East,1,6,2,False,Average,1.2938656153804608e-06,2.0865800938421855e-05,3.9415822310733214e-10,0.00034908953630506017,4.903961340653283e-06,99.99962384644168
Hertford and Stortford,england,Eastern,5,5,6,False,Liberal,1.904033526627677e-10,2.8631504978906035,1.3085325101623828e-05,27.10810840026546,70.02872801632844,6.778384774522266e-18
Hertsmere,england,Eastern,5,3,1,True,Liberal,2.0525468740452965e-82,2.1918875579360772e-24,100.0,4.7479408995841455e-99,6.85870582482751e-153,4.931325522497498e-144
Hexham,england,North East,1,5,2,False,Liberal,0.0197258400901961,0.03288170263088618,1.055153843729554e-07,0.000482367747350498,98.10646256293491,1.8404474210812052
Heywood and Middleton North,england,North West,6,4,4,False,Average,2.4311703720359332e-09,1.9249405391042342,7.670412366051762e-05,98.07496185309941,2.0901241455254437e-05,1.248235076555854e-18
High Peak,england,East Midlands,1,5,2,False,Average,0.023270694067191264,0.0018833214052411033,9.69556095987206e-10,0.05665357124930574,99.91195917570032,0.006233236608359604
Hinckley and Bosworth,england,East Midlands,1,5,2,False,Average,0.22367713219550453,0.006363578841625735,7.0780523938993344e-09,0.288217482292616,99.18092171825873,0.3008200813334407
Hitchin,england,Eastern,5,2,6,False,Liberal,1.4298682795579767e-09,70.27058414845536,0.0009645485902162818,27.71042473941805,2.018026562106446,1.8088321779005884e-21
Holborn and St Pancras,england,London,2,3,1,False,Progressives,6.421839103535912e-116,0.14243961318817047,99.85756038681181,1.1538521216264104e-23,1.2331373078466107e-76,6.030916068981924e-152
Honiton and Sidmouth,england,South West,1,6,2,False,Liberal,1.4995501617326265e-08,2.5037960217130483e-05,1.6545987363530325e-09,1.4032841200961126e-05,6.048638605345337e-07,99.99996030768459
Hornchurch and Upminster,england,London,5,4,4,False,Average,7.224198028055509e-07,16.012382040550236,0.0002279571456444212,78.1436784623648,5.843710817516696,2.880327675152644e-12
Hornsey and Friern Barnet,england,London,2,2,5,False,Progressives,5.952875180783713e-58,92.30577795248782,7.694206234248598,1.581326352868276e-05,6.791091746461152e-33,4.556002260873096e-78
Horsham,england,South East,5,5,6,False,Liberal,6.1589603321536566e-09,0.013068382562166754,1.9327667660535667e-08,0.13578561802903372,99.85114597391802,4.112949657239671e-12
Houghton and Sunderland South,england,North East,6,1,2,False,Average,99.98129773617555,0.017559589656662645,1.2650130557741992e-07,0.0011425353300030824,6.043555051872748e-09,6.293011866368883e-09
Hove and Portslade,england,South East,3,2,5,False,Average,1.3050248917373666e-22,99.77119682160355,0.2248676309417482,0.003935547454756922,5.257839255040771e-18,3.035138582795633e-30
Huddersfield,england,Yorkshire and the Humber,4,2,4,False,Muslim,2.8151509052614153e-33,99.2877563942932,0.2990627217437284,0.4131808839630687,1.394530540669128e-20,3.399790490792857e-50
Huntingdon,england,Eastern,1,5,2,False,Average,0.06655160004685091,0.5296188795892959,8.750979868896776e-07,22.728346777481157,76.67540112724555,8.074053913066538e-05
Hyndburn,england,North West,6,4,4,False,Reforms,2.831804758347174e-13,7.310031748265172,0.004421106682280469,92.68554710665879,3.839333951021422e-08,2.0927323669607712e-17
Ilford North,england,London,4,3,3,True,Muslim,2.7938477095092864e-101,0.10984884769229179,99.89015115230781,6.179045602759966e-20,1.5915829256591946e-71,1.456609576410806e-124
