Nation,Party,Target,Feature,Pearson_r
scotland,CON,swing,WhiteBritish,-0.504
scotland,CON,swing,WhiteOther,0.396
scotland,CON,swing,Asian,0.462
scotland,CON,swing,Indian,0.4
scotland,CON,swing,Pakistani,0.275
scotland,CON,swing,Bangladeshi,0.343
scotland,CON,swing,Chinese,0.474
scotland,CON,swing,Black,0.514
scotland,CON,swing,Arab,0.527
scotland,CON,swing,Mixed,0.454
scotland,CON,swing,OtherEthnicity,0.525
scotland,CON,swing,Christian,-0.177
scotland,CON,swing,NoReligion,-0.036
scotland,CON,swing,Muslim,0.42
scotland,CON,swing,Hindu,0.376
scotland,CON,swing,Jewish,-0.069
scotland,CON,swing,Sikh,0.235
scotland,CON,swing,Buddhist,0.534
scotland,CON,swing,Veterans,-0.284
scotland,CON,swing,Age0to17,-0.324
scotland,CON,swing,Age18to24,0.487
scotland,CON,swing,Age65plus,-0.425
scotland,CON,swing,NoQualifications,-0.049
scotland,CON,swing,Degrees,0.241
scotland,CON,swing,PublicSector,-0.099
scotland,CON,swing,ManagerialProfessional,-0.099
scotland,CON,swing,Intermediate,-0.453
scotland,CON,swing,Routine,-0.245
scotland,CON,swing,SocialRent,0.232
scotland,CON,swing,PrivateRent,0.502
scotland,CON,swing,OwnerOccupation,-0.489
scotland,GRN,swing,Superwealthy,0.257
scotland,GRN,swing,LGBT,0.643
scotland,GRN,swing,White,-0.637
scotland,GRN,swing,WhiteBritish,-0.618
scotland,GRN,swing,WhiteOther,0.471
scotland,GRN,swing,Asian,0.595
scotland,GRN,swing,Indian,0.483
scotland,GRN,swing,Pakistani,0.416
scotland,GRN,swing,Bangladeshi,0.281
scotland,GRN,swing,Chinese,0.585
scotland,GRN,swing,Black,0.548
scotland,GRN,swing,Arab,0.61
scotland,GRN,swing,Mixed,0.607
scotland,GRN,swing,OtherEthnicity,0.666
scotland,GRN,swing,Christian,-0.241
scotland,GRN,swing,NoReligion,-0.047
scotland,GRN,swing,Muslim,0.55
scotland,GRN,swing,Hindu,0.454
scotland,GRN,swing,Jewish,0.229
scotland,GRN,swing,Sikh,0.454
scotland,GRN,swing,Buddhist,0.561
scotland,GRN,swing,Veterans,-0.518
scotland,GRN,swing,Age0to17,-0.431
scotland,GRN,swing,Age18to24,0.447
scotland,GRN,swing,Age65plus,-0.534
scotland,GRN,swing,NoQualifications,-0.149
scotland,GRN,swing,Degrees,0.467
scotland,GRN,swing,PublicSector,0.018
scotland,GRN,swing,ManagerialProfessional,0.112
scotland,GRN,swing,Intermediate,-0.479
scotland,GRN,swing,Routine,-0.412
scotland,GRN,swing,SocialRent,0.239
scotland,GRN,swing,PrivateRent,0.481
scotland,GRN,swing,OwnerOccupation,-0.48
scotland,LAB,swing,Superwealthy,-0.209
scotland,LAB,swing,LGBT,-0.157
scotland,LAB,swing,White,0.159
scotland,LAB,swing,WhiteBritish,0.191
scotland,LAB,swing,WhiteOther,-0.215
scotland,LAB,swing,Asian,-0.133
scotland,LAB,swing,Indian,-0.068
scotland,LAB,swing,Pakistani,-0.051
scotland,LAB,swing,Bangladeshi,-0.152
scotland,LAB,swing,Chinese,-0.184
scotland,LAB,swing,Black,-0.154
scotland,LAB,swing,Arab,-0.186
scotland,LAB,swing,Mixed,-0.178
scotland,LAB,swing,OtherEthnicity,-0.185
scotland,LAB,swing,Christian,0.21
scotland,LAB,swing,NoReligion,-0.126
scotland,LAB,swing,Muslim,-0.12
scotland,LAB,swing,Hindu,-0.082
scotland,LAB,swing,Jewish,0.148
scotland,LAB,swing,Sikh,0.019
scotland,LAB,swing,Buddhist,-0.324
scotland,LAB,swing,Veterans,-0.096
scotland,LAB,swing,Age0to17,0.206
scotland,LAB,swing,Age18to24,-0.13
scotland,LAB,swing,Age65plus,-0.029
scotland,LAB,swing,NoQualifications,0.068
scotland,LAB,swing,Degrees,-0.159
scotland,LAB,swing,PublicSector,0.018
scotland,LAB,swing,ManagerialProfessional,0.041
scotland,LAB,swing,Intermediate,0.001
scotland,LAB,swing,Routine,0.037
scotland,LAB,swing,SocialRent,0.043
scotland,LAB,swing,PrivateRent,-0.174
scotland,LAB,swing,OwnerOccupation,0.101
scotland,LD,swing,Superwealthy,-0.003
scotland,LD,swing,LGBT,-0.186
scotland,LD,swing,White,0.217
scotland,LD,swing,WhiteBritish,0.174
scotland,LD,swing,WhiteOther,-0.063
scotland,LD,swing,Asian,-0.201
scotland,LD,swing,Indian,-0.141
scotland,LD,swing,Pakistani,-0.213
scotland,LD,swing,Bangladeshi,0.04
scotland,LD,swing,Chinese,-0.135
scotland,LD,swing,Black,-0.246
scotland,LD,swing,Arab,-0.21
scotland,LD,swing,Mixed,-0.111
scotland,LD,swing,OtherEthnicity,-0.21
scotland,LD,swing,Christian,-0.127
scotland,LD,swing,NoReligion,0.201
scotland,LD,swing,Muslim,-0.23
scotland,LD,swing,Hindu,-0.099
scotland,LD,swing,Jewish,-0.131
scotland,LD,swing,Sikh,-0.193
scotland,LD,swing,Buddhist,0.005
scotland,LD,swing,Veterans,0.344
scotland,LD,swing,Age0to17,-0.013
scotland,LD,swing,Age18to24,-0.128
scotland,LD,swing,Age65plus,0.333
scotland,LD,swing,NoQualifications,-0.165
scotland,LD,swing,Degrees,0.06
scotland,LD,swing,PublicSector,0.052
scotland,LD,swing,ManagerialProfessional,0.1
scotland,LD,swing,Intermediate,0.294
scotland,LD,swing,Routine,0.045
scotland,LD,swing,SocialRent,-0.286
scotland,LD,swing,PrivateRent,-0.139
scotland,LD,swing,OwnerOccupation,0.28
scotland,OTHER,swing,Superwealthy,-0.034
scotland,OTHER,swing,LGBT,0.018
scotland,OTHER,swing,White,-0.055
scotland,OTHER,swing,WhiteBritish,-0.032
scotland,OTHER,swing,WhiteOther,-0.015
scotland,OTHER,swing,Asian,0.056
scotland,OTHER,swing,Indian,0.028
scotland,OTHER,swing,Pakistani,0.061
scotland,OTHER,swing,Bangladeshi,0.087
scotland,OTHER,swing,Chinese,0.019
scotland,OTHER,swing,Black,0.05
scotland,OTHER,swing,Arab,0.081
scotland,OTHER,swing,Mixed,0.011
scotland,OTHER,swing,OtherEthnicity,0.062
scotland,OTHER,swing,Christian,0.357
scotland,OTHER,swing,NoReligion,-0.372
scotland,OTHER,swing,Muslim,0.077
scotland,OTHER,swing,Hindu,0.029
scotland,OTHER,swing,Jewish,0.047
scotland,OTHER,swing,Sikh,-0.068
scotland,OTHER,swing,Buddhist,0.071
scotland,OTHER,swing,Veterans,-0.065
scotland,OTHER,swing,Age0to17,-0.151
scotland,OTHER,swing,Age18to24,-0.005
scotland,OTHER,swing,Age65plus,0.04
scotland,OTHER,swing,NoQualifications,0.061
scotland,OTHER,swing,Degrees,0.019
scotland,OTHER,swing,PublicSector,0.22
scotland,OTHER,swing,ManagerialProfessional,-0.074
scotland,OTHER,swing,Intermediate,-0.058
scotland,OTHER,swing,Routine,0.074
scotland,OTHER,swing,SocialRent,0.016
scotland,OTHER,swing,PrivateRent,-0.021
scotland,OTHER,swing,OwnerOccupation,-0.011
scotland,REF,swing,Superwealthy,-0.253
scotland,REF,swing,LGBT,-0.509
scotland,REF,swing,White,0.485
scotland,REF,swing,WhiteBritish,0.506
scotland,REF,swing,WhiteOther,-0.454
scotland,REF,swing,Asian,-0.493
scotland,REF,swing,Indian,-0.495
scotland,REF,swing,Pakistani,-0.299
scotland,REF,swing,Bangladeshi,-0.498
scotland,REF,swing,Chinese,-0.459
scotland,REF,swing,Black,-0.276
scotland,REF,swing,Arab,-0.383
scotland,REF,swing,Mixed,-0.593
scotland,REF,swing,OtherEthnicity,-0.456
scotland,REF,swing,Christian,0.154
scotland,REF,swing,NoReligion,0.071
scotland,REF,swing,Muslim,-0.384
scotland,REF,swing,Hindu,-0.477
scotland,REF,swing,Jewish,-0.286
scotland,REF,swing,Sikh,-0.33
scotland,REF,swing,Buddhist,-0.552
scotland,REF,swing,Veterans,0.295
scotland,REF,swing,Age0to17,0.325
scotland,REF,swing,Age18to24,-0.37
scotland,REF,swing,Age65plus,0.32
scotland,REF,swing,NoQualifications,0.467
scotland,REF,swing,Degrees,-0.646
scotland,REF,swing,PublicSector,-0.016
scotland,REF,swing,ManagerialProfessional,-0.427
scotland,REF,swing,Intermediate,0.354
scotland,REF,swing,Routine,0.593
scotland,REF,swing,SocialRent,0.137
scotland,REF,swing,PrivateRent,-0.453
scotland,REF,swing,OwnerOccupation,0.171
scotland,SNP,swing,Superwealthy,0.09
scotland,SNP,swing,LGBT,-0.114
scotland,SNP,swing,White,0.07
scotland,SNP,swing,WhiteBritish,0.014
scotland,SNP,swing,WhiteOther,0.09
scotland,SNP,swing,Asian,-0.063
scotland,SNP,swing,Indian,-0.132
scotland,SNP,swing,Pakistani,-0.018
scotland,SNP,swing,Bangladeshi,-0.051
scotland,SNP,swing,Chinese,-0.054
scotland,SNP,swing,Black,-0.085
scotland,SNP,swing,Arab,-0.089
scotland,SNP,swing,Mixed,-0.017
scotland,SNP,swing,OtherEthnicity,-0.078
scotland,SNP,swing,Christian,-0.229
scotland,SNP,swing,NoReligion,0.243
scotland,SNP,swing,Muslim,-0.049
scotland,SNP,swing,Hindu,-0.132
scotland,SNP,swing,Jewish,-0.097
scotland,SNP,swing,Sikh,-0.088
scotland,SNP,swing,Buddhist,0.018
scotland,SNP,swing,Veterans,0.231
scotland,SNP,swing,Age0to17,0.135
scotland,SNP,swing,Age18to24,-0.124
scotland,SNP,swing,Age65plus,0.166
scotland,SNP,swing,NoQualifications,-0.043
scotland,SNP,swing,Degrees,0.021
scotland,SNP,swing,PublicSector,-0.174
scotland,SNP,swing,ManagerialProfessional,0.065
scotland,SNP,swing,Intermediate,0.19
scotland,SNP,swing,Routine,0.013
scotland,SNP,swing,SocialRent,-0.155
scotland,SNP,swing,PrivateRent,0.009
scotland,SNP,swing,OwnerOccupation,0.104
wales,CON,2024_share,Superwealthy,
wales,CON,2024_share,Rural,0.423
wales,CON,2024_share,LGBT,-0.306
wales,CON,2024_share,White,0.2
wales,CON,2024_share,WhiteBritish,0.186
wales,CON,2024_share,WhiteOther,-0.094
wales,CON,2024_share,Asian,-0.21
wales,CON,2024_share,Indian,-0.204
wales,CON,2024_share,Pakistani,-0.164
wales,CON,2024_share,Bangladeshi,-0.225
wales,CON,2024_share,Chinese,-0.236
wales,CON,2024_share,Black,-0.221
wales,CON,2024_share,Arab,-0.185
wales,CON,2024_share,Mixed,-0.124
wales,CON,2024_share,OtherEthnicity,-0.201
wales,CON,2024_share,Christian,0.683
wales,CON,2024_share,NoReligion,-0.572
wales,CON,2024_share,Muslim,-0.2
wales,CON,2024_share,Hindu,-0.167
wales,CON,2024_share,Jewish,0.025
wales,CON,2024_share,Sikh,-0.283
wales,CON,2024_share,Buddhist,0.117
wales,CON,2024_share,Veterans,0.736
wales,CON,2024_share,Age0to17,-0.215
wales,CON,2024_share,Age18to24,-0.38
wales,CON,2024_share,Age65plus,0.54
wales,CON,2024_share,NoQualifications,-0.467
wales,CON,2024_share,Degrees,0.337
wales,CON,2024_share,PublicSector,-0.08
wales,CON,2024_share,ManagerialProfessional,0.478
wales,CON,2024_share,Intermediate,0.422
wales,CON,2024_share,Routine,-0.253
wales,CON,2024_share,SocialRent,-0.313
wales,CON,2024_share,PrivateRent,-0.167
wales,CON,2024_share,OwnerOccupation,0.316
wales,GRN,2024_share,Superwealthy,
wales,GRN,2024_share,Rural,-0.531
wales,GRN,2024_share,LGBT,0.852
wales,GRN,2024_share,White,-0.878
wales,GRN,2024_share,WhiteBritish,-0.86
wales,GRN,2024_share,WhiteOther,0.613
wales,GRN,2024_share,Asian,0.851
wales,GRN,2024_share,Indian,0.913
wales,GRN,2024_share,Pakistani,0.739
wales,GRN,2024_share,Bangladeshi,0.687
wales,GRN,2024_share,Chinese,0.876
wales,GRN,2024_share,Black,0.906
wales,GRN,2024_share,Arab,0.918
wales,GRN,2024_share,Mixed,0.827
wales,GRN,2024_share,OtherEthnicity,0.892
wales,GRN,2024_share,Christian,-0.52
wales,GRN,2024_share,NoReligion,-0.07
wales,GRN,2024_share,Muslim,0.865
wales,GRN,2024_share,Hindu,0.91
wales,GRN,2024_share,Jewish,0.71
wales,GRN,2024_share,Sikh,0.78
wales,GRN,2024_share,Buddhist,0.485
wales,GRN,2024_share,Veterans,-0.68
wales,GRN,2024_share,Age0to17,-0.001
wales,GRN,2024_share,Age18to24,0.849
wales,GRN,2024_share,Age65plus,-0.774
wales,GRN,2024_share,NoQualifications,-0.28
wales,GRN,2024_share,Degrees,0.453
wales,GRN,2024_share,PublicSector,-0.1
wales,GRN,2024_share,ManagerialProfessional,0.203
wales,GRN,2024_share,Intermediate,-0.55
wales,GRN,2024_share,Routine,-0.519
wales,GRN,2024_share,SocialRent,0.15
wales,GRN,2024_share,PrivateRent,0.702
wales,GRN,2024_share,OwnerOccupation,-0.594
wales,LAB,2024_share,Superwealthy,
wales,LAB,2024_share,Rural,-0.813
wales,LAB,2024_share,LGBT,0.108
wales,LAB,2024_share,White,-0.244
wales,LAB,2024_share,WhiteBritish,-0.212
wales,LAB,2024_share,WhiteOther,0.047
wales,LAB,2024_share,Asian,0.264
wales,LAB,2024_share,Indian,0.283
wales,LAB,2024_share,Pakistani,0.224
wales,LAB,2024_share,Bangladeshi,0.23
wales,LAB,2024_share,Chinese,0.257
wales,LAB,2024_share,Black,0.212
wales,LAB,2024_share,Arab,0.201
wales,LAB,2024_share,Mixed,0.227
wales,LAB,2024_share,OtherEthnicity,0.217
wales,LAB,2024_share,Christian,-0.56
wales,LAB,2024_share,NoReligion,0.49
wales,LAB,2024_share,Muslim,0.232
wales,LAB,2024_share,Hindu,0.236
wales,LAB,2024_share,Jewish,-0.013
wales,LAB,2024_share,Sikh,0.31
wales,LAB,2024_share,Buddhist,-0.34
wales,LAB,2024_share,Veterans,-0.325
wales,LAB,2024_share,Age0to17,0.549
wales,LAB,2024_share,Age18to24,0.169
wales,LAB,2024_share,Age65plus,-0.598
wales,LAB,2024_share,NoQualifications,0.427
wales,LAB,2024_share,Degrees,-0.273
wales,LAB,2024_share,PublicSector,0.017
wales,LAB,2024_share,ManagerialProfessional,-0.151
wales,LAB,2024_share,Intermediate,-0.834
wales,LAB,2024_share,Routine,0.289
wales,LAB,2024_share,SocialRent,0.357
wales,LAB,2024_share,PrivateRent,0.034
wales,LAB,2024_share,OwnerOccupation,-0.257
wales,LD,2024_share,Superwealthy,
wales,LD,2024_share,Rural,0.195
wales,LD,2024_share,LGBT,0.289
wales,LD,2024_share,White,-0.22
wales,LD,2024_share,WhiteBritish,-0.233
wales,LD,2024_share,WhiteOther,0.233
wales,LD,2024_share,Asian,0.21
wales,LD,2024_share,Indian,0.163
wales,LD,2024_share,Pakistani,0.143
wales,LD,2024_share,Bangladeshi,0.174
wales,LD,2024_share,Chinese,0.219
wales,LD,2024_share,Black,0.22
wales,LD,2024_share,Arab,0.263
wales,LD,2024_share,Mixed,0.171
wales,LD,2024_share,OtherEthnicity,0.276
wales,LD,2024_share,Christian,0.006
wales,LD,2024_share,NoReligion,-0.211
wales,LD,2024_share,Muslim,0.202
wales,LD,2024_share,Hindu,0.225
wales,LD,2024_share,Jewish,0.353
wales,LD,2024_share,Sikh,0.106
wales,LD,2024_share,Buddhist,0.641
wales,LD,2024_share,Veterans,-0.118
wales,LD,2024_share,Age0to17,-0.334
wales,LD,2024_share,Age18to24,0.247
wales,LD,2024_share,Age65plus,0.034
wales,LD,2024_share,NoQualifications,-0.185
wales,LD,2024_share,Degrees,0.172
wales,LD,2024_share,PublicSector,-0.098
wales,LD,2024_share,ManagerialProfessional,0.01
wales,LD,2024_share,Intermediate,0.323
wales,LD,2024_share,Routine,-0.285
wales,LD,2024_share,SocialRent,0.036
wales,LD,2024_share,PrivateRent,0.273
wales,LD,2024_share,OwnerOccupation,-0.216
wales,OTHER,2024_share,Superwealthy,
wales,OTHER,2024_share,Rural,-0.255
wales,OTHER,2024_share,LGBT,-0.187
wales,OTHER,2024_share,White,0.099
wales,OTHER,2024_share,WhiteBritish,0.106
wales,OTHER,2024_share,WhiteOther,-0.108
wales,OTHER,2024_share,Asian,-0.077
wales,OTHER,2024_share,Indian,-0.109
wales,OTHER,2024_share,Pakistani,0.012
wales,OTHER,2024_share,Bangladeshi,-0.042
wales,OTHER,2024_share,Chinese,-0.187
wales,OTHER,2024_share,Black,-0.094
wales,OTHER,2024_share,Arab,-0.21
wales,OTHER,2024_share,Mixed,-0.094
wales,OTHER,2024_share,OtherEthnicity,-0.166
wales,OTHER,2024_share,Christian,-0.277
wales,OTHER,2024_share,NoReligion,0.406
wales,OTHER,2024_share,Muslim,-0.087
wales,OTHER,2024_share,Hindu,-0.189
wales,OTHER,2024_share,Jewish,-0.323
wales,OTHER,2024_share,Sikh,0.065
wales,OTHER,2024_share,Buddhist,-0.34
wales,OTHER,2024_share,Veterans,-0.033
wales,OTHER,2024_share,Age0to17,0.334
wales,OTHER,2024_share,Age18to24,-0.223
wales,OTHER,2024_share,Age65plus,-0.184
wales,OTHER,2024_share,NoQualifications,0.412
wales,OTHER,2024_share,Degrees,-0.333
wales,OTHER,2024_share,PublicSector,-0.022
wales,OTHER,2024_share,ManagerialProfessional,-0.204
wales,OTHER,2024_share,Intermediate,-0.311
wales,OTHER,2024_share,Routine,0.391
wales,OTHER,2024_share,SocialRent,0.267
wales,OTHER,2024_share,PrivateRent,-0.232
wales,OTHER,2024_share,OwnerOccupation,-0.006
wales,PLAID,2024_share,Superwealthy,
wales,PLAID,2024_share,Rural,0.559
wales,PLAID,2024_share,LGBT,-0.028
wales,PLAID,2024_share,White,0.213
wales,PLAID,2024_share,WhiteBritish,0.206
wales,PLAID,2024_share,WhiteOther,-0.137
wales,PLAID,2024_share,Asian,-0.23
wales,PLAID,2024_share,Indian,-0.207
wales,PLAID,2024_share,Pakistani,-0.21
wales,PLAID,2024_share,Bangladeshi,-0.171
wales,PLAID,2024_share,Chinese,-0.181
wales,PLAID,2024_share,Black,-0.176
wales,PLAID,2024_share,Arab,-0.171
wales,PLAID,2024_share,Mixed,-0.205
wales,PLAID,2024_share,OtherEthnicity,-0.199
wales,PLAID,2024_share,Christian,0.182
wales,PLAID,2024_share,NoReligion,-0.101
wales,PLAID,2024_share,Muslim,-0.197
wales,PLAID,2024_share,Hindu,-0.206
wales,PLAID,2024_share,Jewish,-0.063
wales,PLAID,2024_share,Sikh,-0.165
wales,PLAID,2024_share,Buddhist,0.021
wales,PLAID,2024_share,Veterans,-0.08
wales,PLAID,2024_share,Age0to17,-0.361
wales,PLAID,2024_share,Age18to24,-0.031
wales,PLAID,2024_share,Age65plus,0.32
wales,PLAID,2024_share,NoQualifications,-0.116
wales,PLAID,2024_share,Degrees,0.076
wales,PLAID,2024_share,PublicSector,0.094
wales,PLAID,2024_share,ManagerialProfessional,-0.091
wales,PLAID,2024_share,Intermediate,0.462
wales,PLAID,2024_share,Routine,-0.078
wales,PLAID,2024_share,SocialRent,-0.189
wales,PLAID,2024_share,PrivateRent,-0.015
wales,PLAID,2024_share,OwnerOccupation,0.139
wales,REF,2024_share,Superwealthy,
wales,REF,2024_share,Rural,-0.286
wales,REF,2024_share,LGBT,-0.243
wales,REF,2024_share,White,0.216
wales,REF,2024_share,WhiteBritish,0.2
wales,REF,2024_share,WhiteOther,-0.096
wales,REF,2024_share,Asian,-0.189
wales,REF,2024_share,Indian,-0.241
wales,REF,2024_share,Pakistani,-0.157
wales,REF,2024_share,Bangladeshi,-0.144
wales,REF,2024_share,Chinese,-0.211
wales,REF,2024_share,Black,-0.225
wales,REF,2024_share,Arab,-0.267
wales,REF,2024_share,Mixed,-0.248
wales,REF,2024_share,OtherEthnicity,-0.233
wales,REF,2024_share,Christian,-0.098
wales,REF,2024_share,NoReligion,0.279
wales,REF,2024_share,Muslim,-0.213
wales,REF,2024_share,Hindu,-0.244
wales,REF,2024_share,Jewish,-0.39
wales,REF,2024_share,Sikh,-0.227
wales,REF,2024_share,Buddhist,-0.338
wales,REF,2024_share,Veterans,0.064
wales,REF,2024_share,Age0to17,0.336
wales,REF,2024_share,Age18to24,-0.171
wales,REF,2024_share,Age65plus,-0.08
wales,REF,2024_share,NoQualifications,0.323
wales,REF,2024_share,Degrees,-0.407
wales,REF,2024_share,PublicSector,0.041
wales,REF,2024_share,ManagerialProfessional,-0.255
wales,REF,2024_share,Intermediate,-0.138
wales,REF,2024_share,Routine,0.375
wales,REF,2024_share,SocialRent,0.034
wales,REF,2024_share,PrivateRent,-0.247
wales,REF,2024_share,OwnerOccupation,0.15
wales,CON,swing,Superwealthy,
wales,CON,swing,Rural,-0.099
wales,CON,swing,LGBT,0.146
wales,CON,swing,White,-0.118
wales,CON,swing,WhiteBritish,-0.056
wales,CON,swing,WhiteOther,-0.195
wales,CON,swing,Asian,0.115
wales,CON,swing,Indian,0.131
wales,CON,swing,Pakistani,0.101
wales,CON,swing,Bangladeshi,0.089
wales,CON,swing,Chinese,0.154
wales,CON,swing,Black,0.113
wales,CON,swing,Arab,0.133
wales,CON,swing,Mixed,0.123
wales,CON,swing,OtherEthnicity,0.114
wales,CON,swing,Christian,-0.316
wales,CON,swing,NoReligion,0.26
wales,CON,swing,Muslim,0.119
wales,CON,swing,Hindu,0.143
wales,CON,swing,Jewish,0.131
wales,CON,swing,Sikh,0.215
wales,CON,swing,Buddhist,-0.151
wales,CON,swing,Veterans,-0.248
wales,CON,swing,Age0to17,0.113
wales,CON,swing,Age18to24,0.142
wales,CON,swing,Age65plus,-0.138
wales,CON,swing,NoQualifications,0.255
wales,CON,swing,Degrees,-0.098
wales,CON,swing,PublicSector,0.209
wales,CON,swing,ManagerialProfessional,-0.196
wales,CON,swing,Intermediate,-0.301
wales,CON,swing,Routine,0.099
wales,CON,swing,SocialRent,0.11
wales,CON,swing,PrivateRent,0.204
wales,CON,swing,OwnerOccupation,-0.214
wales,GRN,swing,Superwealthy,
wales,GRN,swing,Rural,-0.35
wales,GRN,swing,LGBT,0.719
wales,GRN,swing,White,-0.742
wales,GRN,swing,WhiteBritish,-0.745
wales,GRN,swing,WhiteOther,0.601
wales,GRN,swing,Asian,0.722
wales,GRN,swing,Indian,0.771
wales,GRN,swing,Pakistani,0.612
wales,GRN,swing,Bangladeshi,0.573
wales,GRN,swing,Chinese,0.776
wales,GRN,swing,Black,0.785
wales,GRN,swing,Arab,0.828
wales,GRN,swing,Mixed,0.618
wales,GRN,swing,OtherEthnicity,0.798
wales,GRN,swing,Christian,-0.352
wales,GRN,swing,NoReligion,-0.178
wales,GRN,swing,Muslim,0.75
wales,GRN,swing,Hindu,0.794
wales,GRN,swing,Jewish,0.577
wales,GRN,swing,Sikh,0.598
wales,GRN,swing,Buddhist,0.452
wales,GRN,swing,Veterans,-0.647
wales,GRN,swing,Age0to17,-0.13
wales,GRN,swing,Age18to24,0.782
wales,GRN,swing,Age65plus,-0.613
wales,GRN,swing,NoQualifications,-0.224
wales,GRN,swing,Degrees,0.35
wales,GRN,swing,PublicSector,-0.056
wales,GRN,swing,ManagerialProfessional,0.055
wales,GRN,swing,Intermediate,-0.4
wales,GRN,swing,Routine,-0.417
wales,GRN,swing,SocialRent,0.139
wales,GRN,swing,PrivateRent,0.674
wales,GRN,swing,OwnerOccupation,-0.568
wales,LAB,swing,Superwealthy,
wales,LAB,swing,Rural,0.291
wales,LAB,swing,LGBT,-0.622
wales,LAB,swing,White,0.579
wales,LAB,swing,WhiteBritish,0.555
wales,LAB,swing,WhiteOther,-0.349
wales,LAB,swing,Asian,-0.571
wales,LAB,swing,Indian,-0.542
wales,LAB,swing,Pakistani,-0.468
wales,LAB,swing,Bangladeshi,-0.546
wales,LAB,swing,Chinese,-0.611
wales,LAB,swing,Black,-0.56
wales,LAB,swing,Arab,-0.548
wales,LAB,swing,Mixed,-0.576
wales,LAB,swing,OtherEthnicity,-0.574
wales,LAB,swing,Christian,0.403
wales,LAB,swing,NoReligion,-0.028
wales,LAB,swing,Muslim,-0.55
wales,LAB,swing,Hindu,-0.506
wales,LAB,swing,Jewish,-0.518
wales,LAB,swing,Sikh,-0.512
wales,LAB,swing,Buddhist,-0.244
wales,LAB,swing,Veterans,0.571
wales,LAB,swing,Age0to17,-0.193
wales,LAB,swing,Age18to24,-0.585
wales,LAB,swing,Age65plus,0.522
wales,LAB,swing,NoQualifications,0.05
wales,LAB,swing,Degrees,-0.185
wales,LAB,swing,PublicSector,-0.119
wales,LAB,swing,ManagerialProfessional,0.085
wales,LAB,swing,Intermediate,0.345
wales,LAB,swing,Routine,0.264
wales,LAB,swing,SocialRent,-0.081
wales,LAB,swing,PrivateRent,-0.539
wales,LAB,swing,OwnerOccupation,0.433
wales,LD,swing,Superwealthy,
wales,LD,swing,Rural,-0.119
wales,LD,swing,LGBT,0.28
wales,LD,swing,White,-0.228
wales,LD,swing,WhiteBritish,-0.215
wales,LD,swing,WhiteOther,0.121
wales,LD,swing,Asian,0.222
wales,LD,swing,Indian,0.189
wales,LD,swing,Pakistani,0.099
wales,LD,swing,Bangladeshi,0.227
wales,LD,swing,Chinese,0.305
wales,LD,swing,Black,0.21
wales,LD,swing,Arab,0.274
wales,LD,swing,Mixed,0.182
wales,LD,swing,OtherEthnicity,0.29
wales,LD,swing,Christian,-0.342
wales,LD,swing,NoReligion,0.195
wales,LD,swing,Muslim,0.2
wales,LD,swing,Hindu,0.149
wales,LD,swing,Jewish,0.29
wales,LD,swing,Sikh,0.151
wales,LD,swing,Buddhist,0.105
wales,LD,swing,Veterans,-0.294
wales,LD,swing,Age0to17,0.111
wales,LD,swing,Age18to24,0.363
wales,LD,swing,Age65plus,-0.297
wales,LD,swing,NoQualifications,0.08
wales,LD,swing,Degrees,-0.091
wales,LD,swing,PublicSector,0.223
wales,LD,swing,ManagerialProfessional,-0.28
wales,LD,swing,Intermediate,-0.159
wales,LD,swing,Routine,-0.021
wales,LD,swing,SocialRent,0.254
wales,LD,swing,PrivateRent,0.246
wales,LD,swing,OwnerOccupation,-0.336
wales,OTHER,swing,Superwealthy,
wales,OTHER,swing,Rural,-0.151
wales,OTHER,swing,LGBT,-0.163
wales,OTHER,swing,White,0.041
wales,OTHER,swing,WhiteBritish,0.035
wales,OTHER,swing,WhiteOther,-0.005
wales,OTHER,swing,Asian,-0.018
wales,OTHER,swing,Indian,-0.073
wales,OTHER,swing,Pakistani,0.071
wales,OTHER,swing,Bangladeshi,0.039
wales,OTHER,swing,Chinese,-0.144
wales,OTHER,swing,Black,-0.044
wales,OTHER,swing,Arab,-0.151
wales,OTHER,swing,Mixed,-0.032
wales,OTHER,swing,OtherEthnicity,-0.113
wales,OTHER,swing,Christian,-0.131
wales,OTHER,swing,NoReligion,0.194
wales,OTHER,swing,Muslim,-0.018
wales,OTHER,swing,Hindu,-0.147
wales,OTHER,swing,Jewish,-0.242
wales,OTHER,swing,Sikh,0.066
wales,OTHER,swing,Buddhist,-0.252
wales,OTHER,swing,Veterans,0.063
wales,OTHER,swing,Age0to17,0.225
wales,OTHER,swing,Age18to24,-0.204
wales,OTHER,swing,Age65plus,-0.109
wales,OTHER,swing,NoQualifications,0.223
wales,OTHER,swing,Degrees,-0.201
wales,OTHER,swing,PublicSector,-0.064
wales,OTHER,swing,ManagerialProfessional,-0.092
wales,OTHER,swing,Intermediate,-0.239
wales,OTHER,swing,Routine,0.287
wales,OTHER,swing,SocialRent,0.224
wales,OTHER,swing,PrivateRent,-0.215
wales,OTHER,swing,OwnerOccupation,0.005
wales,PLAID,swing,Superwealthy,
wales,PLAID,swing,Rural,0.114
wales,PLAID,swing,LGBT,0.379
wales,PLAID,swing,White,-0.219
wales,PLAID,swing,WhiteBritish,-0.219
wales,PLAID,swing,WhiteOther,0.174
wales,PLAID,swing,Asian,0.195
wales,PLAID,swing,Indian,0.222
